"","merge","lng","lat","population"
"71","Cheche, guatemala","-91.21667","15.36667","0"
"72","Chel, guatemala","-91.06611","15.64167","0"
"73","Chex, guatemala","-91.30972","15.39556","0"
"74","Chicabracan, guatemala","-91.1","15","0"
"75","Chichipate, guatemala","-89.46667","15.48333","0"
"76","Chimel, guatemala","-90.01667","15.56667","0"
"77","Chimisales, honduras","-88.3","15.05","0"
"78","Chintapalli, india","80.66317","18.98087","0"
"79","Chipacacab, guatemala","-91.05","14.93333","0"
"80","Chipiacul, guatemala","-91.06667","14.66667","0"
"81","Chogawan, india","75.12231","31.66367","0"
"82","Chorbauli, georgia","43.85722","42.17111","0"
"83","Chordzho, georgia","43.05","42.56667","0"
"84","Chuabajito, guatemala","-90.8","14.9","0"
"85","Chuatuj, guatemala","-91.6","14.98333","0"
"86","Chuburkhinji, georgia","41.81575","42.57824","0"
"87","Chun, india","77.57512","32.91857","0"
"88","Ciudad Pedro de Alvarado, guatemala","-90.0925","13.87028","0"
"89","Colonia Miraflores, honduras","-87.19278","14.07375","0"
"90","Corfu, greece","19.91975","39.62069","27003"
"91","Cotzol, guatemala","-91.17722","15.50667","0"
"92","Coya, guatemala","-91.66667","15.7","0"
"93","Creuse, france","1.86667","46.16667","15853"
"94","Cruz Quemada, guatemala","-92.09264","15.3422","0"
"95","Cuernavaca, guatemala","-89.55","14.58333","0"
"96","Dada, india","77.80056","30.02083","0"
"97","Dalli, india","81.07501","20.58573","0"
"98","Daren, india","112.892","-7.8056","0"
"99","Darhal, india","74.14449","33.22508","0"
"100","Davangeri, india","75.92694","14.46693","0"
"101","South Delhi, india","77.26876","28.51495","0"
"102","Deri, india","77.22897","28.65381","10927986"
"103","Dhamdhama, india","91.47881","26.55879","0"
"104","Dharamgarh, india","80.01667","29.88333","0"
"105","Dirbi, georgia","43.8746","42.11378","0"
"106","Dmenisi, georgia","44.06416","42.26333","0"
"107","Dodi, india","76.58759","23.00774","0"
"108","Dolgenbrodt, germany","13.76931","52.24295","0"
"109","Doru, india","75.22304","33.57672","0"
"110","Dubli, india","76.87921","30.24349","0"
"111","Clermont-Ferrand, france","3.08628","45.77966","138681"
"112","Dury, france","3.00736","50.24689","301"
"113","Dvani, georgia","43.86424","42.16968","0"
"114","Eberswalde-Finow, germany","13.81951","52.83492","41980"
"115","Ejersa Dera, ethiopia","38.58333","8.58333","0"
"116","El Arroyo, guatemala","-89.88333","14.75","0"
"117","El Caribe, guatemala","-90.25","14.78333","0"
"118","El Cerrito, guatemala","-90.56667","14.45","0"
"119","El Chorro, guatemala","-90.66667","16.68333","0"
"120","El Juleque, guatemala","-89.76667","16.9","0"
"121","El Plomo, honduras","-86.25","14.58333","0"
"122","El Rodeito, guatemala","-89.45","14.53333","0"
"123","Erbenheim, germany","8.30283","50.05617","0"
"124","Ernakulam, india","76.26022","9.93988","604696"
"125","Eshera, georgia","40.87855","43.0747","0"
"126","Figoni, france","8.71869","41.75293","0"
"127","Friedrichshofen, germany","11.37941","48.77525","0"
"128","Ganderbal, india","74.7783","34.22992","16271"
"129","Gangalur, india","81.02421","18.75409","0"
"130","Ganmukhuri, georgia","41.62772","42.42532","0"
"131","Ghanpur, india","79.75","19.83333","0"
"132","Ghat, india","88.25238","24.42244","28442"
"133","Ghisoni, france","9.21034","42.10262","295"
"134","Glessen, germany","6.74934","50.96742","0"
"135","Goa, india","73.78869","15.40927","102345"
"136","Godey, ethiopia","43.59778","5.88722","0"
"137","Golfe Juan, france","7.07744","43.56812","0"
"138","Gori, india","108.3625","-6.37333","0"
"139","Goudi, greece","23.76667","37.98333","0"
"140","Govindpur, india","75.47745","31.68874","0"
"141","Gremmendorf, germany","7.67421","51.92892","0"
"142","Groningen, germany","11.21601","51.93744","4166"
"143","Grossburgwedel, germany","9.85757","52.49271","0"
"144","Gudava, georgia","41.54282","42.64946","0"
"145","Gujarpur, india","88.03444","22.24611","0"
"146","Gul, india","76.83787","17.33763","483615"
"147","Guman, india","73.64441","24.38807","0"
"148","Gyzi, greece","23.74555","37.99102","0"
"149","Hari, india","75.67181","29.44702","1324570"
"150","Hariharganj, india","84.28042","24.54794","0"
"151","Harike, india","74.94702","31.16381","0"
"152","Hira, india","76.82049","16.19194","0"
"153","Homps, france","2.72074","43.2672","640"
"154","Huzurabad, india","79.39876","18.20089","0"
"155","Idaux-Mendy, france","-0.91581","43.18097","282"
"156","Iholdy, france","-1.18077","43.28264","0"
"157","Immenstaad, germany","9.36667","47.66667","5946"
"158","Ingiri, georgia","41.81218","42.49632","0"
"159","Iraklio, greece","25.14341","35.32787","137154"
"160","Ixtan, guatemala","-91.9","14.31667","0"
"161","Jabal, india","108.0148","-7.0746","0"
"162","Jagpura, india","74.35453","23.86328","0"
"163","Jagra, india","108.5317","-7.0212","0"
"164","Jamuguri, india","92.93113","26.72171","0"
"165","Jhanger, india","74.05","33.26667","0"
"166","Jhugian, india","76.59089","30.12275","0"
"167","Juan-les-Pins, france","7.11309","43.56945","0"
"168","Justo Rufino Barrios, guatemala","-91.53333","14.86667","0"
"169","Kab, india","84.78931","25.38933","0"
"170","Kachnara, india","75.1084","23.84121","0"
"171","Kadian, india","75.37663","31.82198","21015"
"172","Kakotibari, india","95.02345","27.08992","0"
"173","Kalakuchi, india","92.62761","26.77107","0"
"174","Kaler, india","108.18111","-6.77333","0"
"175","Kalogreza, greece","23.76718","38.03826","0"
"176","Kamari, greece","22.58223","38.09276","885"
"177","Kampen, germany","9.93567","53.85548","637"
"178","Kampur, india","91.61356","26.44931","26388"
"179","Kangpokpi, india","93.97167","25.15273","0"
"180","Karpi, india","84.72973","25.16126","0"
"181","Kerala, india","76.94924","8.4855","784153"
"182","Keshpur, india","87.46109","22.55468","0"
"183","Keshwan Kishtwar, india","75.67992","33.30861","0"
"184","Kharad, india","72.01665","22.30966","0"
"185","Khati, india","79.93724","30.11187","0"
"186","Khejuri, india","86.30386","21.80504","0"
"187","Khera, india","74.06111","33.16528","0"
"188","Kilor, india","75.97733","32.74429","0"
"189","Kirbali, georgia","44.24299","42.11458","0"
"190","Klde, georgia","43.02623","41.67907","0"
"191","Kothur, india","76.22005","14.82442","24004"
"192","Kulangam, india","74.30296","34.41083","0"
"193","Kulian, india","74.35927","33.76293","0"
"194","Kumarpara, india","88.78333","22.35389","0"
"195","Kunwarpur, india","78.18874","26.31485","0"
"196","Kvemo Khviti, georgia","43.954","42.16511","0"
"197","Kvemo-Okona, georgia","43.77317","42.16918","0"
"198","Kvemo Sarabuki, georgia","44.03834","42.27375","0"
"199","Kwesimintim, ghana","-1.78761","4.91452","0"
"200","Labastide-Villefranche, france","-1.02095","43.45295","314"
"201","La Blanca, guatemala","-92.14137","14.57889","0"
"202","La Caoba, guatemala","-89.93333","15.83333","0"
"203","La Cumbre, guatemala","-89.35111","16.08111","0"
"204","Ladebow, germany","13.43658","54.10048","0"
"205","Lakhimpur Kheri, india","80.78257","27.952","140223"
"206","Lalpura, india","80.04391","25.86341","0"
"207","La Lucha, guatemala","-92.07538","15.37676","0"
"208","Lammasingi, india","82.49226","17.81507","0"
"209","Lapri, india","81.57206","23.6272","0"
"210","Lapur, india","73.27689","29.41469","0"
"211","La Quebrada, honduras","-88.31667","14.55","0"
"212","Las Colmenas, guatemala","-90.48333","14.91667","0"
"213","Lasjan, india","74.86907","34.04339","0"
"214","La Vaccaja, france","8.75","42.55","0"
"215","Lavrion, greece","24.05647","37.71445","7078"
"216","Lecci, france","9.34315","41.637","0"
"217","Legon, ghana","-0.1776","5.64152","0"
"218","Levallois, france","2.28864","48.89389","62178"
"219","Lindos, greece","28.08571","36.09102","724"
"220","Logron, france","1.2649","48.14686","508"
"221","Lohara, india","81.13333","21.85","0"
"222","Lokka, india","119.3388","-3.185","0"
"223","Los Achiotes, guatemala","-90.25","14.96667","0"
"224","Lunghignano, france","8.88693","42.54181","0"
"225","Mackenrode, germany","10.5468","51.55125","0"
"226","Madar, india","74.65671","34.41561","0"
"227","Madhopur, india","76.71744","26.47249","120115"
"228","Madya Pradesh, india","75.8333","22.71792","1837041"
"229","Mahadev, india","74.90139","32.88956","0"
"230","Maharashtra, india","72.88261","19.07283","12691836"
"231","Mahmudpur, india","88.14611","22.69028","0"
"232","Malla, india","74.46925","32.99103","0"
"233","Maman, india","117.4684","-8.6045","0"
"234","Manipur Imphal, india","93.9442","24.80805","223523"
"235","Mann, india","109.32199","-0.03109","455173"
"236","Margnac, france","1.31667","46","0"
"237","Marina de Pietracorbara, france","9.47813","42.83675","515"
"238","Marinca, france","9.32649","42.8483","0"
"239","Martissant, haiti","-72.35972","18.52806","0"
"240","Massadou, guinea","-10.2","9.3","0"
"241","Matapalo, honduras","-87.93333","15.33333","0"
"242","Matasano, guatemala","-90.16667","15.11667","0"
"243","Matu, india","76.26325","29.00747","0"
"244","Mehnar, india","85.4851","25.60772","0"
"245","Mesillas Altas, guatemala","-90.58333","14.4","0"
"246","Messanges, france","-1.37778","43.81473","704"
"247","Mitterfelden, germany","12.95613","47.81601","0"
"248","Modesto Mendez, guatemala","-89.23061","15.89258","0"
"249","Moelln, germany","10.68742","53.61702","18469"
"250","Monasteri, georgia","43.91485","42.28583","0"
"251","Moran, india","94.91557","27.18735","7136"
"252","Motu, india","81.39246","17.82975","0"
"253","Mudki, india","74.88205","30.77988","0"
"254","Muktapur, india","91.73743","26.42114","0"
"255","Mupa, india","93.11858","25.37263","0"
"256","Murato, france","8.87595","41.82433","0"
"257","Murki, india","82.10062","21.03526","0"
"258","Mziuri, georgia","41.7274","42.61629","0"
"259","Nabakevi, georgia","41.68915","42.51068","0"
"260","Nadda, india","78.58399","29.86803","0"
"261","Nadia, india","88.43302","23.24723","149983"
"262","Nambol, india","93.81974","24.69557","0"
"263","Nandigram, india","87.95944","22.00176","0"
"264","Narkopi, india","86.17764","23.90208","0"
"265","Nazon, haiti","-72.31889","18.54556","0"
"266","Nea Liosia, greece","23.7","38.03333","84793"
"267","Neel, india","-80.00063","39.42787","0"
"268","Neo Faliro, greece","23.66736","37.9464","0"
"269","Neuilly, france","2.26965","48.8846","61300"
"270","Niedersachsen, germany","9.73322","52.37052","515140"
"271","Nowshera, india","79.34663","27.14892","0"
"272","Nudow, germany","13.16468","52.32827","0"
"273","Nutan Bazar, india","91.75422","23.42907","0"
"274","Orchosani, georgia","44.33194","42.05139","0"
"275","Orsantia, georgia","41.67377","42.46777","0"
"276","Pacajon, guatemala","-91.2","15.2","0"
"277","Pacoc, guatemala","-90.86667","15.06667","0"
"278","Paharpur, india","79.28095","27.04764","0"
"279","Pajuil Chex, guatemala","-91.30972","15.39556","0"
"280","Pal, guatemala","-90.69833","14.40556","31329"
"281","Palamu, india","84.06866","24.04306","77704"
"282","Palestina, guatemala","-91.7","14.93333","1691"
"283","Palhalan, india","74.5491","34.18354","0"
"284","Palob, guatemala","-91.29306","15.51333","0"
"285","Pamelap, guinea","-12.96667","9.18333","0"
"286","Panar, india","72.89197","20.82281","0"
"287","Pancoj, guatemala","-90.25","15.28333","0"
"288","Pandori, india","74.23757","33.0472","0"
"289","Pangrati, greece","20.49611","39.44317","274"
"290","Papumay, guatemala","-90.93333","14.76667","0"
"291","Paraiya, india","84.84281","24.81429","0"
"292","Parmandal, india","75.05779","32.69488","0"
"293","Parraxtut, guatemala","-91.17417","15.34111","0"
"294","Parta, india","74.19677","33.23045","0"
"295","Patacharkuchi, india","91.26667","26.51667","0"
"296","Patixlan, guatemala","-90.55","15.16667","0"
"297","Patton, india","-80.48757","37.69207","0"
"298","Payal, india","75.69817","28.97317","0"
"299","Pernal, haiti","-71.85","18.83333","0"
"300","Petreto-Bicchisano, france","8.97771","41.78603","561"
"301","Pichiquil, guatemala","-91.20194","15.34","0"
"302","Pichori, georgia","41.5682","42.45556","0"
"303","Piedras, guatemala","-89.23333","15.01667","0"
"304","Piedras Azules, honduras","-88.43333","15.11667","0"
"305","Pileru, india","78.93854","13.65584","0"
"306","Pipra, india","86.02359","25.46358","0"
"307","Pirveli Otobaia, georgia","41.62295","42.48586","0"
"308","Plavi, georgia","44.11333","42.16972","0"
"309","Poggio Marinaccio, france","9.34033","42.43603","17"
"310","Ponte-Leccia, france","9.20505","42.46028","0"
"311","Porschendorf, germany","13.99864","51.01365","0"
"312","Porto Rafti, greece","24.00307","37.89108","9686"
"313","Primorskoye, georgia","40.6965","43.09236","2573"
"314","Prisi, georgia","44.00917","42.23417","0"
"315","Profen, germany","12.21658","51.12588","0"
"316","P'shap'i, georgia","41.14639","42.88611","0"
"317","Quetzal, guatemala","-91.81667","14.76667","12122"
"318","Quirigua, guatemala","-89.02644","15.27385","0"
"319","Rafiabad, india","79.44821","27.70232","0"
"320","Rajaori, india","74.30838","33.37541","27792"
"321","Rajoke, india","74.55","31.28028","0"
"322","Rajuri, india","75.48753","18.85081","0"
"323","Ramavaram, india","81.95704","17.67912","0"
"324","Rambhadrapur, india","87.66058","22.1472","0"
"325","Ramgaon, india","77.59783","20.3994","0"
"326","Rangjuli, india","90.93591","25.96793","0"
"327","Rasulpar, india","77.7754","30.06449","0"
"328","Ratnal, india","74.89468","32.58987","0"
"329","Ravensbruck, germany","13.16066","53.19605","0"
"330","Rheims, france","4.03333","49.25","196565"
"331","Rimrangpara, india","90.28274","25.33158","0"
"332","Rubelolom, guatemala","-90.73333","15.88333","0"
"333","Rupar, india","76.52557","30.96878","52313"
"334","Saberio, georgia","41.91389","42.64701","0"
"335","Sacuchum, guatemala","-91.81667","14.88333","0"
"336","Sagolmang, india","94.02425","24.95736","0"
"337","Sainte Lucie de Moriani, france","9.52242","42.38212","1088"
"338","Sainte-Lucie de Porto-Vecchio, france","9.34632","41.69852","0"
"339","Saint Martin, haiti","-72.24028","19.76306","0"
"340","Saint-Martin-sur-Oreuse, france","3.33742","48.29218","0"
"341","Salboni, india","87.46115","22.5545","0"
"342","San Antonio Las Trojes, guatemala","-90.71361","14.75833","0"
"343","San Ciprianu, france","9.34315","41.637","0"
"344","Sandhan, india","68.99341","23.02069","0"
"345","Sanga, india","74.77104","32.90172","0"
"346","Sangma, india","96.68751","28.12822","0"
"347","Sangrampur, india","84.69172","26.47671","0"
"348","San Jose de Curaren, honduras","-89.06667","14.68333","0"
"349","San Miguel Tucuru, guatemala","-90.06667","15.3","4772"
"350","San Pedro Soloma, guatemala","-91.45","15.71667","10916"
"351","San Pedro Yepocapa, guatemala","-90.95694","14.50417","8961"
"352","San Sebastian Lemoa, guatemala","-91.11667","14.98333","0"
"353","Santa Catalina, guatemala","-90.78833","14.54889","3214"
"354","Santa Ines Petapa, guatemala","-90.53333","14.48333","0"
"355","Sant' Andrea d'Orcino, france","8.8","42.03333","0"
"356","Santo Tomas, guatemala","-91.11667","14.93333","79759"
"357","Saquiya, guatemala","-91.15","14.95","0"
"358","Sarabuki, georgia","44.03695","42.26986","0"
"359","Sarju, india","84.37183","23.64534","0"
"360","Sarwan, india","84.97838","24.52854","0"
"361","Savanette, haiti","-71.96667","19.6","0"
"362","Schemmerhofen, germany","9.8247","48.18918","0"
"363","Schonerlinde, germany","13.44495","52.65391","0"
"364","Sebol, guatemala","-89.93711","15.81425","0"
"365","Serchil, guatemala","-91.8","15.03333","0"
"366","Seri, india","74.18359","33.06816","0"
"367","Serra di Scopamene, france","9.09831","41.75276","0"
"368","Shamgona, georgia","41.79971","42.53649","0"
"369","Sherpur, india","80.18779","28.51243","0"
"370","Siala, india","74.84306","32.76389","0"
"371","Sida, georgia","44.11578","41.98422","46676"
"372","Sidhwan, india","75.47506","30.9287","0"
"373","Sidli, india","90.45275","26.53502","0"
"374","Sikkim, india","88.61216","27.32574","30700"
"375","sinagar, india","106.71611","-6.58","0"
"376","Sind, india","68.14822","26.39801","0"
"377","Sipacate, guatemala","-91.15","13.93333","0"
"378","Sogam, india","74.37771","34.49746","0"
"379","Sohal, india","74.72031","31.46789","0"
"380","Solaro, france","9.32688","41.90398","635"
"381","Sonada, india","88.26999","26.95748","0"
"382","Sonapah, india","74.60498","34.00917","0"
"383","Sonda, india","74.8","14.73333","0"
"384","Sonepat, india","77.01165","28.99587","250521"
"385","Songsak, india","90.61165","25.64316","0"
"386","Sonitpur, india","92.44907","26.78196","0"
"387","Sonte, guatemala","-90.4","15.6","0"
"388","Sorbo Ocagnano, france","9.45391","42.47514","779"
"389","Sotha, india","74.5533","30.38189","0"
"390","Sourmena, greece","22.83657","41.2631","442"
"391","Soveria, france","9.16352","42.35843","74"
"392","Srinagar and Baramula, india","74.79291","34.06892","0"
"393","St. Laurent, france","7.17606","43.67097","29516"
"394","Struth, france","7.2489","48.90345","354"
"395","Tada, india","80.0315","13.58593","0"
"396","Taglio-Isolaccio, france","9.46903","42.43386","578"
"397","Tain L'Hermitage, france","4.83708","45.07217","0"
"398","Tallone, france","9.41211","42.23093","294"
"399","Talwandi Suba, india","74.92944","30.85612","16391"
"400","Tamarasheni, georgia","43.96041","42.27043","0"
"401","Tamavua, fiji","178.45","-18.1","0"
"402","Tambla, honduras","-88.48333","14.38333","0"
"403","Tandwa, india","85.03085","23.8552","0"
"404","Tangla, india","79.49004","21.53052","0"
"405","Tatarszentgyorgy, hungary","19.37515","47.07942","0"
"406","Tavaco, france","8.90008","42.03493","249"
"407","Tenedores, guatemala","-88.63333","15.55","0"
"408","Teveren, germany","6.08027","50.95359","0"
"409","Thanlon, india","93.28166","24.26687","0"
"410","Tibilisi, georgia","44.83368","41.69411","1049498"
"411","Tirap, india","95.56667","27.01667","10187"
"412","Tiritibol, guatemala","-90.66667","15.45","0"
"413","Tiruchi, india","78.69651","10.8155","775484"
"414","Tiruchirappali, india","78.69651","10.8155","775484"
"415","Tojcham, guatemala","-91.63333","14.85","0"
"416","Toumpa, greece","22.5438","40.93526","993"
"417","Trapiche de Agua, guatemala","-90.36667","14.95","0"
"418","Tredudon, france","-3.83333","48.41667","0"
"419","Tsaghvli, georgia","43.69482","42.11787","0"
"420","Turgeau, haiti","-72.32083","18.52694","0"
"421","Tuticopote Abajo, guatemala","-89.35","14.71667","0"
"422","Tzitzifes, greece","24.14915","35.37037","0"
"423","Ulzen, germany","7.72393","51.54245","0"
"424","Usquain, france","-0.9038","43.36083","56"
"425","Valladolid, honduras","-87.53333","14.26667","0"
"426","Vanala, india","71.92143","22.43662","0"
"427","Vasco, india","73.81568","15.39585","100485"
"428","Vialet, haiti","-72.93639","18.41944","0"
"429","Vico, france","8.80022","42.16726","947"
"430","Vidyanagar, india","72.9","22.53333","32581"
"431","Weisenheim am Sand, germany","8.24778","49.51806","0"
"432","Wildenrath, germany","6.19085","51.12601","0"
"433","Wilmersdorf, germany","13.28333","52.51667","119857"
"434","Xecampanabitz, guatemala","-91.15833","15.51917","0"
"435","Xecoxo, guatemala","-91.20028","15.44389","0"
"436","Xemal, guatemala","-90.95","15.5","0"
"437","Xepac, guatemala","-90.96667","14.85","0"
"438","Xeputul, guatemala","-91.05","15.45","0"
"439","Yacharam, india","78.66549","17.0448","0"
"440","Yagouya, guinea","-12.18333","10","0"
"441","Yaruca, honduras","-86.66667","15.6","0"
"442","Zanjon San Lorenzo, guatemala","-92.10247","14.77821","0"
"443","Zemitz, germany","13.75502","53.97836","870"
"444","Zeppelinheim, germany","8.61333","50.03538","0"
"445","Zigliara, france","8.99409","41.84624","130"
