"","pop","country.etc","name","lat","long","capital","Region","largestC"
"57510",782442,"india","tiruchchirappalli",10.81,78.69,"0",NA,0
"57509",780296,"india","kota",25.18,75.83,"0",NA,0
"57508",777519,"china","qinhuangdao",39.93,119.62,"0",NA,0
"57507",775694,"india","aligarh",27.89,78.06,"0",NA,0
"57506",774336,"brazil","natal",-5.8,-35.22,"0",NA,0
"57505",772579,"china","liuzhou",24.28,109.25,"0",NA,0
"57504",771729,"nigeria","oyo",7.83,3.92,"0",NA,0
"57503",771725,"unitedstates","indianapolis",39.78,-86.15,"0",NA,0
"57502",770872,"china","xining",36.62,101.77,"3",NA,0
"57501",769243,"venezuelarb","ciudadguayana",8.37,-62.62,"0",NA,0
"57500",768267,"peru","trujillo",-8.11,-79.03,"0",NA,0
"57499",765075,"iranislamicrep","kermanshah",34.38,47.06,"0",NA,0
"57498",762615,"poland","lodz",51.77,19.46,"0",NA,0
"57497",761888,"china","hengyang",26.89,112.62,"0",NA,0
"57496",759894,"pakistan","quetta",30.21,67.02,"0",NA,0
"57495",758666,"brazil","teresina",-5.1,-42.8,"0",NA,0
"57494",756432,"india","bareli",28.36,79.41,"0",NA,0
"57493",756260,"brazil","saobernardodocampo",-23.71,-46.54,"0",NA,0
"57492",753829,"poland","cracow",50.06,19.96,"0",NA,0
"57491",753760,"china","hegang",47.4,130.37,"0",NA,0
"57490",749593,"indonesia","malang",-7.98,112.62,"0",NA,0
"57489",748150,"iraq","as-sulaymaniyah",35.55,45.45,"0",NA,0
"57488",747060,"china","xinxiang",35.32,113.87,"0",NA,0
"57487",745017,"brazil","campogrande",-20.45,-54.63,"0",NA,0
"57486",744159,"netherlands","amsterdam",52.37,4.89,"1",NA,1
"57485",742090,"india","moradabad",28.84,78.76,"0",NA,0
"57484",740957,"colombia","cucuta",7.88,-72.51,"0",NA,0
"57483",740249,"china","yantai",37.53,121.4,"0",NA,0
"57482",740038,"india","mirabhayandar",19.29,72.85,"0",NA,0
"57481",738386,"latvia","riga",56.97,24.13,"1",NA,1
"57480",737751,"togo","lome",6.17,1.35,"1",NA,1
"57479",737350,"bosniaandherzegovina","sarajevo",43.85,18.38,"1",NA,1
"57478",737281,"chad","n'djamena",12.11,15.05,"1",NA,1
"57477",736978,"india","bhiwandi",19.3,73.05,"0",NA,0
"57476",735787,"china","tainan",23,120.19,"0",NA,0
"57475",731731,"israel","jerusalem",31.78,35.22,"1",NA,1
"57474",731242,"mauritania","nouakchott",18.09,-15.98,"1",NA,1
"57473",729890,"brazil","jaboatao",-8.11,-35.02,"0",NA,0
"57472",729337,"korearep","chonju",35.83,127.14,"0",NA,0
"57471",728271,"mexico","merida",20.97,-89.62,"0",NA,0
"57470",726201,"china","ningbo",29.88,121.55,"0",NA,0
"57469",726100,"china","langfang",39.52,116.68,"0",NA,0
"57468",726070,"china","zhangjiakou",40.83,114.93,"0",NA,0
"57467",725049,"greece","athens",37.98,23.73,"1",NA,1
"57466",723927,"russianfederation","tolyatti",53.48,49.51,"0",NA,0
"57465",723724,"unitedstates","sanfrancisco",37.77,-122.45,"0",NA,0
"57464",718551,"mexico","chihuahua",28.63,-106.08,"0",NA,0
"57463",718498,"morocco","agadir",30.42,-9.61,"0",NA,0
"57462",715026,"mexico","tlalnepantla",19.54,-99.19,"0",NA,0
"57461",714131,"ukraine","l'viv",49.83,24,"0",NA,0
"57460",713533,"bangladesh","rajshahi",24.37,88.59,"0",NA,0
"57459",713443,"canada","mississauga",43.6,-79.65,"0",NA,0
"57458",711493,"china","zhuzhou",27.83,113.15,"0",NA,0
"57457",708847,"china","changzhi",35.22,111.75,"0",NA,0
"57456",708271,"korearep","shihung",37.46,126.89,"0",NA,0
"57455",707417,"morocco","tangier",35.79,-5.81,"0",NA,0
"57454",706492,"zimbabwe","bulawayo",-20.17,28.58,"0",NA,0
"57453",702516,"spain","sevilla",37.4,-5.98,"0",NA,0
"57452",701848,"china","liaoyang",41.28,123.18,"0",NA,0
"57451",701137,"benin","cotonou",6.36,2.44,"0",NA,1
"57450",700717,"croatia","zagreb",45.8,15.97,"1",NA,1
"57449",700506,"japan","shizuoka",34.98,138.39,"0",NA,0
"57448",699683,"india","raipur",21.24,81.63,"0",NA,0
"57447",697988,"china","puyang",35.7,114.98,"0",NA,0
"57446",697355,"china","huangshi",30.22,115.1,"0",NA,0
"57445",696856,"argentina","laplata",-34.92,-57.96,"0",NA,0
"57444",693294,"tunisia","tunis",36.84,10.22,"1",NA,1
"57443",692247,"malaysia","ipoh",4.6,101.07,"0",NA,0
"57442",691930,"china","zigong",29.4,104.78,"0",NA,0
"57441",690689,"yemenrep","ta'izz",13.6,44.04,"0",NA,0
"57440",687623,"mexico","sanluispotosi",22.16,-100.98,"0",NA,0
"57439",686562,"india","gorakhpur",26.76,83.36,"0",NA,0
"57438",684505,"japan","kumamoto",32.8,130.71,"0",NA,0
"57437",684040,"brazil","osasco",-23.53,-46.78,"0",NA,0
"57436",683621,"congorep","pointenoire",-4.77,11.87,"0",NA,0
"57435",683477,"malawi","lilongwe",-13.97,33.8,"1",NA,1
"57434",683404,"unitedstates","austin",30.31,-97.75,"0",NA,0
"57433",682053,"malaysia","ampangjaya",3.15,101.77,"0",NA,0
"57432",677741,"indonesia","pekanbaru",0.56,101.43,"0",NA,0
"57431",677315,"yemenrep","al-hudaydah",14.8,42.95,"0",NA,0
"57430",676218,"china","xiangtan",27.85,112.9,"0",NA,0
"57429",675831,"china","mudanjiang",44.58,129.6,"0",NA,0
"57428",673696,"china","zhangdian",36.8,118.06,"0",NA,0
"57427",671584,"mexico","aguascalientes",21.88,-102.3,"0",NA,0
"57426",671501,"nigeria","enugu",6.33,7.5,"0",NA,0
"57425",670048,"china","guilin",25.28,110.28,"0",NA,0
"57424",669817,"china","nantong",32.02,120.82,"0",NA,0
"57423",668533,"korearep","ansan",37.35,126.86,"0",NA,0
"57422",668275,"italy","palermo",38.12,13.36,"0",NA,0
"57421",665699,"turkey","diyarbakir",37.92,40.23,"0",NA,0
"57420",665689,"libya","benghazi",32.12,20.07,"0",NA,0
"57419",664670,"brazil","santoandre",-23.65,-46.53,"0",NA,0
"57418",663558,"china","foshan",23.03,113.12,"0",NA,0
"57417",662337,"brazil","joaopessoa",-7.12,-34.86,"0",NA,0
"57416",662208,"china","shatian",22.38,114.19,"0",NA,0
"57415",661942,"canada","hamilton",43.26,-79.85,"0",NA,0
"57414",658347,"mexico","acapulco",16.85,-99.92,"0",NA,0
"57413",658290,"china","zhanjiang",21.2,110.38,"0",NA,0
"57412",658186,"spain","zaragoza",41.65,-0.89,"0",NA,0
"57411",657699,"japan","sagamihara",35.58,139.38,"0",NA,0
"57410",657622,"china","shaoyang",27,111.2,"0",NA,0
"57409",656561,"china","shaoguan",24.8,113.58,"0",NA,0
"57408",653124,"indonesia","yogyakarta",-7.78,110.37,"0",NA,0
"57407",651249,"russianfederation","krasnodar",45.03,38.98,"0",NA,0
"57406",649496,"srilanka","colombo",6.93,79.85,"1",NA,1
"57405",648399,"ukraine","kryvyyrih",47.92,33.35,"0",NA,0
"57404",647916,"canada","quebec",46.82,-71.23,"0",NA,0
"57403",646211,"brazil","contagem",-19.91,-44.1,"0",NA,0
"57402",643975,"india","bhilai",21.21,81.38,"0",NA,0
"57401",643591,"korearep","chongju",36.64,127.5,"0",NA,0
"57400",643315,"korearep","anyang",37.39,126.92,"0",NA,0
"57399",643176,"china","dandong",40.13,124.4,"0",NA,0
"57398",642498,"algeria","wahran",35.7,-0.62,"0",NA,0
"57397",642279,"japan","okayama",34.67,133.92,"0",NA,0
"57396",642257,"russianfederation","ulyanovsk",54.33,48.4,"0",NA,0
"57395",639839,"china","xingtai",37.07,114.49,"0",NA,0
"57394",639736,"unitedstates","memphis",35.11,-90.01,"0",NA,0
"57393",639632,"china","panjin",41.18,122.05,"0",NA,0
"57392",637712,"southafrica","benoni",-26.15,28.33,"0",NA,0
"57391",635937,"china","zhenjiang",32.22,119.43,"0",NA,0
"57390",633884,"djibouti","jibuti",11.56,43.15,"1",NA,1
"57389",633849,"unitedstates","fortworth",32.75,-97.34,"0",NA,0
"57388",633414,"mexico","saltillo",25.42,-101,"0",NA,0
"57387",633276,"poland","wroclaw",51.11,17.03,"0",NA,0
"57386",632857,"canada","winnipeg",49.88,-97.17,"0",NA,0
"57385",631805,"china","yancheng",33.39,120.12,"0",NA,0
"57384",630755,"russianfederation","izhevsk",56.85,53.23,"0",NA,0
"57383",630107,"brazil","saojosedoscampos",-23.2,-45.88,"0",NA,0
"57382",627761,"india","jamshedpur",22.79,86.2,"0",NA,0
"57381",627721,"mexico","queretaro",20.59,-100.4,"0",NA,0
"57380",626766,"turkey","mersin",36.81,34.63,"0",NA,0
"57379",625361,"yemenrep","aden",12.79,45.03,"0",NA,0
"57378",623671,"moldova","chisinau",47.03,28.83,"1",NA,1
"57377",623143,"iranislamicrep","orumiyeh",37.53,45,"0",NA,0
"57376",619316,"unitedarabemirates","abudhabi",24.48,54.37,"1",NA,0
"57375",618589,"iranislamicrep","rasht",37.3,49.63,"0",NA,0
"57374",617885,"india","amravati",20.95,77.76,"0",NA,0
"57373",615633,"china","taizhou",32.49,119.9,"0",NA,0
"57372",615338,"mexico","chimalhuacan",19.44,-98.96,"0",NA,0
"57371",612277,"nigeria","abeokuta",7.16,3.35,"0",NA,0
"57370",611819,"vietnam","haiphong",20.86,106.68,"0",NA,0
"57369",610954,"iraq","kirkuk",35.47,44.41,"0",NA,0
"57368",610379,"china","zhangzhou",24.52,117.67,"0",NA,0
"57367",609786,"japan","hamamatsu",34.72,137.73,"0",NA,0
"57366",607192,"unitedkingdom","glasgow",55.87,-4.27,"0",NA,0
"57365",607111,"unitedstates","charlotte",35.2,-80.83,"0",NA,0
"57364",606967,"iranislamicrep","kerman",30.3,57.08,"0",NA,0
"57363",606419,"mexico","mexicali",32.65,-115.47,"0",NA,0
"57362",606231,"mexico","hermosillo",29.07,-110.97,"0",NA,0
"57361",606223,"india","kochi",10.02,76.22,"0",NA,0
"57360",606184,"india","kataka",20.47,85.88,"0",NA,0
"57359",604725,"russianfederation","yaroslavl",57.62,39.87,"0",NA,0
"57358",603693,"turkey","kayseri",38.74,35.48,"0",NA,0
"57357",603545,"unitedstates","elpaso",31.85,-106.44,"0",NA,0
"57356",602658,"unitedstates","baltimore",39.3,-76.61,"0",NA,0
"57355",602113,"malaysia","kuching",1.55,110.34,"0",NA,0
"57354",602090,"china","luancheng",37.88,114.65,"0",NA,0
"57353",601549,"mexico","morelia",19.72,-101.18,"0",NA,0
"57352",601381,"malawi","blantyre",-15.79,34.99,"0",NA,0
"57351",600352,"china","yingkou",40.67,122.28,"0",NA,0
"57350",599296,"russianfederation","barnaul",53.36,83.75,"0",NA,0
"57349",599064,"italy","genoa",44.42,8.93,"0",NA,0
"57348",597481,"netherlands","rotterdam",51.93,4.48,"0",NA,0
"57347",596204,"germany","essen",51.47,7,"0",NA,0
"57346",592372,"china","xiamen",24.45,118.08,"0",NA,0
"57345",592137,"peru","chiclayo",-6.76,-79.84,"0",NA,0
"57344",591356,"gabon","libreville",0.39,9.45,"1",NA,1
"57343",591064,"mexico","culiacan",24.8,-107.39,"0",NA,0
"57342",590367,"germany","stuttgart",48.79,9.19,"0",NA,0
"57341",588315,"japan","hachioji",35.66,139.33,"0",NA,0
"57340",587937,"india","bikaner",28.03,73.32,"0",NA,0
"57339",587233,"germany","dortmund",51.51,7.48,"0",NA,0
"57338",585300,"jamaica","kingston",17.99,-76.8,"1",NA,1
"57337",585037,"china","bengbu",32.95,117.33,"0",NA,0
"57336",584496,"russianfederation","vladivostok",43.13,131.9,"0",NA,0
"57335",584442,"russianfederation","irkutsk",52.33,104.24,"0",NA,0
"57334",583039,"nigeria","sokoto",13.07,5.24,"0",NA,0
"57333",582461,"cotedivoire","bouake",7.69,-5.03,"0",NA,0
"57332",581955,"china","shihezi",44.3,86.03,"0",NA,0
"57331",581579,"china","kaifeng",34.85,114.35,"0",NA,0
"57330",581573,"indonesia","banjarmasin",-3.33,114.59,"0",NA,0
"57329",581337,"colombia","bucaramanga",7.13,-73.13,"0",NA,0
"57328",580576,"brazil","uberlandia",-18.9,-48.28,"0",NA,0
"57327",578860,"eritrea","asmara",15.33,38.94,"1",NA,1
"57326",576745,"russianfederation","khabarovsk",48.42,135.12,"0",NA,0
"57325",576597,"mexico","cancun",21.17,-86.83,"0",NA,0
"57324",576589,"nigeria","onitsha",6.16,6.78,"0",NA,0
"57323",576203,"pakistan","bahawalpur",29.39,71.67,"0",NA,0
"57322",575804,"china","siping",43.17,124.33,"0",NA,0
"57321",575250,"unitedstates","milwaukee",43.06,-87.97,"0",NA,0
"57320",574844,"mexico","veracruz",19.19,-96.14,"0",NA,0
"57319",573728,"brazil","sorocaba",-23.49,-47.47,"0",NA,0
"57318",573521,"germany","dusseldorf",51.24,6.79,"0",NA,0
"57317",572535,"dominicanrepublic","santiago",19.48,-70.69,"0",NA,0
"57316",571175,"china","yuanlong",22.44,114.02,"0",NA,0
"57315",570430,"unitedstates","seattle",47.62,-122.35,"0",NA,0
"57314",570389,"iranislamicrep","zahedan",29.5,60.83,"0",NA,0
"57313",567957,"poland","poznan",52.4,16.9,"0",NA,0
"57312",567759,"unitedstates","boston",42.34,-71.02,"0",NA,0
"57311",566241,"india","bhavnagar",21.79,72.13,"0",NA,0
"57310",564826,"india","warangal",18.01,79.58,"0",NA,0
"57309",564620,"unitedarabemirates","sharjah",25.37,55.41,"0",NA,0
"57308",564522,"koreademrep","hamhung",39.91,127.54,"0",NA,0
"57307",563001,"cuba","santiagodecuba",20.01,-75.82,"0",NA,0
"57306",562813,"japan","funabashi",35.7,139.99,"0",NA,0
"57305",560393,"brazil","ribeiraopreto",-21.17,-47.8,"0",NA,0
"57304",558341,"finland","helsinki",60.17,24.94,"1",NA,1
"57303",558201,"china","huaiyin",33.58,119.03,"0",NA,0
"57302",557628,"indonesia","surakarta",-7.57,110.82,"0",NA,0
"57301",556940,"mozambique","matola",-25.97,32.46,"0",NA,0
"57300",556575,"unitedstates","denver",39.77,-104.87,"0",NA,0
"57299",556477,"argentina","mardelplata",-38,-57.58,"0",NA,0
"57298",556069,"japan","kagoshima",31.59,130.56,"0",NA,0
"57297",555248,"morocco","meknes",33.9,-5.56,"0",NA,0
"57296",554612,"china","jiamusi",46.83,130.35,"0",NA,0
"57295",554547,"pakistan","sargodha",32.08,72.67,"0",NA,0
"57294",553916,"spain","malaga",36.72,-4.42,"0",NA,0
"57293",553807,"unitedstates","lasvegas",36.21,-115.22,"0",NA,0
"57292",553611,"china","jiangmen",22.58,113.08,"0",NA,0
"57291",550552,"russianfederation","orenburg",51.78,55.1,"0",NA,0
"57290",549723,"china","tanggu",39,117.67,"0",NA,0
"57289",548414,"china","neijiang",29.58,105.05,"0",NA,0
"57288",548359,"unitedstates","washington",38.91,-77.02,"1",NA,0
"57287",547915,"germany","bremen",53.08,8.81,"0",NA,0
"57286",547668,"centralafricanrepublic","bangui",4.36,18.56,"1",NA,1
"57285",547531,"congodemrep","kisangani",0.53,25.19,"0",NA,0
"57284",546776,"egyptarabrep","portsaid",31.26,32.29,"0",NA,0
"57283",546576,"nigeria","warri",5.51,5.75,"0",NA,0
"57282",545734,"china","maanshan",31.73,118.48,"0",NA,0
"57281",545724,"mozambique","beira",-19.83,34.84,"0",NA,0
"57280",544887,"china","cangzhou",38.32,116.87,"0",NA,0
"57279",543846,"southafrica","tembisa",-25.99,28.22,"0",NA,0
"57278",542604,"china","yangzhou",32.4,119.43,"0",NA,0
"57277",542267,"india","dehradun",30.34,78.05,"0",NA,0
"57276",542014,"lithuania","vilnius",54.7,25.27,"1",NA,1
"57275",540437,"saudiarabia","at-ta'if",21.26,40.38,"0",NA,0
"57274",538456,"tajikistan","dushanbe",38.57,68.78,"1",NA,1
"57273",538141,"unitedstates","oklahomacity",35.47,-97.51,"0",NA,0
"57272",536257,"russianfederation","novokuznetsk",53.75,87.1,"0",NA,0
"57271",536169,"korearep","changwon",35.27,128.62,"0",NA,0
"57270",535763,"malaysia","petalingjaya",3.1,101.62,"0",NA,0
"57269",535634,"china","changde",29.03,111.68,"0",NA,0
"57268",534409,"elsalvador","sansalvador",13.69,-89.19,"1",NA,1
"57267",534020,"india","guntur",16.31,80.44,"0",NA,0
"57266",532615,"mexico","lopezmateos",19.57,-99.26,"0",NA,0
"57265",532183,"sudan","niyala",12.06,24.89,"0",NA,0
"57264",531408,"brazil","cuiaba",-15.61,-56.09,"0",NA,0
"57263",529730,"china","yueyang",29.38,113.1,"0",NA,0
"57262",528261,"iranislamicrep","hamadan",34.77,48.58,"0",NA,0
"57261",528012,"mexico","torreon",25.55,-103.43,"0",NA,0
"57260",527749,"india","ulhasnagar",19.23,73.15,"0",NA,0
"57259",527223,"india","shiliguri",26.73,88.42,"0",NA,0
"57258",526026,"china","jiaozuo",35.25,113.22,"0",NA,0
"57257",525927,"india","ajmer",26.45,74.64,"0",NA,0
"57256",525268,"unitedstates","tucson",32.2,-110.89,"0",NA,0
"57255",525047,"india","durgapur",23.5,87.31,"0",NA,0
"57254",523878,"argentina","salta",-24.79,-65.41,"0",NA,0
"57253",523722,"india","kolhapur",16.7,74.22,"0",NA,0
"57252",523619,"nigeria","oshogbo",7.83,4.58,"0",NA,0
"57251",523547,"unitedstates","nashville",36.17,-86.78,"0",NA,0
"57250",523174,"australia","goldcoast",-28.07,153.44,"0",NA,0
"57249",521990,"russianfederation","tyumen",57.15,65.53,"0",NA,0
"57248",521800,"russianfederation","naberezhnyyechelny",55.69,52.32,"0",NA,0
"57247",521219,"malaysia","shahalam",3.07,101.56,"0",NA,0
"57246",521166,"iranislamicrep","arak",34.08,49.7,"0",NA,0
"57245",520701,"turkey","eskisehir",39.79,30.52,"0",NA,0
"57244",520660,"mexico","toluca",19.29,-99.67,"0",NA,0
"57243",519749,"russianfederation","ryazan",54.62,39.74,"0",NA,0
"57242",519393,"mexico","reynosa",26.08,-98.28,"0",NA,0
"57241",519026,"russianfederation","lipetsk",52.62,39.62,"0",NA,0
"57240",518990,"sweden","goteborg",57.72,12.01,"0",NA,0
"57239",516347,"chile","puentealto",-33.61,-70.57,"0",NA,0
"57238",514672,"china","shashi",30.32,112.23,"0",NA,0
"57237",514259,"germany","hanover",52.4,9.73,"0",NA,0
"57236",513953,"china","zhuhai",22.28,113.57,"0",NA,0
"57235",512691,"japan","higashiosaka",34.67,135.59,"0",NA,0
"57234",510997,"china","wuhu",31.35,118.37,"0",NA,0
"57233",510851,"russianfederation","penza",53.2,45,"0",NA,0
"57232",510775,"russianfederation","makhachkala",42.98,47.5,"0",NA,0
"57231",510383,"philippines","makati",14.566667,121.033333,NA,"D9",0
"57230",509756,"mexico","sannicolasdelosgarza",25.75,-100.3,"0",NA,0
"57229",508633,"china","maoming",21.92,110.87,"0",NA,0
"57228",508564,"china","zhunmen",22.41,113.98,"0",NA,0
"57227",508320,"india","asansol",23.69,86.98,"0",NA,0
"57226",508209,"portugal","lisbon",38.72,-9.14,"1",NA,1
"57225",507574,"paraguay","asuncion",-25.3,-57.63,"1",NA,1
"57224",506719,"korearep","uijongbu",37.74,127.04,"0",NA,0
"57223",506099,"japan","niigata",37.92,139.04,"0",NA,0
"57222",505879,"guatemala","mixco",14.64,-90.6,"0",NA,0
"57221",505711,"india","sangli-miraj",16.86,74.57,"0",NA,0
"57220",505037,"iranislamicrep","yazd",31.92,54.37,"0",NA,0
"57219",503563,"india","jamnagar",22.47,70.07,"0",NA,0
"57218",502939,"honduras","sanpedrosula",15.47,-88.03,"0",NA,0
"57217",502467,"germany","leipzig",51.35,12.4,"0",NA,0
"57216",502251,"germany","duisburg",51.43,6.75,"0",NA,0
"57215",501970,"russianfederation","astrakhan",46.35,48.05,"0",NA,0
"57214",501185,"mexico","tlaquepaque",20.64,-103.32,"0",NA,0
"57213",500710,"somalia","hargeysa",9.56,44.06,"0",NA,0
"57212",500085,"australia","newcastle",-32.92,151.75,"0",NA,0
"57211",499561,"india","nanded",19.17,77.29,"0",NA,0
"57210",498650,"china","xigong",22.33,114.25,"0",NA,0
"57209",498484,"india","gulbarga",17.34,76.82,"0",NA,0
"57208",497421,"egyptarabrep","suez",29.98,32.54,"0",NA,0
"57207",496109,"brazil","aracaju",-10.91,-37.07,"0",NA,0
"57206",494962,"unitedstates","albuquerque",35.12,-106.62,"0",NA,0
"57205",493782,"germany","nuremberg",49.45,11.05,"0",NA,0
"57204",493678,"india","bhatpara",22.89,88.42,"0",NA,0
"57203",493650,"malaysia","kotakinabalu",5.97,116.07,"0",NA,0
"57202",493307,"mexico","tuxtlagutierrez",16.75,-93.12,"0",NA,0
"57201",492674,"brazil","feiradesantana",-12.25,-38.97,"0",NA,0
"57200",492665,"india","saharanpur",29.97,77.54,"0",NA,0
"57199",492509,"iraq","an-najaf",31.99,44.33,"0",NA,0
"57198",490308,"india","jammu",32.71,74.85,"0",NA,0
"57197",490082,"china","panchiao",25.02,121.44,"0",NA,0
"57196",489912,"southafrica","vereeniging",-26.65,27.96,"0",NA,0
"57195",489883,"germany","dresden",51.05,13.74,"0",NA,0
"57194",489496,"nigeria","okene",7.56,6.23,"0",NA,0
"57193",488560,"china","aomen",22.27,113.56,"0",NA,0
"57192",487890,"japan","matsuyama",33.84,132.77,"0",NA,0
"57191",486571,"unitedstates","longbeach",33.79,-118.16,"0",NA,0
"57190",484980,"china","zunyi",27.7,106.92,"0",NA,0
"57189",484765,"russianfederation","tomsk",56.5,84.97,"0",NA,0
"57188",484696,"pakistan","sialkot",32.52,74.55,"0",NA,0
"57187",483909,"mexico","cuautitlanizcalli",19.65,-99.25,"0",NA,0
"57186",483270,"jordan","az-zarqa'",32.07,36.1,"0",NA,0
"57185",482338,"japan","himeji",34.83,134.69,"0",NA,0
"57184",481000,"belarus","gomel",52.4416667,30.9833333,NA,"2",0
"57183",480916,"china","yinchuan",38.47,106.32,"3",NA,0
"57182",480499,"southafrica","bloemfontein",-29.15,26.23,"0",NA,0
"57181",480482,"belarus","homjel'",52.43,30.99,"0",NA,0
"57180",480397,"china","yichang",30.7,111.28,"0",NA,0
"57179",480392,"unitedstates","sacramento",38.57,-121.47,"0",NA,0
"57178",480040,"brazil","londrina",-23.3,-51.18,"0",NA,0
"57177",479525,"netherlands","s-gravenhage",52.07,4.3,"0",NA,0
"57176",479224,"ukraine","mariupol'",47.1,37.55,"0",NA,0
"57175",478703,"vietnam","danang",16.07,108.21,"0",NA,0
"57174",478518,"india","rajpur",22.44,88.44,"0",NA,0
"57173",477812,"syrianarabrepublic","hamah",35.15,36.73,"0",NA,0
"57172",477493,"macedoniafyr","skopje",42,21.47,"1",NA,1
"57171",476587,"netherlands","thehague",52.083333,4.3,NA,"11",0
"57170",476566,"cameroon","kousseri",12.08,15.03,"0",NA,0
"57169",476198,"brazil","juizdefora",-21.75,-43.36,"0",NA,0
"57168",475995,"france","lyon",45.76,4.83,"0",NA,0
"57167",475064,"china","jiaojiang",28.68,121.45,"0",NA,0
"57166",475010,"japan","nishinomiya",34.73,135.34,"0",NA,0
"57165",474595,"russianfederation","kemerovo",55.33,86.08,"0",NA,0
"57164",474363,"sudan","bursudan",19.63,37.12,"0",NA,0
"57163",473528,"brazil","belfordroxo",-22.75,-43.42,"0",NA,0
"57162",472682,"argentina","santafe",-31.6,-60.69,"0",NA,0
"57161",472517,"unitedstates","fresno",36.78,-119.79,"0",NA,0
"57160",471614,"brazil","joinville",-26.32,-48.84,"0",NA,0
"57159",471305,"japan","matsudo",35.78,139.9,"0",NA,0
"57158",471177,"china","xuchang",34.02,113.82,"0",NA,0
"57157",470993,"nigeria","calabar",4.96,8.31,"0",NA,0
"57156",470360,"congodemrep","kananga",-5.89,22.4,"0",NA,0
"57155",470332,"japan","kawaguchi",35.81,139.73,"0",NA,0
"57154",470203,"china","jiaxing",30.77,120.75,"0",NA,0
"57153",469941,"philippines","zamboanga",6.92,122.08,"0",NA,0
"57152",469940,"saudiarabia","tabuk",28.39,36.57,"0",NA,0
"57151",468584,"unitedkingdom","liverpool",53.42,-2.99,"0",NA,0
"57150",468146,"china","liaoyuan",42.9,125.13,"0",NA,0
"57149",467246,"brazil","aparecidadegoiania",-16.82,-49.24,"0",NA,0
"57148",467234,"southafrica","boksburg",-26.27,28.23,"0",NA,0
"57147",466112,"china","xiangfan",32.02,112.13,"0",NA,0
"57146",465650,"indonesia","manado",1.5,124.84,"0",NA,0
"57145",465318,"china","hengshui",37.72,115.7,"0",NA,0
"57144",464781,"russianfederation","tula",54.2,37.61,"0",NA,0
