"","name","DistKM","fake","long","lat.x","lon","lat.y","CityGTD"
"76","daulatpur",27.1904675673652,1,67.96,26.51,68.1028983,26.3010283,"qaziahmed"
"77","daultala",4.12690563699728,1,73.15,33.2,73.1552437,33.2369481,"chura"
"78","daur",23.1337977722447,1,68.32,26.45,68.3948391,26.2523848,"zaridar"
"79","derabugti",12.0235818898832,1,69.15,29.03,69.0666667,28.95,"zain"
"80","deradinpanah",11.9840298913601,1,70.93,30.57,70.966667,30.466667,"kotadu"
"81","deraghazikhan",44.3674276606711,1,70.64,30.06,71.094085,29.9962266,"mondka"
"82","deraismailkhan",0.740828912577187,1,70.9,31.83,70.8923587,31.8285587,"galibaghwali"
"83","dhadar",0.064030532183319,1,67.64,29.48,67.6399,29.479429,"dadhar"
"84","dhanote",13.854907411973,1,71.77,29.57,71.633333,29.533333,"lodhram"
"85","dhoronaro",26.1615110535864,1,69.57,25.5,69.5802999,25.2640251,"murtazagoth"
"86","digri",31.5474498737791,1,69.1,25.15,69.25,25.4,"dehgan"
"87","dina",12.8251332174833,1,68.65,28.24,68.7363637,28.3268771,"garhihassansarki"
"88","dinga",16.9840818471505,1,73.72,32.64,73.6153541,32.7650046,"puran"
"89","dipalpur",1.07791860838038,1,73.66,30.67,73.6496658,30.6738393,"saidon"
"90","diplo",37.6025546887374,1,69.58,24.47,69.8009464,24.7428339,"janichowk"
"91","dir",0.530440107704871,1,71.88,35.2,71.8749209,35.1976595,"dirdistrict"
"92","dir",0.530440107704871,1,71.88,35.2,71.8749209,35.1976595,"upperdir"
"93","doaba",7.09081508115286,1,70.73,33.42,70.7584767,33.3606983,"karboghasharif"
"94","dokri",11.1663250263213,1,68.1,27.38,68.0857578,27.4799652,"rasheedwagan"
"95","duki",25.0446942866058,1,68.56,30.15,68.35,30.283333,"sanjawi"
"96","dullewala",29.4302190169571,1,71.43,31.84,71.1656462,31.9799845,"shahalam"
"97","dungabunga",27.7125831350131,1,73.25,29.75,73.25,30,"bahawalnagardistrict"
"98","dunyapur",31.0051408967571,1,71.73,29.8,71.633333,29.533333,"lodhram"
"99","faisalabad",3.09236885977379,1,73.11,31.41,73.0791073,31.4187142,"panjurdistrict"
"100","faisalabad",3.09236885977379,1,73.11,31.41,73.0791073,31.4187142,"fazalabad"
"101","faqirwali",23.411827137987,1,73.03,29.47,72.7887678,29.4774069,"chak205"
"102","faruka",33.6063453484306,1,72.42,31.88,72.4156898,31.5769405,"saroshah"
"103","fatehpur",26.2583183731337,1,71.22,31.17,70.9514565,31.2229233,"jinnah"
"104","fazalpur",9.24653712666115,1,75.07,32.19,75.0611147,32.2730414,"narowaldistrict"
"105","ferozwala",25.2594628820007,1,71.88,29.02,71.6333329,28.95,"baradistrict"
"106","fortabbas",29.6000854152598,1,72.85,29.19,72.716667,28.95,"kamar"
"107","gambat",27.9113045400759,1,68.51,27.35,68.606599,27.1133723,"pahalwan"
"108","garello",4.46499807982602,1,68.08,27.44,68.0857578,27.4799652,"rasheedwagan"
"109","garhikhairo",15.1224797205831,1,67.97,28.06,68.04477,28.1792746,"ustamohammed"
"110","garhiyasin",13.4616444438089,1,68.5,27.91,68.6299503,27.9478765,"shahibagh"
"111","garhmaharaja",11.8009929804141,1,71.91,30.83,71.9186449,30.9361809,"sharifabad"
"112","gharo",24.9401342731125,1,67.58,24.74,67.3562974,24.8348034,"binqasim"
"113","ghauspur",15.911874111973,1,69.07,28.14,69.183451,28.2425261,"kandhkot"
"114","ghauspur",15.911874111973,1,69.07,28.14,69.183451,28.2425261,"kandkot"
"115","ghotki",13.2943143378931,1,69.32,28.01,69.2914784,27.8927394,"dari"
"116","ghurgushti",7.0159095884392,1,72.55,33.93,72.4960793,33.8855085,"sherani"
"117","gilgit",1.44168767942526,1,74.29,35.92,74.3059546,35.9193683,"giglit"
"118","gojra",13.0768454989067,1,72.69,31.15,72.6387584,31.0406065,"anahht"
"119","gujarkhan",6.5589496788838,1,73.3,33.26,73.3605539,33.2901681,"bhadana"
"120","gujranwala",1.97042704064571,1,74.13,32.4,74.1284003,32.3822833,"kotkhizri"
"121","gujrat",1.08872569049527,1,74.07,32.58,74.075005,32.5711443,"gurjat"
"122","gwadar",34.2158519199622,1,62.33,25.14,62.39592,25.443001,"tankdistrict"
"123","hadali",31.9271488540892,1,74.57,32.64,74.2839531,32.7962367,"hazara"
"124","hafizabad",13.8339324995191,1,73.68,32.07,73.8139689,32.1205781,"bhirishahrahman"
"125","hala",16.7496110896166,1,68.42,25.81,68.5023571,25.6784877,"khyberdistrict"
"126","hala",16.7496110896166,1,68.42,25.81,68.5023571,25.6784877,"khyber"
"127","hangu",2.53936097451036,1,71.05,33.54,71.0767579,33.5447033,"katakani"
"128","haripur",9.92354419617831,1,72.92,34.02,73.0236405,33.9964607,"qazi"
"129","harnai",8.01266361553661,1,67.93,30.1,67.9002778,30.0325,"torghar"
"130","harnoli",31.5951159976669,1,71.55,32.28,71.8782065,32.3390711,"quaidabad"
"131","harunabad",37.0801369511335,1,73.14,29.61,72.7887678,29.4774069,"chak205"
"132","hasanabdal",6.3796050163912,1,72.7,30.43,72.7555249,30.3984451,"ghaziabad"
"133","hasilpur",12.8829760043638,1,72.55,29.71,72.4198967,29.6853988,"qaimpur"
"134","haveli",18.6905385327623,1,73.7,30.46,73.8380116,30.5789417,"muhammadkhawaja"
"135","havelian",14.7647183932385,1,73.17,34.05,73.0236405,33.9964607,"qazi"
"136","hazro",2.77419544602376,1,72.49,33.91,72.4960793,33.8855085,"sherani"
"137","hingorja",12.4588289427055,1,68.41,27.21,68.3121568,27.1393972,"khanwahan"
"138","hujrashahmuqim",11.887154009393,1,73.82,30.75,73.7389596,30.8312494,"shergarh"
"139","hunza",7.35070550670179,1,74.64,36.3,74.7166014,36.2767103,"melo"
"140","hyderabad",0.203454124893203,1,68.37,25.38,68.3693897,25.3817509,"hydarabad"
"141","isakhel",21.7939161924444,1,71.28,32.67,71.0599566,32.6070931,"essakkhel"
"142","islamkot",37.6397863578737,1,70.17,24.7,69.8009464,24.7428339,"janichowk"
"143","jacobabad",3.34142201945412,1,68.43,28.28,68.4548601,28.2593929,"shikarpurdistrict"
"144","jahangira",10.1660788328725,1,73.13,34.02,73.0236405,33.9964607,"qazi"
"145","jahanian",28.3289179887087,1,72.27,31.8,72.4156898,31.5769405,"saroshah"
"146","jalalpurjattan",8.01596327001764,1,74.2,32.64,74.1342726,32.686191,"tibbi"
"147","jalalpurpirwala",40.2427512916251,1,71.22,29.5,71.633333,29.533333,"lodhram"
"148","jampur",56.7494279422488,1,70.59,29.64,70.0067697,29.5910381,"bandagi"
"149","jamsahib",21.864205744933,1,68.62,26.3,68.4100338,26.2442211,"nawashah"
"150","jand",5.90253539539704,1,72.02,33.43,72.0717502,33.4608224,"chora"
"151","jandialasherkhan",13.0091597759259,1,73.92,31.82,73.9850243,31.7166617,"sheikhupura"
"152","jandialasherkhan",13.0091597759259,1,73.92,31.82,73.9850243,31.7166617,"sheikhpura"
"153","jandialasherkhan",13.0091597759259,1,73.92,31.82,73.9850243,31.7166617,"shiekhutar"
"154","jandialasherkhan",13.0091597759259,1,73.92,31.82,73.9850243,31.7166617,"seikhupura"
"155","jandialasherkhan",13.0091597759259,1,73.92,31.82,73.9850243,31.7166617,"sheikhurpura"
"156","jati",23.6038705030425,1,68.26,24.35,68.0274404,24.3458064,"sarwekai"
"157","jatoi",59.2360456314687,1,70.84,29.51,71.094085,29.9962266,"mondka"
"158","jauharabad",1.12997794384846,1,72.27,32.3,72.271908,32.2899398,"joharabad"
"159","jhang",34.1576579575637,1,72.32,31.28,72.4156898,31.5769405,"saroshah"
"160","jhawarian",20.1168962983195,1,72.62,32.37,72.4302529,32.2866118,"shahpur"
"161","jhelum",18.4096672591086,1,73.72,32.94,73.5751887,32.8276343,"barlas"
"162","jhol",12.0476897330211,1,68.88,25.96,68.9470666,26.050292,"shehnshah"
"163","jhudo",44.196580044351,1,69.31,24.95,69.5802999,25.2640251,"murtazagoth"
"164","jiwani",55.0609914984883,1,61.76,25.07,62.0029838,25.5152575,"suntsar"
"165","johi",7.43100113690124,1,67.6,26.7,67.5708536,26.6382554,"dadudistrict"
"166","kabirwala",19.5210360269638,1,71.87,30.4,71.769662,30.5531453,"sardarpur"
"167","kadhan",77.2340138870584,1,68.98,24.49,68.2619753,24.7250574,"sodher"
"168","kahrorpakka",28.4764743556287,1,71.91,29.62,71.633333,29.533333,"lodhram"
"169","kalabagh",23.4286657937411,1,71.55,32.97,71.458878,33.1668235,"kamarsar"
"170","kalaswala",20.7055522586612,1,74.65,32.2,74.8525407,32.2723183,"mandar"
"171","kalat",15.3959765325504,1,66.58,29.03,66.6197222,28.8955556,"dozan"
"172","kaleke",1.13656659364677,1,73.6,31.97,73.5912965,31.9629282,"ghuriwala"
"173","kaleke",1.13656659364677,1,73.6,31.97,73.5912965,31.9629282,"ghoriwala"
"174","kalurkot",21.8594214329147,1,71.26,32.16,71.1656462,31.9799845,"shahalam"
"175","kamalia",34.4363676033254,1,72.64,30.73,72.6387584,31.0406065,"anahht"
"176","kamarmashani",22.7524437916843,1,71.37,32.85,71.1270268,32.8555005,"maidan"
"177","kambar",1.64493030240048,1,67.99,27.59,68.0060183,27.5859189,"qambar"
"178","kamir",10.9397582960842,1,73.05,30.43,73.1371522,30.3665136,"surabdistrict"
"179","kamra",25.0948640065218,1,73.52,33.75,73.4666351,33.5281954,"nalla"
"180","kandiari",16.3801366037129,1,68.52,26.92,68.3667192,26.8655428,"paccachang"
"181","kandiaro",14.1810789300072,1,68.2,27.06,68.3121568,27.1393972,"khanwahan"
"182","kanganpur",16.3105544391573,1,74.13,30.77,73.9697795,30.8201327,"thing"
"183","karachi",0.162087128010547,1,67.01,24.86,67.0099388,24.8614622,"kachi"
"184","karak",2.23766552434261,1,66.88,30.33,66.9032621,30.3304905,"kilikarak"
"185","karioghanwar",35.7672455144733,1,68.6,24.82,68.2619753,24.7250574,"sodher"
"186","karoondi",8.70736763265682,1,68.45,26.89,68.3667192,26.8655428,"paccachang"
"187","karorlalesan",0.796795030100134,1,70.95,31.23,70.9514565,31.2229233,"jinnah"
"188","kashmor",2.13818154676778,1,69.57,28.43,69.5916659,28.4323282,"kashmore"
"189","kasur",25.9455444000261,1,74.45,31.12,74.6120566,30.9321497,"saragarhi"
"190","ketibandar",63.331068328218,1,67.45,24.13,68.0274404,24.3458064,"sarwekai"
"191","khadro",21.9832662857463,1,68.72,26.15,68.5317949,26.0475573,"tandomasti"
"192","khairpur",22.2944724326253,1,68.74,27.53,68.8481971,27.7066038,"sukkar"
"193","khairpurnathanshah",36.0376464807128,1,67.73,27.1,67.915103,27.3799987,"naseerabad"
"194","khairpurtamewali",1.22558346194075,1,72.23,29.58,72.2423008,29.5825778,"khairpurtameywela"
"195","khalabat",11.0038350985285,1,72.88,34.04,72.9549149,34.1171695,"kachhi"
"196","khandhkot",0.439410843268318,1,69.18,28.24,69.183451,28.2425261,"kandkot"
"197","khandhkot",0.439410843268318,1,69.18,28.24,69.183451,28.2425261,"kandhkot"
"198","khanewal",17.4790053508102,1,71.82,30.31,71.9919982,30.2592255,"shantinagar"
"199","khangahdogran",14.1140115669921,1,73.63,31.84,73.5912965,31.9629282,"ghuriwala"
"200","khangahdogran",14.1140115669921,1,73.63,31.84,73.5912965,31.9629282,"ghoriwala"
"201","khangarh",11.4825298516975,1,71.16,29.91,71.094085,29.9962266,"mondka"
