"","CityGTD","DistKM","fake","long","lat.x","name","X","lon","lat.y"
"138","montanitas",11.2358241856476,1,-76.43,3.7,"cali",660,-76.52999,3.68471
"130","mansuriyah",11.3008727208709,1,44.92,33.97,"almiqdadiyah",693,45.012779,34.0364
"60","dihrawud",11.5659329470828,1,65.45,32.62,"dehrawud",629,65.5707852,32.640755
"95","kafrhunah",11.8372845605458,1,35.48,33.41,"annabatiyatattahta",1405,35.5661111,33.4886111
"135","mathra",12.1011137003732,1,71.54,34.01,"peshawar",726,71.478739,34.106446
"148","nuevagranada",12.1547074916144,1,-88.35,13.55,"lolotique",238,-88.45,13.6
"154","pampore",12.7580929162019,1,75.01515,33.91978,"srinagar",547,74.9238001,34.0060098
"92","jogi",12.9381451316238,1,68.21,27.56,"larkana",721,68.2167351,27.676602
"76","garrison",13.0109384797861,1,-8.21,54.51,"ballyshannon",1713,-8.09033,54.41618
"31","barranca",13.4993801991287,1,-74.74,9.23,"magangue",1230,-74.8521752,9.1802599
"97","kamburupitiya",13.5501265380106,1,80.53,5.96,"matara",1076,80.5632884,6.0779107
"184","sheringal",14.1508447228655,1,71.88,35.2,"dir",1518,72.0029435,35.2780684
"69","elplayon",14.1632423300167,1,-88.88,13.51,"zacatecoluca",669,-88.7698403,13.4409658
"2","abusayda",14.3654356544477,1,44.92,33.97,"almiqdadiyah",924,44.7732994,33.9272709
"5","akuressa",14.6589681413131,1,80.42,5.98,"weligama",1069,80.4759567,6.1001388
"182","seaisland",14.9636812698058,1,-98.56807,29.04052,"sanantonio",1396,-98.473728,29.147105
"1","abra",15.4836129890248,1,120.6542,17.6172,"tayum",587,120.7982528,17.5951122
"115","lapatriota",15.6245908571486,1,-85.23,12.93,"rioblanco",978,-85.3659415,12.9765805
"56","dehak",16.3865786005931,1,66.83799,36.02634,"labsar",628,66.8833329,35.883333
"195","sultankudarat",16.6212261143823,1,124.547222,6.586667,"daguma",383,124.4198243,6.5069401
"67","eljocote",17.1543490144365,1,-86.05,12.83,"sebaco",1446,-86.2044135,12.8629845
"14","amanzimtoti",17.4743362181572,1,30.8,-30.19,"durban",1055,30.883333,-30.05
"167","sabaalbor",17.4783081800573,1,44.18695,33.30703,"baghdad",557,44.1577866,33.4627074
"44","chandel",17.4925631879984,1,93.983333,24.483333,"kakching",359,94.0006003,24.3262003
"26","azizabad",18.0874802421157,1,62.16,33.31,"sindand",1125,62.343346,33.363956
"165","ranchogrande",18.2916331529193,1,-85.39,13.23,"waslala",1462,-85.5586368,13.2365476
"46","charkh",18.7458239888444,1,69.22,33.6,"gardez",502,69.0493364,33.6904981
"50","damagum",18.7590074690146,1,11.2,11.57,"daura",991,11.3327354,11.6778666
"65","elguapinol",18.8678104871469,1,-85.83,13.62,"wiwilideabajo",972,-85.83734,13.7903875
"209","vegalarga",18.9858878981849,1,-75.14,3.07,"tello",867,-75.0070792,2.9621877
"75","gamborungala",19.2740159097547,1,14.18,12.33,"ngala",463,14.0394308,12.223953
"58","dereler",19.2987314628413,1,35.89,41.57,"bafra",1706,35.8601632,41.3976912
"13","amadiyah",19.3794418126994,1,43.4541,37.30716,"karsani",926,43.4333333,37.1333333
"15","amarliya",19.5422927226008,1,44.63256,34.88808,"tozkhurmato",1368,44.583333,34.716667
"162","puertocaicedo",19.5474139482608,1,-76.52,0.53,"puertoasis",862,-76.604444,0.685
"21","asillo",19.6052710152769,1,-70.22,-14.91,"azangaro",1527,-70.358002,-14.79434
"150","oru",19.6328417150304,1,-72.74,8.64,"tibu",860,-72.9183724,8.6389528
"104","khwazakhela",19.9900816629051,1,72.36265,34.7795,"mingora",313,72.4687152,34.9370602
"83","hazarjuft",20.0694507692833,1,66.01,29.56,"nushki",1137,65.8075,29.5222222
"218","ziamamansouria",20.2409497295668,1,5.5393,36.48994,"baborville",1209,5.483333,36.666667
"18","andajes",20.3710710276672,1,-76.78,-10.66,"oyon",1525,-76.9092965,-10.7925437
"3","acehbesarregency",20.5168392535688,1,95.32,5.55,"bandaaceh",1359,95.4777811,5.4529168
"68","ellimon",20.5775699936128,1,-86.57,12.67,"larreynaga",973,-86.7391229,12.7538495
"157","paras",20.9351684313884,1,-77.3,-8.98,"yauya",1031,-77.1190329,-9.0388325
"34","beniksila",21.1919451130916,1,4.47,36.77,"buzqan",512,4.661944,36.8825
"99","kanan",21.5932397114062,1,44.64,33.75,"baqubah",447,44.85376,33.67263
"29","banisaad",21.9900714812368,1,44.64,33.75,"baqubah",1369,44.5360667,33.5718067
"80","guzara",22.0611573747658,1,62.19165,34.24475,"chaharburj",632,62.1688572,34.0467714
"153","palmayoc",22.3182775683433,1,-72.72,-12.87,"santaana",1553,-72.64,-12.6841667
"126","maidan",22.4954751497224,1,71.36694,32.84389,"kamarmushani",377,71.1270268,32.8555005
"35","bigha",22.5168350376624,1,78.83,24.74,"tikamgarh",431,78.8410956,24.9430223
"143","murunkan",23.1984141336328,1,79.89,8.97,"mannarama",390,80.05,8.8333333
"9","aliabad",23.2487190996288,1,68.857,36.72895,"kunduz",1123,68.899167,36.522222
"142","mullazai",23.9691582799996,1,70.38,32.21,"tank",1512,70.465826,32.413489
"43","chamalang",24.7026476043845,1,69.23,29.9,"kohlu",1489,69.2773236,30.1190031
"141","muhammadagha",25.3329655538896,1,69.02274,33.99529,"pule`alam",401,69.0985132,34.2148005
"194","sukma",25.8446038136747,1,81.9,18.35,"malkangiri",919,81.659273,18.3911344
"203","thepa",26.4664429175917,1,101.18,6.85,"nongchik",1699,100.941144,6.8332123
"169","salmanbak",27.1335847760368,1,44.78,32.92,"assuwayrah",450,44.583333,33.1
"108","kotki",27.6099910947563,1,71.97,34.62,"batkhela",1499,71.754834,34.7942708
"188","sisakhon",27.7319404230701,1,101.73,6.28,"rangae",611,101.5020752,6.1757842
"166","rolpa",28.2954204473468,1,82.41278,28.23417,"besisahar",1435,82.6483442,28.3815621
"101","kebethigollewa",28.4634107622407,1,80.49,8.76,"vavuniya",1078,80.7466055,8.7274902
"90","jandol",28.4984003687968,1,70.38,32.21,"tank",999,70.114444,32.333056
"191","sperwan",28.6148209340785,1,65.69,31.61,"qandahar",1167,65.4186111,31.4977778
"30","barmal",29.0488745744176,1,69.17,32.96,"orgun",397,69.2817936,32.7156593
"129","mankulam",29.3454098210385,1,80.41,9.4,"kilinochchi",389,80.4451687,9.1369885
"164","quelluani",30.1695030977412,1,-68.69,-16.05,"achacachi",842,-68.4166667,-15.9833333
"136","meta",31.3699628445195,1,-73.37,3.27,"puertolleras",858,-73.087749,3.2719904
"71","embilipitiya",32.1989145943595,1,80.79,6.03,"tanggalla",767,80.8433145,6.3162324
"139","morawaka",32.5136313044049,1,80.42,5.98,"weligama",1081,80.491047,6.2652802
"146","northcotabatoprov",32.7572505693504,1,121.484616,12.963906,"tambong",1590,121.774017,12.879721
"7","albaghdadi",34.1344756949422,1,42.83,33.65,"hit",552,42.55,33.85
"125","macari",34.7596083551763,1,-70.6,-14.88,"ayaviri",1027,-70.9026649,-14.7704597
