"","lon","lat","CityGTD","fake"
"919",81.659273,18.3911344,"sukma",1
"920",74.2634159,33.6398695,"surankot",1
"921",80.0981869,27.5705886,"uttarpradesh",1
"922",90.2244662,25.5679372,"westgarohills",1
"923",95.9356872,5.3704132,"pidie",1
"924",44.7732994,33.9272709,"abusayda",1
"925",43.8166667,34.3666667,"alhadid",1
"926",43.4333333,37.1333333,"amadiyah",1
"927",43.733056,34.533056,"awjah",1
"928",43.379722,36.352222,"bartella",1
"929",42.389167,34.099167,"barwana",1
"930",43,36.866667,"dakok",1
"931",44.8588889,32.9919444,"hafriyah",1
"932",43.1783764,36.3843695,"hashimiyah",1
"934",43.5606946,35.8578451,"makhmour",1
"935",42.7039446,36.2653482,"muhallabiyah",1
"936",35.497336,32.497103,"beitshean",1
"937",34.5800161,31.6966695,"kfardarom",1
"938",35.570246,33.207933,"kiryatshemona",1
"939",35.276017,33.015026,"maalot",1
"940",35.068259,32.687627,"megiddojunction",1
"941",34.981513,32.196015,"qalqilyahh",1
"942",35.145945,33.072609,"shlomi",1
"943",35.288522,33.098985,"zarit",1
"944",40.933333,2.816667,"elwak",1
"945",39.6614446,-4.0929017,"likoni",1
"946",21.469323,42.4604343,"gnjilane",1
"950",36.0636111,34.5122222,"aynalhulwah",1
"951",35.4288797,33.1172473,"bintjbeil",1
"952",35.4547307,33.7306091,"damour",1
"953",35.3663175,33.5186304,"ghaziyeh",1
"955",35.2190723,33.126993,"tairharfa",1
"956",35.4954794,33.8886289,"zaharani",1
"957",28.916667,47,"chisnau",1
"958",-12.3714463,25.1434095,"gueltazemmur",1
"959",33.9359756,-19.209867,"inchope",1
"961",97.633333,16.890556,"paan",1
"962",17.060278,-22.523056,"katutura",1
"963",81.4278984,28.3102323,"bardiya",1
"964",85.3111175,27.7185492,"multiple",1
"965",85.633333,26.883333,"parsa",1
"966",85.56121,26.9627141,"sarlahi",1
"967",-84.4303959,11.16393,"buenavista",1
"968",-86.0961111,13.5102778,"cerroblanco",1
"969",-83.690885,12.012161,"elbluff",1
"970",-86.1382366,13.6777992,"elespino",1
"971",-84.8163822,12.2247088,"elguabo",1
"972",-85.83734,13.7903875,"elguapinol",1
"973",-86.7391229,12.7538495,"ellimon",1
"974",-84.2002101,12.8207931,"eltortuguero",1
"975",-85.6678886,12.3564691,"elzapote",1
"976",-84.3739189,11.7044248,"laesperanza",1
"977",-84.779722,11.998889,"lagateada",1
"978",-85.3659415,12.9765805,"lapatriota",1
"979",-85.9679349,11.5152518,"lapenca",1
"980",-86.3756867,13.1572388,"lasirena",1
"981",-86.478172,12.0710853,"loscedros",1
"982",-86.135857,13.3974879,"pavona",1
"983",-85.6725,13.2872222,"penasblancas",1
"984",-86.8628999,12.4656573,"sanjeronimo",1
"985",-86.8778567,13.2754541,"sanpedrodelnorte",1
"986",-86.2577605,13.7050839,"santaclara",1
"987",-86.9229695,13.1866662,"santotomasdelnorte",1
"989",-85.3019883,13.4494053,"zinica",1
"990",11.431944,10.854444,"bajoga",1
"991",11.3327354,11.6778666,"damagum",1
"992",11.307778,11.287778,"fika",1
"993",8.42,19.0625,"iferouane",1
"994",73.0257691,34.6766584,"battagram",1
"995",66.9604533,30.2545506,"bazai",1
"996",74.0887576,35.426728,"chilas",1
"997",70.8301181,33.5749801,"dabori",1
"998",66.9332759,30.0902676,"hazarganji",1
"999",70.114444,32.333056,"jandol",1
"1000",70.506389,32.798611,"janikhel",1
"1001",72.3,34.216667,"kalukhan",1
"1002",72.3459123,34.8292567,"kanju",1
"1003",66.1980438,27.6906341,"naal",1
"1004",73.8261001,33.4564748,"nala",1
"1005",70.7825947,32.8187789,"naurang",1
"1006",71.5804899,34.0149748,"peshwar",1
"1009",70.7685119,33.8414148,"shalobar",1
"1010",69.9193004,33.9158529,"shalozan",1
"1012",62.3653168,26.096947,"tump",1
"1013",69.5406478,32.9579865,"wuchabibi",1
"1014",-77.6092188,-9.780803,"aija",1
"1016",-73.988056,-13.796667,"cayara",1
"1017",-77.5354295,-9.4322622,"chavin",1
"1018",-78.8382644,-6.4549673,"chupamarca",1
"1019",-74.3866039,-12.7388243,"churcapampa",1
"1020",-77.9417391,-7.8612166,"curgos",1
"1021",-74.140961,-13.68954,"huancaraylla",1
"1022",-69.8024099,-15.0553205,"huatasani",1
"1023",-76.3653,-10.9999,"huayllay",1
"1024",-74.448357,-13.02483,"julcamarca",1
"1025",-74.35,-13.733333,"lucanamarca",1
"1026",-76.7,-10.316667,"luricocha",1
"1027",-70.9026649,-14.7704597,"macari",1
"1028",-70.7,-13.266667,"oroya",1
"1029",-74.213611,-13.056944,"pacaycasa",1
"1030",-77.6190412,-9.2044388,"pampacancha",1
"1031",-77.1190329,-9.0388325,"paras",1
"1032",-74.8770282,-10.9242648,"pichanaki",1
"1033",-74.9975,-13.3261109,"pilpichaca",1
"1034",-69.35,-16.966667,"rosario",1
"1035",-74.3121886,-13.944985,"sacsamarca",1
"1036",-74.2524129,-12.7662646,"sanjosedesecce",1
"1038",126.301635,8.8936805,"cagwait",1
"1039",125.4217,7.188222,"calinan",1
"1040",120.9446058,15.3247103,"castellano",1
"1041",124.383333,7.116667,"kabuntalan",1
"1042",124.066667,6.633333,"lebak",1
"1043",124.4974405,6.9267741,"mamasapano",1
"1044",124.6219592,8.5045558,"misamisoriental",1
"1045",121.233333,18.566667,"sanchezmira",1
"1046",121.1,5.933333,"talipao",1
"1047",124.034,8.013,"tangcal",1
"1048",45.09973,43.030344,"dattykh",1
"1049",37.6,55.766667,"tverskoy",1
"1051",49.996,26.556,"qatif",1
"1052",41.7482057,0.3200818,"bilisqooqaani",1
"1053",42.7076107,1.2317783,"buale",1
"1054",44.5136111,2.7188889,"leego",1
"1055",30.883333,-30.05,"amanzimtoti",1
"1056",27.7036143,-26.2821607,"bekkersdal",1
"1057",27.3021879,-25.6093705,"bophuthatswana",1
"1058",27.946,-26.249,"diepkloof",1
"1059",28.4075474,-26.3725731,"duduza",1
"1060",30.5279096,-25.565336,"easterntransvaal",1
"1061",28.3461948,-26.1777025,"eastrand",1
"1062",27.8223506,-26.2424404,"emdeni",1
"1063",27.99065,-26.20176,"langlaagte",1
"1064",30.9417368,-29.4839492,"ndwedwe",1
"1065",30.28507,-30.74225,"paddock",1
"1066",0.9237179,40.990924,"hospitalet",1
"1067",-2.1794136,43.081329,"isasondo",1
"1068",-5.3957548,43.4791228,"miravalles",1
"1069",80.4759567,6.1001388,"akuressa",1
"1070",80.0003875,6.4345732,"alutgama",1
"1071",79.8629683,6.8559485,"dehiwatte",1
"1072",80.73323,5.990751,"dickwella",1
"1073",80.6576623,6.0795539,"hakmana",1
"1074",81.7946092,7.5293725,"kalawanchikudi",1
"1075",81.2833333,8.25,"kallar",1
"1076",80.5632884,6.0779107,"kamburupitiya",1
"1077",79.8828828,9.7480738,"karainagar",1
"1078",80.7466055,8.7274902,"kebethigollewa",1
"1081",80.491047,6.2652802,"morawaka",1
"1082",79.9621519,8.7278255,"necoast",1
"1083",80.5077237,8.872387,"omanthai",1
"1084",80.0898085,9.7982377,"palaly",1
"1085",79.8898816,6.8237163,"ratmalana",1
"1086",81.521241,7.8033396,"sittandi",1
"1087",81.3124341,8.4045812,"thoppur",1
"1089",81.079605,8.3817383,"wanela",1
"1090",41.216667,37.05,"qamishli",1
"1091",101.7751709,6.1281382,"bongo",1
"1092",101.4831028,12.7812083,"chalerm",1
"1094",101.5020752,6.3845762,"ruso",1
"1095",101.6840589,6.4222691,"yingo",1
"1096",43.736667,37.576389,"hakkariprov",1
"1097",28.97696,41.00527,"instanbul",1
"1099",-6.74394,54.41178,"benburb",1
"1100",-6.91364,54.49023,"cabragh",1
"1101",-6.41069,54.18044,"camlough",1
"1102",-7.16452,54.4143,"clogher",1
"1103",-6.01799,54.54187,"derriaghy",1
"1104",0.0837728,53.0506292,"eglish",1
"1105",-7.23742,54.7183,"gortin",1
"1106",-4.691252,55.719594,"highfield",1
"1107",-7.65037,54.22618,"kinawley",1
"1108",-5.914186,54.6596354,"rathcoole",1
"1121",70.690083,34.1267756,"achin",1
"1122",69.65,33.833333,"ahmadkhel",1
"1123",68.899167,36.522222,"aliabad",1
"1124",67.5231713,31.6071805,"ataghar",1
"1125",62.343346,33.363956,"azizabad",1
"1126",63.309294,35.6403478,"balamurghab",1
"1127",70.7644236,34.9201755,"chapadara",1
"1128",70.4074861,34.3289766,"chapahar",1
"1129",70.9784562,34.8061587,"chawkay",1
"1130",63.75288,34.34013,"chishtisharif",1
"1132",68.2951738,34.2163541,"daymirdad",1
"1133",62.173828,34.83617,"doab",1
"1134",70.579722,37.1175,"faisalabad",1
"1135",61.47,34.34,"ghourian",1
"1137",65.8075,29.5222222,"hazarjuft",1
"1138",69.6922041,32.9671694,"ismailkhel",1
"1139",70.506389,32.798611,"janikhel",1
"1140",67.530601,31.674601,"karez",1
"1142",69.3250022,34.4884697,"khakeafghan",1
"1144",71.0260046,34.6433682,"khaskunar",1
"1146",70.0575,35.0197222,"korangal",1
"1147",70.1705556,34.2330556,"lakan",1
"1148",70.95468,34.3542162,"lalpur",1
"1149",69.3488408,35.0136063,"mahmudraqi",1
"1151",66.570016,32.1156624,"mizan",1
"1153",68.7199688,33.1997675,"nawabad",1
"1155",63.176389,34.369722,"obe",1
"1156",65.1907309,31.0243075,"panjwayi",1
"1158",63.4862036,34.8550848,"qadis",1
"1159",69.0314536,34.5542397,"qarghai",1
"1160",70.1932084,34.4851124,"qarghayi",1
"1162",69.233333,35,"sayadan",1
"1163",69.5261238,33.6881215,"sayidkaram",1
"1165",64.8644455,36.2382799,"shirintagab",1
"1166",65.810333,31.583227,"shurandam",1
"1167",65.4186111,31.4977778,"sperwan",1
"1168",66.9783333,32.3438889,"spinghar",1
"1169",69.1887322,34.51025,"takhtapul",1
"1170",68.261078,33.5203055,"tangi",1
"1171",71.2027778,34.9877778,"waghaz",1
"1173",1.5411111,36.0958333,"ainelhamra",1
"1174",4.096944,34.680833,"ainrich",1
"1175",2.9475662,36.4974983,"amroussa",1
"1176",0.3571841,35.0974693,"aouf",1
"1177",2.066667,36.283333,"arib",1
"1178",4.4240151,36.8895311,"azeffoun",1
"1179",3.2470488,36.7606902,"benzerga",1
"1180",3.2591667,35.6702778,"bouchakour",1
"1181",3.692227,36.6357449,"boudoukhane",1
"1182",2.6548,36.6234,"bouharoun",1
"1183",7.004167,35.038056,"chechar",1
"1184",2.876389,36.426944,"chrea",1
"1185",1.7,36.55,"damous",1
"1186",2.595,35.288056,"elkhemis",1
"1187",2.4,36.383333,"hammamrigha",1
"1189",3.0814946,36.7266729,"kouba",1
"1190",3.7549361,36.5248357,"krarib",1
"1191",5.4410924,36.587981,"laalam",1
"1192",6.2083985,35.2506924,"mazer",1
"1193",3.133333,36.733333,"mohammadia",1
"1194",3.133333,36.733333,"mohammedia",1
"1195",7.516667,34.483333,"negrine",1
"1196",2.516667,36.2,"ouedchorfa",1
"1197",0.681389,35.797222,"oueddjemaa",1
"1198",2.933611,36.244444,"ouledbrahim",1
"1200",0.3771895,35.8464922,"safsaf",1
"1202",6.0526981,36.8546552,"sidiabdelaziz",1
"1203",3.0417473,36.7794082,"sidirais",1
"1204",3.7879621,36.8952692,"souanine",1
"1205",2.916667,36.7,"souidania",1
"1206",2.8881795,36.7516507,"staoueli",1
"1208",1.2283566,35.3356113,"tagdempt",1
"1209",5.483333,36.666667,"ziamamansouria",1
"1210",-58.5432951,-34.6352975,"ciudadela",1
"1212",46.677344,39.8754355,"nagornokarabakh",1
"1213",50.5355561,26.2256531,"diah",1
"1214",50.4980362,26.1256441,"hamad",1
"1215",90.3924947,23.7315492,"dhakauniversitycampus",1
"1216",92.0640687,23.2408468,"dighinala",1
"1217",89.1753614,23.5528198,"jhenaidah",1
"1218",92.153458,22.89933,"langadu",1
"1219",90.8341624,22.9454033,"laxmipur",1
"1220",90.408333,23.741667,"ramna",1
"1221",-43.1882863,-22.9116324,"rio",1
"1222",-46.6333094,-23.5505199,"sanpaulo",1
"1223",15.17962,3.982152,"dembia",1
"1224",-70.583333,-33.533333,"laflorida",1
"1225",-70.6157308,-33.4348476,"providencia",1
"1226",-70.7346887,-33.4000717,"renca",1
"1227",-70.6514213,-33.4945359,"sanmiguel",1
"1228",113.081901,22.578738,"jiangmeng",1
"1229",-76.3854001,3.5398319,"alfonsobonillaaragon",1
"1230",-74.8521752,9.1802599,"barranca",1
"1231",-74.1900501,9.948668,"bruselas",1
"1232",-75.4708848,5.1958125,"calera",1
"1233",-74.297333,4.570868,"elcentro",1
"1234",-75.0355596,9.5811115,"elsalado",1
"1235",-75.6717191,3.0926862,"gaitania",1
"1236",-73.1393861,7.1100883,"garciarovira",1
"1237",-76.55,3.266667,"jarmundi",1
"1238",-72.8973302,8.9985069,"lagabarra",1
"1239",-75.8054552,7.1885428,"lahorminga",1
"1240",-75.575702,8.7694194,"lamina",1
"1241",-74.4335105,10.1067623,"mediomagdalena",1
"1242",-75.2457184,7.1425004,"paujil",1
"1243",-76.3,2.75,"pitayo",1
"1244",-74.733333,7.7,"puertoclaver",1
"1245",-68.5214081,-31.5272732,"sanjuandelcarare",1
"1246",-74.4591572,9.5701817,"santarosadelima",1
"1247",-73.416667,6.883333,"sanvincentedechucuri",1
"1248",99.1966559,61.0137097,"siberia",1
"1249",-74.1173893,4.4703046,"usme",1
"1250",-78.61664,2.08337,"yari",1
"1253",29.24,-0.155,"lubero",1
"1255",-4.07,5.334722,"yopougon",1
"1259",30.8510692,27.6376503,"deirmawas",1
"1260",32.8758199,24.978548,"edfu",1
"1262",31.3784704,31.0409483,"mansoura",1
"1267",-103.731,20.835,"amatitanarriba",1
"1268",-76.9942234,-12.0661782,"arce",1
"1269",-89.0770584,13.4991038,"campana",1
"1270",-89.005,13.5213889,"cerrosdesanpedro",1
"1271",-88.116667,13.716667,"chilanga",1
"1273",-87.9604345,13.3419103,"elgavilan",1
"1274",-89.2097434,14.3724423,"elpoy",1
"1275",-89.7074695,13.9751405,"elrefugio",1
"1276",-89.266271,13.6657119,"elroblar",1
"1277",-89.2110559,14.0611052,"elsalitre",1
"1278",-88.383333,13.35,"ereguayquin",1
"1279",-89.2294463,13.7314637,"fincalamarina",1
"1280",-88.8826846,14.0235381,"guarjila",1
"1281",-89.2360234,13.5902564,"huizucar",1
"1282",-15.4158241,27.995907,"lagallinera",1
"1283",-89.2396259,13.6978373,"lamascota",1
"1284",-89.4333333,14.4333333,"lasburras",1
"1285",-93.0925048,16.7367461,"losarcos",1
"1286",-89.2327326,13.6959232,"merliotcity",1
"1288",-88.7289492,14.0082761,"nombredejesus",1
"1289",-89.057347,13.8183783,"oratoriodeconcepcion",1
"1290",-89.2449235,13.7163783,"sanbartoloichanmico",1
"1291",-88.8106915,13.6522533,"sancayetanoistepeque",1
"1292",-89.2609755,13.5599587,"sanjosevillanueva",1
"1293",-89.189527,13.713577,"sanmiguelito",1
"1294",124.5666828,8.4521818,"sansimon",1
"1296",-89.0047868,14.1285819,"santarita",1
"1297",-89.338745,13.974897,"tacachico",1
"1298",-88.4912395,13.4553506,"tecapan",1
"1299",-88.6693455,13.4209575,"trescalles",1
"1300",41.5438889,11.2452778,"asmera",1
"1301",9.502568,42.093826,"casabianda",1
"1302",8.7494,42.1242,"coggia",1
"1303",8.771765,41.772597,"cotichiavari",1
"1305",9.123025,41.702751,"levie",1
"1306",9.450356,42.958448,"macinaggio",1
"1307",9.528759,42.3727469,"moriani",1
"1308",43.9892499,42.2030309,"ergneti",1
"1309",41.4811712,43.033102,"lata",1
"1310",41.8511887,42.542335,"rukhi",1
"1311",-90.7390245,14.5585411,"antigua",1
"1312",-90.883333,14.733333,"comalpa",1
"1313",-90.5092444,14.5387597,"elporvenir",1
"1314",-91.5263094,14.0423576,"elsemillerobarranahualate",1
"1315",-90.230759,15.783471,"fincasacchen",1
"1316",-90.744827,15.45268,"laspacayas",1
"1317",-90.230759,15.783471,"northernhighway",1
"1318",-91.8062402,15.1231078,"sanfranciscomorazan",1
"1319",-89.8926065,16.9181251,"santaelena",1
"1320",-90.230759,15.783471,"tercerpueblo",1
"1321",-91.1488,15.065126,"xesic",1
"1322",-87.2167,14.0833,"comayaguela",1
"1323",-86.6259312,14.5711648,"elcarrizal",1
"1325",74.8722642,31.6339793,"amritsan",1
"1326",74.8722642,31.6339793,"armitsar",1
"1327",92.9375739,26.2006043,"assams",1
"1328",44.633333,33.75,"baqubah",1
"1329",91.3550862,26.522021,"barama",1
"1330",74.7951454,34.0660407,"batmaloo",1
"1331",84.5222189,25.466155,"bhojpur",1
"1332",90.4408037,25.3186615,"chokpot",1
"1333",73.2271423,33.5054233,"churchak",1
"1334",74.8178134,33.8981037,"dardpora",1
"1335",95.5551652,27.5664171,"doomdooma",1
"1336",74.6,30.9166,"ferozepur",1
"1337",90.333333,25.5,"garohills",1
"1338",71.1923805,22.258652,"gujarat",1
"1339",82.8627162,20.7504099,"kharprakhol",1
"1340",94.2544862,24.3037542,"khudengthabi",1
"1341",75.2322867,16.8070444,"kohali",1
"1342",78,34,"ladakh",1
"1343",75.559693,24.8737718,"lasana",1
"1344",93.9062688,24.6637173,"manipurs",1
"1345",91.9905996,23.9972939,"manu",1
"1346",92.7176389,23.727107,"mizoram",1
"1347",94.5624426,26.1584354,"nagaland",1
"1348",91.832294,26.1811985,"narengi",1
"1349",76.336593,10.2055089,"parakkadavu",1
"1350",77.9163886,18.6035506,"sangam",1
"1351",90.563609,25.3300969,"southgarohills",1
"1352",74.4247164,34.0608525,"tangmarg",1
"1353",74.3694526,33.5387585,"thanamandi",1
"1354",76.2144349,10.5276416,"tichy",1
"1355",94.2676545,24.2140807,"tminou",1
"1356",85.080556,26.004444,"vaishali",1
"1357",90.7865655,25.8204828,"wageasi",1
"1358",87.8549755,22.9867569,"westbengal",1
"1359",95.4777811,5.4529168,"acehbesarregency",1
"1360",115.1752277,-8.7237964,"alkuta",1
"1361",99.7423179,1.2707384,"sibuhuan",1
"1362",126.3498097,-8.8083212,"viqueque",1
"1363",47.816667,30.5,"abara",1
"1364",47.15,31.833333,"abbarah",1
"1365",39.9684003,33.6691331,"akashat",1
"1366",43.6974871,34.6645053,"alam",1
"1368",44.583333,34.716667,"amarliya",1
"1369",44.5360667,33.5718067,"banisaad",1
"1371",44.9621033,35.9495589,"dokan",1
"1373",42.6891667,35.5577778,"hadar",1
"1376",45.2353048,34.5426033,"jalua",1
"1378",43.525278,33.384444,"khalidiya",1
"1380",44.936944,33.978611,"muradiyah",1
"1381",45.1494505,32.043691,"qadisiyah",1
"1382",47.4395308,31.0062791,"qurnah",1
"1383",45.337084,35.948733,"safra",1
"1385",34.53677,31.538483,"beithanoun",1
"1386",34.564889,31.55984,"erez",1
"1387",34.489593,31.30839,"eshkol",1
"1388",34.431501,31.303121,"eshkolregionalcouncil",1
"1389",34.851612,31.046051,"golanheights",1
"1390",35.280093,32.409583,"kabatiya",1
"1391",34.532291,31.483416,"kfarazza",1
"1392",20.289179,42.5342038,"decani",1
"1393",20.6511592,42.0615398,"dragas",1
"1394",20.8821146,42.4115106,"dulje",1
"1395",21.1956273,42.9107754,"podujevavo",1
"1396",-98.473728,29.147105,"seaisland",1
"1398",36.1328132,34.5328763,"akkar",1
"1399",35.4876098,33.8951589,"alhamra",1
"1400",35.3327275,33.1336734,"baytlif",1
"1401",35.4124355,33.1570063,"bintjubayl",1
"1402",35.4439843,33.1753011,"braachit",1
"1403",35.7188463,33.3703499,"hasbeya",1
"1404",35.5862413,33.5408371,"jizzine",1
"1405",35.5661111,33.4886111,"kafrhunah",1
"1406",35.6433333,33.4066667,"kawkaba",1
"1407",35.5897893,33.4923967,"kfarhouneh",1
"1408",35.4966059,33.3861763,"kfarroummane",1
"1409",35.5167951,33.2334165,"markaba",1
"1410",35.4838294,33.3771694,"nabatia",1
"1411",31.2046921,29.3354304,"rashaf",1
"1412",35.592456,33.8851833,"roumieh",1
"1413",35.2906904,33.4514857,"sarafand",1
"1414",35.4850698,33.2362587,"tallouseh",1
"1416",35.9445727,33.6034941,"yanta",1
"1417",35.4324275,33.4521137,"zaharaniriver",1
"1418",21.741667,32.766389,"beida",1
"1420",1.75,19.11,"abeibara",1
"1422",29.4620101,46.8227551,"bendery",1
"1423",32.557362,-26.003799,"catembe",1
"1424",33.7971594,-25.019535,"chonguene",1
"1425",32.648056,-25.023056,"magude",1
"1426",98.508333,16.687778,"myawaddy",1
"1427",97.163333,22.965,"namhkan",1
"1428",95.216667,18.816667,"prome",1
"1430",82.3017728,27.9903597,"dang",1
"1431",84.99,27.99,"dhading",1
"1432",82.22,28.73,"khalanga",1
"1433",83.8724825,28.1378529,"nuwakot",1
"1434",85.741667,27.116667,"parwanipur",1
"1435",82.6483442,28.3815621,"rolpa",1
"1436",87.1422895,27.6141916,"sankhuwasabha",1
"1437",81.7787021,28.517456,"surkhet",1
"1438",-85.7794791,13.29787,"abisinia",1
"1440",-85.0263864,12.9380741,"bilampi",1
"1441",-83.9097923,11.9420592,"canonegro",1
"1442",-86.855843,13.2605833,"cebollal",1
"1443",-84.442863,12.12018,"elaparejo",1
"1444",-86.48587,12.40747,"elcardon",1
"1445",-86.084168,14.0060939,"elcorozo",1
"1446",-86.2044135,12.8629845,"eljocote",1
"1447",-86.550554,13.3165282,"elporvenir",1
"1448",-85.7794791,13.5515951,"kilambe",1
"1449",-84.3666912,11.5519909,"lafonseca",1
"1450",-84.781954,12.5098602,"lapinuela",1
"1451",-84.4015075,13.9141369,"larosita",1
"1452",-85.654178,13.776332,"lasminas",1
"1453",-86.7096525,13.6796984,"laspalmas",1
"1454",-85.9980188,13.9635488,"laspampas",1
"1455",-86.2793652,13.7834155,"launion",1
"1456",-86.2255771,13.312456,"lavainilla",1
"1457",-87.26,12.5672222,"maderanegra",1
"1458",-85.982172,13.2370516,"mancotal",1
"1459",-86.5186022,11.8038217,"montelimar",1
"1460",-85.9847247,13.5210467,"panali",1
"1461",-86.763056,12.199444,"puertosandino",1
"1462",-85.5586368,13.2365476,"ranchogrande",1
"1464",-86.143377,11.8502079,"sanjose",1
"1465",-85.2935849,12.6870681,"sanjosedelavega",1
"1466",-85.4675305,11.4277619,"sanpedro",1
"1467",-85.116667,12.133333,"sanpedrodelovago",1
"1468",2.705,15.0408,"banibangou",1
"1469",6.778846,4.723117,"abonema",1
"1470",9.6814748,9.8820816,"bununu",1
"1471",9.929722,11.6675,"jamaare",1
"1472",8.9010809,10.1847867,"jere",1
"1473",7.049861,4.8471654,"nembecreek",1
"1476",6.993333,4.79,"porthartcourt",1
"1477",8.713707,9.5842063,"riyom",1
"1479",71.262,34.029,"alimasjid",1
"1480",70.5235185,32.3820734,"amakhel",1
"1483",70.5,32.95,"bakakhel",1
"1484",70.505,32.955278,"bakkakhel",1
"1485",72.5235599,34.1019159,"bamkhel",1
"1487",71.5397536,33.9501626,"bazidkhel",1
"1488",69.899944,32.9433362,"boya",1
"1489",69.2773236,30.1190031,"chamalang",1
"1490",73.10316,34.61435,"chattar",1
"1493",73.9003415,31.2386314,"dhand",1
"1495",71.4800262,34.5294722,"ghaljo",1
"1496",70.0711502,32.9967981,"ghulamkhan",1
"1498",66.7449227,29.9646018,"kanak",1
"1499",71.754834,34.7942708,"kotki",1
"1500",66.5223902,25.837675,"lasbela",1
"1501",71.9045649,34.8453312,"lowerdir",1
"1502",71.983333,34.383333,"lundkhwar",1
"1503",68.1533539,26.8793134,"mamond",1
"1505",71.7890821,34.3494838,"mandani",1
"1507",72.4302529,34.8083757,"manglawar",1
"1508",66.6384845,29.3494768,"mangochar",1
"1509",68.3776509,25.3899483,"marwar",1
"1510",65.3718026,26.0380192,"mashkai",1
"1511",71.504141,33.9069592,"mashokhel",1
"1512",70.465826,32.413489,"mullazai",1
"1513",70.7332019,32.3159305,"pezu",1
"1514",72.021667,34.119167,"rashakai",1
"1515",71.9134576,34.4588365,"sakhakot",1
"1517",66.9883763,30.1782216,"sheikhan",1
"1518",72.0029435,35.2780684,"sheringal",1
"1519",70.1046474,32.9374644,"talkali",1
"1520",71.7236931,34.0107719,"tarujabba",1
"1521",70.9735351,33.4436701,"toghsarai",1
"1522",66.9034936,28.5651239,"zehri",1
"1523",-77.581314,8.048795,"bocadecupe",1
"1525",-76.9092965,-10.7925437,"andajes",1
"1527",-70.358002,-14.79434,"asillo",1
"1528",-74.6,-11.9,"balcon",1
"1529",-77.8924608,-8.8710472,"callejondehuaylas",1
"1533",-75.4344727,-13.2136265,"castrovirreyna",1
"1534",-77.0288967,-12.1008684,"chacarilla",1
"1535",-75.788745,-11.0507534,"chupan",1
"1536",-74.360153,-13.58849,"chuschi",1
"1537",-73.9521468,-13.84783,"hualla",1
"1538",-76.7380589,-7.1862647,"huallaga",1
"1539",-75.683333,-14.083333,"huamanguilla",1
"1540",-77.8145701,-8.9517303,"huaripampa",1
"1541",-74.2171989,-12.9705804,"huayhuas",1
"1543",-76.2519729,-8.7901197,"lamorada",1
"1544",-75.8984154,-11.5254018,"laoroyo",1
"1546",-74.2083943,-12.9923771,"macachacra",1
"1547",-76.2276337,-8.7444061,"madremia",1
"1550",-77.955389,-8.191194,"mollepata",1
"1551",-76.8538748,-12.2095337,"pachacca",1
"1552",-71.570556,-15.983611,"pallca",1
"1553",-72.64,-12.6841667,"palmayoc",1
"1554",-77.8924608,-9.5614635,"pariacoto",1
"1555",-72.4742969,-14.0749161,"progreso",1
"1556",-76.1218479,-8.7525806,"pucayacu",1
"1557",-74.3833329,-14.05,"putaccasa",1
"1558",-73.599167,-13.180278,"rumichaca",1
"1560",-78.2809879,-9.148289,"sanjacinto",1
"1561",-78.169722,-7.335278,"sanmarcos",1
"1562",-74.4848003,-11.4317888,"sanmartindepangoa",1
"1563",-77.8595963,-7.9329235,"sarin",1
"1564",-72.2408333,-13.9019444,"soccos",1
"1565",-73.0166667,-12.8333333,"tapuna",1
"1566",-78.2172222,-6.9897222,"tinte",1
"1567",-74.0784785,-15.6442505,"tocota",1
"1569",-75.8780855,-10.9688336,"ulcumayo",1
"1570",-76.4619911,-8.4592507,"urchiza",1
"1571",-75.9180163,-12.4600662,"yauyos",1
"1572",124.6303372,7.1889378,"aleosan",1
"1573",125.1474451,7.3537668,"arakan",1
"1574",125.766667,7.583333,"asuncion",1
"1575",121.774017,12.879721,"baliki",1
"1576",120.4818446,14.6416842,"bataan",1
"1577",120.5804721,15.6693099,"clark",1
"1578",124.766667,7.1,"datumontawal",1
"1579",124.453333,6.920833,"datuunsay",1
"1580",121.774017,12.879721,"davaoprov",1
"1581",124.348056,6.965833,"guindulungan",1
"1582",121,16.833333,"hungduan",1
"1583",121.1710389,16.8330792,"ifugao",1
"1584",120.7115592,18.1647281,"ilocos",1
"1585",125.3,11.15,"lawaan",1
"1586",124.4198243,6.9422581,"maguindanao",1
"1587",124.2407703,8.2242457,"mahayahay",1
"1588",123.3034062,8.49613,"mindanao",1
"1589",126.1403526,7.554702,"newbataan",1
"1590",121.774017,12.879721,"northcotabatoprov",1
"1591",120.9876321,15.6906831,"nuevaecija",1
"1592",124.562798,7.025527,"paidupulangi",1
"1593",122.5372741,11.3209094,"panayisland",1
"1594",120.583333,6.3,"pangutaran",1
"1595",125.116667,11.85,"paranas",1
"1596",125.6040785,7.072838,"poblacion",1
"1597",124.35,7.966667,"ramain",1
"1598",120.8613785,5.5340204,"siasiisland",1
"1599",124.6192702,6.9076531,"sultansabarongis",1
"1600",122.116667,6.5,"ungkayapukann",1
"1601",120.9830225,14.7010556,"valenzuela",1
"1602",-66.047222,18.440833,"santurce",1
"1603",46.279712,42.953928,"benoyvedeno",1
"1604",44.839596,43.260186,"gaziyurt",1
"1605",37.408013,55.756838,"krylatskoye",1
"1606",32.897137,67.9390715,"muzhichi",1
