"","CityGTD","DistKM","fake","long","lat.x","name","X","lon","lat.y"
"63","dighinala",17.5928414196215,1,91.97007,23.10787,"khagrachhari",1216,92.0640687,23.2408468
"84","greencastle",18.075589536158,1,-7.31,54.6,"omagh",395,-7.0755,54.68872
"171","qarghayi",18.3020367936107,1,70.2,34.65,"mehtarlam",1160,70.1932084,34.4851124
"104","kalukhan",18.3868857441283,1,72.47,34.13,"swabi",1001,72.3,34.216667
"68","elcardon",18.7049368076528,1,-86.57,12.26,"nagarote",1444,-86.48587,12.40747
"5","ainrich",18.8421736840556,1,4.16383,34.84146,"ainelmelh",1174,4.096944,34.680833
"140","malamjabba",19.260578768851,1,72.36265,34.7795,"mingora",725,72.571667,34.799722
"30","bilampi",19.6316005383824,1,-85.14,12.8,"bocanadepaiwas",1440,-85.0263864,12.9380741
"9","alishing",19.967431979759,1,70.2,34.65,"mehtarlam",498,70.0979491,34.8090546
"17","aynalhulwah",19.9895650197702,1,35.87,34.43,"tarabulusassam",950,36.0636111,34.5122222
"103","janikhel",21.1270965741105,1,70.33917,32.67087,"gulishahkach",1000,70.506389,32.798611
"121","kwambonambi",21.7447485029885,1,32.09,-28.8,"richardsbay",1628,32.086585,-28.6038255
"202","thoppur",21.9085637265875,1,81.22,8.58,"trincomalee",1087,81.3124341,8.4045812
"119","kumbhariput",22.2562641694641,1,83.41,19.18,"rayagada",910,83.2800342,19.0213758
"189","shinwari",22.3902228686014,1,69.27,34.49,"kabul",640,69.4914762,34.5745208
"44","chattar",23.0932540678942,1,73.22,34.43,"baffa",1490,73.10316,34.61435
"10","amakhel",23.3845151720217,1,70.38,32.21,"tank",1480,70.5235185,32.3820734
"91","hesarak",23.6626130007067,1,69.92,33.34,"khowst",795,69.7,33.233333
"15","arakan",23.9572222275938,1,125.023611,7.531667,"davaocity",1573,125.1474451,7.3537668
"20","baghaichhari",24.4605450250806,1,91.97007,23.10787,"khagrachhari",655,92.1990763,23.1705732
"196","suriyawewa",24.6580803081242,1,81.12,6.13,"hambantota",1668,81.002363,6.3193642
"99","izingolweni",24.6947760162984,1,30.37,-30.85,"margate",1627,30.127,-30.775
"101","jalua",25.165572346111,1,45.38,34.35,"hanaqin",1376,45.2353048,34.5426033
"151","mollepata",25.1672549864507,1,-78.18,-8.15,"santiagodechuco",1550,-77.955389,-8.191194
"50","churcampa",25.3053976435603,1,-74.57,-12.88,"acobamba",738,-74.3866039,-12.7388243
"21","bajoga",25.8749306975774,1,11.34,11.07,"nafada",990,11.431944,10.854444
"153","muhallabiyah",26.1119002978863,1,42.45,36.38,"tallafar",935,42.7039446,36.2653482
"71","elkhemis",26.4997507962644,1,2.31889,35.21222,"ksarchellala",1186,2.595,35.288056
"35","bruselas",27.4108214583299,1,-74.39,9.8,"nuevagranada",1231,-74.1900501,9.948668
"195","spinwam",27.5203827391707,1,70.6,32.99,"bannu",729,70.401907,33.1737486
"57","daglica",28.3244495031981,1,44.29,37.57,"yuksekova",1705,44.085079,37.3739009
"49","chora",28.9851627581255,1,65.87806,32.62998,"tarinkot",336,66.05,32.847222
"146","migalawa",30.1817171669273,1,80.41,8.32,"anuradhapura",1659,80.3547286,8.0527154
"60","davaoprov",32.757250566258,1,121.484616,12.963906,"tambong",1580,121.774017,12.879721
"112","khudengthabi",33.9442501788461,1,93.983333,24.483333,"kakching",1340,94.2544862,24.3037542
"98","ismailkhel",34.5703324658513,1,70.06,33,"miramshah",1138,69.6922041,32.9671694
"166","pariacoto",37.3652849425802,1,-78.21,-9.44,"casma",1554,-77.8924608,-9.5614635
"67","eastacehregency",39.1166734309972,1,97.96,4.47,"langsa",304,97.6114217,4.5224111
"34","bougainvilleisland",39.9583317439242,1,155.5,-6.24,"panguna",257,155.1907309,-6.053602
"170","pulmoddai",40.0280895745863,1,80.8166667,9.2666667,"mullaitivu",1666,80.9826718,8.9445522
"154","mulukuku",40.3564432862452,1,-85.23,12.93,"rioblanco",714,-84.9557433,13.1765198
"193","southgarohills",40.4654063030448,1,90.22,25.52,"tura",1351,90.563609,25.3300969
"31","bilisqooqaani",41.1497430771923,1,42.06,0.52,"afmadu",1052,41.7482057,0.3200818
"173","rakhni",42.5901603336555,1,69.51,29.91,"barkhan",727,69.9237671,30.0436057
"93","husseiniyah",42.8364473193979,1,43.48,34.94,"bayji",246,43.7776888,35.2386878
"165","pampacangallo",43.4500436986878,1,-74.22,-13.17,"ayacucho",744,-74.198433,-13.56217
"138","magude",44.6077749389863,1,33.09,-25.02,"macia",1425,32.648056,-25.023056
"46","chechar",45.9129818154432,1,7.14333,35.43583,"khenchela",1183,7.004167,35.038056
"92","huatasani",47.7070515455831,1,-70.22,-14.91,"azangaro",1022,-69.8024099,-15.0553205
"192","soccos",48.4779415598837,1,-72.12,-13.48,"anta",1564,-72.2408333,-13.9019444
"139","makhmour",48.5436717631435,1,43.38,36.27,"mosul",934,43.5606946,35.8578451
"51","chuschi",48.7244419610673,1,-74.22,-13.17,"ayacucho",1536,-74.360153,-13.58849
"96","inchope",50.0142202545864,1,33.47,-19.12,"chimoio",959,33.9359756,-19.209867
"143","maywand",50.8649649847351,1,64.57005,31.82089,"gereshk",230,65.054246,31.6230363
"210","ventersdorf",51.0052191114773,1,27.1,-26.7,"potchefstroom",601,26.816667,-26.316667
"168","progreso",60.2129814559531,1,-72.08,-14.46,"santotomas",1555,-72.4742969,-14.0749161
"19","badhadhe",63.1825004579225,1,41.83,-1.21,"burgabo",1616,41.441251,-0.793613
"135","lucanamarca",63.8940009645863,1,-74.22,-13.17,"ayacucho",1025,-74.35,-13.733333
"1","abband",68.1466384426632,1,68.45,32.86,"zargunsahr",495,67.7811111,33.1044444
"106","kashmir",69.8666097858654,1,77.583333,34.166667,"leh",361,76.8259652,34.1490875
"43","chalhuanca",72.7050186486083,1,-73.37,-13.65,"sanjeronimo",736,-73.2423004,-14.2951956
"89","hadar",93.1196424550741,1,43.09065,36.33091,"mosul",1373,42.6891667,35.5577778
"211","walikale",109.022208734836,1,29.04339,-1.57386,"sake",416,28.0742249,-1.4296737
"38","caquetaintendency",123.656161757396,1,-74.85,1.34,"cartagenadelchaira",285,-73.8419063,0.869892
"131","liboi",133.542065521316,1,42.06,0.52,"afmadu",251,40.872,0.352
