"","CityGTD","DistKM","fake","long","lat.x","name","X","lon","lat.y"
"94","kamrup",10.7259351014393,1,91.52525,26.2452,"guwahati",546,91.5983959,26.3160819
"169","puttur",10.7943038699302,1,80.01,9.67,"jaffna",1667,80.0680751,9.7487684
"125","mandur",10.8404300314202,1,81.82,7.41,"kalmunai",1658,81.7540902,7.4826649
"113","lareina",10.9759020530444,1,-89.05,14.18,"sanfranciscomorazan",671,-89.1503566,14.1959529
"62","elaparejo",10.9909329937597,1,-84.53,12.07,"muelledelosbueyes",1443,-84.442863,12.12018
"199","taywara",11.080890635767,1,64.42,33.51,"taywarah",642,64.4318916,33.410592
"59","diepkloof",11.1316931125335,1,27.84,-26.28,"johannesburg",1058,27.946,-26.249
"183","sannicolaslempa",11.2335418142889,1,-88.6,13.43,"sanagustin",534,-88.7036731,13.4334131
"208","ungkayapukann",11.3672943159107,1,122.17944,6.58139,"tipotipo",1600,122.116667,6.5
"27","budgam",11.5104345797129,1,74.716667,34.016667,"srinagar",432,74.6400432,33.9348549
"41","conca",11.7197878916762,1,9.3747,41.83519,"sarisolenzara",892,9.334552,41.734041
"162","pavona",11.7980323901133,1,-86.18,13.3,"sansebastiandeyali",982,-86.135857,13.3974879
"130","mashokhel",11.9003316844063,1,71.54,34.01,"peshawar",1511,71.504141,33.9069592
"168","pushtrod",12.1324562599982,1,62.1,32.39,"farah",635,62.0282394,32.4809178
"89","joateca",12.2878262513784,1,-87.97,13.81,"corinto",235,-88.0448669,13.89357
"153","pacaycasa",12.4724671902879,1,-74.25,-12.95,"huanta",1029,-74.213611,-13.056944
"47","damous",12.5845127567603,1,1.56,36.54,"banihawa",1185,1.7,36.55
"34","chapahar",12.673554811213,1,70.44,34.44,"jalalabad",1128,70.4074861,34.3289766
"157","panare",12.7400882479125,1,101.37,6.87,"yaring",329,101.4850309,6.8626241
"75","hazarganji",12.8958950188457,1,66.99299,30.19438,"kotmalik",998,66.9332759,30.0902676
"64","elephantpass",12.9245854136078,1,80.41,9.4,"kilinochchi",324,80.4166667,9.5166667
"10","alimasjid",12.9971178733664,1,71.15,34.1,"kotal",1479,71.262,34.029
"218","yanta",13.0081624335741,1,35.86,33.51,"rasayya",1416,35.9445727,33.6034941
"108","lamina",13.1653976995662,1,-75.62,8.88,"cienagadeoro",1240,-75.575702,8.7694194
"42","curgos",13.2152306821595,1,-78.05,-7.81,"huamachuco",1020,-77.9417391,-7.8612166
"92","kalawanchikudi",13.4959833699647,1,81.82,7.41,"kalmunai",1074,81.7946092,7.5293725
"14","amiriyah",13.5353615010453,1,44.64,33.75,"baqubah",554,44.533333,33.6666669
"101","khasuruzgan",13.6188822134701,1,66.63,32.94,"uruzgan",340,66.712915,33.0409796
"204","tripura",13.6306949797057,1,91.85436,23.936,"ambasa",442,91.9881527,23.9408482
"197","tani",13.7995745280882,1,69.92041,33.33951,"khost",641,69.828056,33.242222
"21","barama",14.0403473143643,1,91.433333,26.416667,"nalbari",1329,91.3550862,26.522021
"164","pianottolicaldarello",14.5132327286781,1,9.15941,41.3874,"bonifacio",680,9.055084,41.491867
"56","dhanusha",14.8142551190262,1,85.92,26.73,"janakpur",371,86.0121573,26.8350474
"198","tarra",15.2058565147924,1,-73.22,8.08,"abrego",663,-73.0855357,8.0492802
"16","andhrapradesh",15.2091119034001,1,79.75,16.05,"vinukonda",429,79.7399875,15.9128998
"163","pesalai",15.2636417722965,1,79.89,8.97,"mannarama",608,79.810063,9.0828304
"48","dang",15.5182137946635,1,82.29,28.13,"tulsipur",1430,82.3017728,27.9903597
"174","rubelsanto",15.5290421691961,1,-90.45111,16.12889,"flordecacao",683,-90.4466991,15.9886228
"24","benibouateb",15.6536013479258,1,1.53299,36.18503,"ouedfodda",818,1.583333,36.05
"25","boya",16.2286408082299,1,70.06,33,"miramshah",1488,69.899944,32.9433362
"132","mediomagdalena",17.0107015936062,1,-74.57,10.18,"algarrobo",1241,-74.4335105,10.1067623
"167","puertosandino",17.03648870241,1,-86.68,12.33,"lapazcentro",1461,-86.763056,12.199444
"212","walasmulla",17.0972257974474,1,80.79,6.03,"tanggalla",1680,80.6937177,6.1508888
"137","morang",17.6861228078438,1,87.28333,26.66667,"ithari",570,87.460397,26.6799002
"200","thal",17.9794004681373,1,70.73,33.42,"doaba",730,70.5473168,33.367126
"32","chalerm",18.122067090326,1,101.65,12.78,"klaeng",1092,101.4831028,12.7812083
"123","maiha",18.2401418102119,1,13.07,9.91,"holma",718,13.21649,9.988122
"154","pachacca",18.2934462174939,1,-77.00615,-12.13951,"lima",1551,-76.8538748,-12.2095337
"105","lafonseca",18.3468533500936,1,-84.46,11.69,"nuevaguinea",1449,-84.3666912,11.5519909
"66","elsalado",18.5317099567246,1,-75.13,9.72,"elcarmendebolivar",1234,-75.0355596,9.5811115
"9","alhussainiyah",18.8281401211379,1,45.41,32.54,"annumaniyah",553,45.6089774,32.5196997
"219","yarhussain",18.9177332346856,1,72.47,34.13,"swabi",731,72.270833,34.170833
"161","paujil",18.9453135127966,1,-75.3,6.98,"campamento",1242,-75.2457184,7.1425004
"81","huando",19.0394313472077,1,-74.9,-12.4,"pampas",741,-74.9486422,-12.5653357
"139","nadirshahkot",19.3629659303335,1,69.92,33.34,"khowst",402,69.7167783,33.3773561
"193","shirintagab",19.4890269037039,1,64.91,36.41,"dawlatabad",1165,64.8644455,36.2382799
"43","dabori",19.5455629122376,1,70.73,33.42,"doaba",997,70.8301181,33.5749801
