"","lon","lat"
"195",-76.6121893,39.2903848
"196",98.6692998,3.5915405
"197",76.9558321,11.0168445
"198",-2.2426305,53.4807593
"199",76.2673041,9.9312328
"200",-57.6351,-25.282197
"201",120.450372,41.573734
"202",-1.516667,12.35
"203",-8,12.65
"204",-79.516667,8.983333
"205",79.861243,6.9270786
"206",-123.1139268,49.261226
"207",-66.1057217,18.4663338
"208",-90.1994042,38.6270025
"209",85.144,25.611
"210",-49.2647943,-16.6868912
"211",118.356448,35.104672
"212",75.78041,11.2587531
"213",4.4777325,51.9244201
"214",-48.4901799,-1.4557549
"215",49.8670924,40.4092617
"216",-82.345189,23.0540698
"217",120.586109,29.995762
"218",47.516667,-18.933333
"219",6.9602786,50.937531
"220",109.840347,40.657449
"221",118.180194,39.630867
"222",35.4954794,33.8886289
"223",130.8752161,33.8834093
"224",6.993333,4.79
"225",111.749181,40.842585
"226",77.412615,23.2599333
"227",-115.1398296,36.1699412
"228",4.3517103,50.8503396
"229",-74.7970435,10.9642103
"230",26.103889,44.4325
"231",-81.3792365,28.5383355
"232",-60.0217314,-3.1190275
"233",-122.6762071,45.5234515
"234",153.0234489,-27.4710107
"235",73.1812187,22.3071588
"236",-67.9972104,10.1579312
"237",-6.8498129,33.9715904
"238",71.4687028,30.1983807
"239",1.222778,6.131944
"240",74.1842254,32.1543783
"241",27.566667,53.9
"242",-98.4936282,29.4241219
"243",119.015288,33.61036
"244",76.2144349,10.5276416
"245",28.283333,-15.416667
"246",110.416667,-6.966667
"247",-13.712222,9.509167
"248",-117.0382471,32.5149469
"249",78.0080745,27.1766701
"250",32.581111,0.313611
"251",83.2184815,17.6868159
"252",9.9936818,53.5510846
"253",-121.4943996,38.5815719
"254",-68.15,-16.5
"255",-81.6943605,41.49932
"256",76.9366376,8.5241391
"257",112.45404,34.619683
"258",-63,-17.866667
"259",-99.6556653,19.2826098
"260",-79.9958864,40.4406248
"261",16.3738189,48.2081743
"262",29.067084,40.182846
"263",114.538962,36.625657
"264",19.040235,47.497912
"265",-46.3354875,-23.9540376
"266",21.0122287,52.2296756
"267",52.5836982,29.5917677
"268",76.0683918,11.056216
"269",27.479444,-11.664722
"270",106.230909,38.487194
"271",104.8921668,11.5448729
"272",15.291944,-4.267778
"273",75.8572758,30.900965
"274",-78.4678382,-0.1806532
"275",-40.2957768,-20.2976178
"276",-101.6859605,21.1250077
"277",-56.1645314,-34.9011127
"278",115.8574693,-31.9530044
"279",46.3,38.066667
"280",-89.2181911,13.6929403
"281",75.3703662,11.8744775
"282",126.549572,43.837883
"283",103.7413591,1.492659
"284",45.35,2.033333
"285",73.7898023,19.9974533
"286",-84.5120196,39.1031182
"287",31.029722,-17.863889
"288",113.300129,40.076763
"289",7.433333,10.516667
"290",71.5804899,34.0149748
"291",110.198293,20.044002
"292",119.4165284,-5.1308551
"293",118.054927,36.813487
"294",120.980737,31.385598
"295",119.412966,32.39421
"296",5.36978,43.296482
"297",122.994329,41.108647
"298",43.13,36.34
"299",39.816667,21.416667
"300",-64.1821289,-31.3989296
"301",-0.3762881,39.4699075
"302",80.6480153,16.5061743
"303",4.835659,45.764043
"304",-94.5785667,39.0997265
"305",-84.0907246,9.9280694
"306",-1.7875219,53.7887315
"307",104.7565565,-2.990934
"308",-86.158068,39.768403
"309",78.1197754,9.9252007
"310",127.3845475,36.3504119
"311",7.6868565,45.070312
"312",82.9739144,25.3176452
"313",125.455341,7.190708
"314",77.7064137,28.9844618
"315",-97.7430608,30.267153
"316",126.8526012,35.1595454
"317",35.321333,37
"318",82.9357327,55.0083526
"319",-76.2331972,36.8556291
"320",109.415953,24.325502
"321",70.8021599,22.3038945
"322",36.230383,49.9935
"323",5.6145,6.3176
"324",18.0685808,59.3293235
"325",23.6,-6.15
"326",119.161756,36.706774
"327",76.895833,43.2775
"328",123.957208,41.880872
"329",-82.9987942,39.9611755
"330",-8.6291053,41.1579438
"331",86.2028754,22.8045665
"332",-87.9064736,43.0389025
"333",114.416196,23.111847
"334",121.447935,37.463822
"335",-106.4245478,31.6903638
"336",11.5819806,48.1351253
"337",-35.200916,-5.7792569
"338",60.6057025,56.8389261
"339",140.8693558,38.268215
"340",74.7973681,34.0836581
"341",79.933333,23.166667
"342",132.4552927,34.3852029
"343",-44.2829046,-2.5391099
"344",115.464806,38.873891
"345",174.7633315,-36.8484597
"346",-80.8431267,35.2270869
"347",138.5999594,-34.9286212
"348",44.516667,40.183333
"349",86.99,23.68
"350",-60.6665001,-32.9507408
"351",113.576726,22.270715
"352",9.1817588,48.7754181
"353",81.846311,25.4358011
"354",-69.334722,10.063611
"355",14.4378005,50.0755381
"356",-103.4067861,25.5428443
"357",120.2268758,22.9998999
"358",110.3705267,-7.7970684
"359",86.4303859,23.7956531
"360",43.9360589,56.2965039
"361",117.284124,34.205768
"362",75.3433139,19.8761653
"363",48.6706187,31.3183272
"364",74.8722642,31.6339793
"365",20.466667,44.816667
"366",-90.535278,14.613333
"367",-35.7089492,-9.6498487
"368",12.5683371,55.6760968
"369",118.432941,31.352859
"370",123.918186,47.354348
"371",37.38332,37.06622
"372",-4.251806,55.864237
"373",121.266595,30.17078
"374",101.778224,36.617134
"375",117.647481,24.512949
"376",2.105278,13.521389
"377",-34.8450118,-7.1194958
"378",114.392393,36.097577
"379",73.0243094,26.2389469
"380",-71.4128343,41.8239891
"381",23.3218675,42.6977082
"382",89.55,22.816667
"383",85.309562,23.3440997
"384",81.6296413,21.2513844
"385",15.733333,-12.766667
"386",39.6,24.466667
"387",81.3780632,21.2088774
"388",50.140833,53.202778
"389",13.1048449,32.8133112
"390",24.9410248,60.1733244
"391",78.1828308,26.2182871
"392",119.007777,25.454085
"393",100.3287589,5.4141675
"394",73.366667,54.983333
"395",72.8160976,19.3896402
"396",-100.3898881,20.5887932
"397",-6.2603097,53.3498053
"398",114.886335,40.767545
"399",49.134722,55.790278
"400",120.752503,31.653686
"401",-73.120468,7.11331
"402",-67.596111,10.246944
"403",-87.2167,14.0833
"404",61.4368431,55.1644419
"405",44.783333,41.716667
"406",9.7320104,52.3758916
"407",-114.0581012,51.0453246
"408",-5,34.033333
"409",116.999933,32.625478
"410",76.6141396,8.8932118
"411",96.083333,21.975
"412",85.333333,27.7
"413",96.1,19.75
"414",-81.655651,30.3321838
"415",-5.9844589,37.3890924
"416",112.122415,32.008986
"417",-48.8463832,-26.3044084
"418",106.92,47.92
"419",39.7,47.233333
"420",129.3113596,35.5383773
"421",118.886856,42.257817
"422",130.318879,46.799778
"423",-90.0489801,35.1495343
"424",44.009167,36.191111
"425",76.7794179,30.7333148
"426",34.989571,32.7940463
"427",32.483333,37.866667
"428",78.7046725,10.7904833
"429",-111.8910474,40.7607793
"430",-48.5481743,-27.5949884
"431",118.674767,37.434751
"432",39.6682065,-4.0434771
"433",-89.627433,20.9660441
"434",30.059444,-1.943889
"435",3.057256,50.62925
"436",4.8951679,52.3702157
"437",113.926975,35.302928
"438",75.8647527,25.2138156
"439",120.758543,30.753924
"440",7.7,11.066667
"441",15.049167,12.113056
"442",-100.9855409,22.1564699
"443",116.798265,33.955845
"444",120.894291,31.980172
"445",50.8759419,34.6399443
"446",76.6393805,12.2958104
"447",79.4304381,28.3670355
"448",11.07675,49.45203
"449",55.9720554,54.7387621
"450",91.7362365,26.1445169
"451",-86.783333,36.166667
"452",30.7233095,46.482526
"453",-75.5335769,10.41373
"454",137.7261258,34.7108344
"455",-10.801389,6.313333
"456",25.6,-33.958056
"457",127.9784585,37.6639976
"458",35.046183,48.464717
