"","CityGTD","DistKM","fake","long","lat.x","name","X","lon","lat.y"
"64","elmango",6.0041727941435,1,-75.99,6.41,"caicedo",856,-75.9376146,6.3958068
"89","hashimiyah",6.00864067182854,1,43.14,36.34,"mosul",932,43.1783764,36.3843695
"74","galilee",6.04478759791906,1,35.53,32.8,"tiberias",451,35.5876697,32.8244805
"157","rashakai",6.18739338796975,1,71.99,34.07,"risalpur",1514,72.021667,34.119167
"202","tierraalta",6.43784939978496,1,-73.49,4.27,"cumaral",522,-73.4460123,4.2320625
"3","ahnif",6.44439219229798,1,4.32,36.37,"assurfa",510,4.261944,36.335833
"30","benburb",6.57614385530975,1,-6.66667,54.45,"moy",1099,-6.74394,54.41178
"55","dobsonville",6.64910828230171,1,27.84,-26.28,"johannesburg",758,27.863611,-26.223889
"29","bekkersdal",6.80004804148749,1,27.65,-26.32,"johannesburg",1056,27.7036143,-26.2821607
"20","azacualpa",6.8167102358725,1,-88.95,14.04,"chalatenango",877,-88.9856574,13.9891678
"180","santurce",6.92528306655121,1,-66.1061111,18.4683333,"sanjuan",1602,-66.047222,18.440833
"49","choirong",7.13421069371314,1,100.48739,14.62161,"banthaitan",393,100.5536063,14.6210834
"208","urchiza",7.18502163958628,1,-76.41,-8.42,"uchiza",1570,-76.4619911,-8.4592507
"181","sardheri",7.24762668801426,1,71.77,34.18,"peshawar",315,71.845274,34.1611735
"48","chisnau",7.38561174488493,1,28.83,47.03,"chisinau",957,28.916667,47
"198","tairharfa",7.47143817895199,1,35.13972,33.11806,"ennaqoura",955,35.2190723,33.126993
"81","golanheights",7.5596326615467,1,34.91,31,"yeroham",1389,34.851612,31.046051
"199","talkali",7.6685751262176,1,70.07117,33.00059,"miranshah",1519,70.1046474,32.9374644
"34","bophuthatswana",7.69841278252708,1,27.24,-25.65,"rustenburg",1057,27.3021879,-25.6093705
"137","nowgam",7.75600213675138,1,74.79,34.09,"srinagar",912,74.8243939,34.0262062
"169","sanignacio",7.85005062139937,1,-89.2,14.4,"antiguaocotepeque",352,-89.1729807,14.3341209
"98","jutiapa",8.10604409963145,1,-89.92,14.12,"comapa",236,-89.9253233,14.1930802
"191","sonitpor",8.3118039780365,1,92.79,26.63,"tezpur",303,92.8577105,26.6738851
"65","elporvenir",8.38559971544206,1,-86.62,13.35,"lassabanas",1447,-86.550554,13.3165282
"77","germiston",8.53317118180482,1,28.23,-26.27,"johannesburg",320,28.167222,-26.217778
"167","sanchezmira",8.65658889923377,1,121.165699,18.610905,"namuac",1045,121.233333,18.566667
"113","lapenca",8.66818151111982,1,-85.89,11.5,"belen",979,-85.9679349,11.5152518
"94","iledecavallo",8.93790358395004,1,9.15941,41.3874,"bonifacio",536,9.2633141,41.3686469
"193","souanine",9.49867561521566,1,3.89,36.92,"dalis",1204,3.7879621,36.8952692
"112","lapalma",9.89640983096524,1,-89.2,14.4,"antiguaocotepeque",237,-89.166667,14.316667
"215","zekri",10.013874325344,1,4.47,36.77,"buzqan",834,4.5793248,36.790224
"143","pampacancha",10.0561842500526,1,-77.65,-9.29,"carhuaz",1030,-77.6190412,-9.2044388
"60","elancer",10.2367680689885,1,6.27,36.76,"almiliyah",650,6.166667,36.8
"165","sanaagoran",10.4153634957132,1,-78.05,-7.81,"huamachuco",470,-78.1414598,-7.7865645
"133","nala",10.7436258751397,1,73.91667,33.51667,"kotli",1004,73.8261001,33.4564748
"45","chavin",10.8266592695392,1,-77.53,-9.53,"huaraz",1017,-77.5354295,-9.4322622
"5","altobayano",10.8945663217345,1,-79.1,9.17,"chepo",577,-79.016667,9.116667
"72","figari",11.3664544192007,1,9.15941,41.3874,"bonifacio",893,9.130112,41.48734
"162","rupandehi",11.6158412315947,1,83.45,27.71,"butwal",458,83.3789389,27.6264239
"109","lalaguna",11.7444652781069,1,-89.05,14.18,"sanfranciscomorazan",293,-88.9425836,14.1631729
"63","ellimon",11.7480632572253,1,-89.5,13.74,"sansalvador",528,-89.3914251,13.7368599
"141","ouledbrahim",11.7823421555539,1,2.91,36.14,"birwaqiyah",1198,2.933611,36.244444
"23","banadia",11.8836209096942,1,-71.92,6.99,"saravena",852,-71.852686,6.9062
"209","uttarpradesh",12.2215817326459,1,80.2,27.633333,"pihani",921,80.0981869,27.5705886
"88","hasbeya",12.4560776706994,1,35.59,33.34,"marjuyun",1403,35.7188463,33.3703499
"139","omanthai",12.582042722884,1,80.49,8.76,"vavuniya",1083,80.5077237,8.872387
"125","mazer",12.6508948781946,1,6.34706,35.25881,"arris",1192,6.2083985,35.2506924
"2","ahmadkhel",12.703515625742,1,69.7,33.94,"alihayl",1122,69.65,33.833333
"206","toghsarai",12.8315374788388,1,71.05,33.54,"hangu",1521,70.9735351,33.4436701
"104","korangi",12.8890577048732,1,67.01,24.86,"karachi",255,67.1318397,24.8256705
"194","soutpansberg",12.9002269318317,1,29.89,-23.04,"louistrichardt",1636,29.7688889,-23.0083333
"21","azeffoun",13.0012768719326,1,4.33,36.8,"agrib",1178,4.4240151,36.8895311
"22","azzefoun",13.0012768719326,1,4.33,36.8,"agrib",815,4.4240151,36.8895311
"42","canonegro",13.0373785262893,1,-83.82,12.02,"elcoral",1441,-83.9097923,11.9420592
"197","sumal",13.2100689623156,1,-91.15,15.41,"nebaj",900,-91.169533,15.52787
"110","lalpur",13.9431687219154,1,70.87,34.25,"batsawul",1148,70.95468,34.3542162
"53","damour",14.1370641390545,1,35.54417,33.83389,"beirut",952,35.4547307,33.7306091
"145","paquibato",14.2457935186929,1,125.416667,7.233333,"davaocity",746,125.4672368,7.3518379
"36","buale",15.081199056184,1,42.57377,1.25311,"dujuuma",1053,42.7076107,1.2317783
"154","quinua",15.4297197892435,1,-74.22,-13.17,"ayacucho",585,-74.139107,-13.05526
"123","manu",15.4388687582164,1,91.85436,23.936,"ambasa",1345,91.9905996,23.9972939
"85","hakmana",15.6415048362887,1,80.79,6.03,"tanggalla",1073,80.6576623,6.0795539
"114","lasdelicias",16.3526197733472,1,-85.39,13.23,"waslala",713,-85.24249,13.2610936
"146","penasblancas",16.9195464681338,1,-85.75,13.42,"elcua",983,-85.6725,13.2872222
"176","santander",17.0568795919078,1,-73.51,6.7,"elcarmen",287,-73.6536209,6.6437076
"17","ataikula",17.3221160455822,1,89.24,24,"pabna",840,89.4068138,24.0313053
"184","saydabad",17.4960657958086,1,68.93,33.97,"barakibarak",278,68.7631916,33.8955188
"71","ferozepore",18.3778319089854,1,73.25,30,"bahawalnagar",684,73.2155556,30.1630556
"78","ghalanai",19.2585233645964,1,71.57,34.22,"peshawar",311,71.4,34.321111
"207","ulcumayo",19.8869042992843,1,-76.05,-10.91,"carhuamayo",1569,-75.8780855,-10.9688336
"186","sheikhabad",19.9517364413351,1,68.93,33.97,"barakibarak",639,68.7617012,34.0827715
"32","betoyes",20.7300564445252,1,-71.74,6.46,"tame",853,-71.555267,6.4915649
"105","kubaysah",20.777412462651,1,42.83,33.65,"hit",556,42.617222,33.591667
"117","macinaggio",21.3046485516179,1,9.45,42.76667,"brando",1306,9.450356,42.958448
"40","callejondehuaylas",21.3362587759238,1,-77.82,-9.05,"caraz",1529,-77.8924608,-8.8710472
"102","khakrez",22.7446329225287,1,65.69,31.61,"qandahar",275,65.5707852,31.7880105
"118","mahindapura",23.2344009226158,1,81.12,6.13,"hambantota",1657,81.2554783,6.2904994
"4","almar",23.2980414624813,1,64.77,35.93,"maymanah",499,64.5333,35.8464
"6","amiriyatalfallujah",23.4190320265767,1,43.77,33.36,"alfallujah",691,43.8649341,33.1644862
"46","cheddikulam",23.7413353691631,1,80.49,8.76,"vavuniya",323,80.2962385,8.6655956
"182","sarin",25.0140207911944,1,-78.05,-7.81,"huamachuco",1563,-77.8595963,-7.9329235
"216","zurmat",25.2616538854936,1,69.22,33.6,"gardez",509,69.0314536,33.4358885
"131","musakhel",25.3314178187814,1,69.92,33.34,"khowst",505,69.7882627,33.5399109
"203","timergara",25.9363165967977,1,71.97,34.62,"batkhela",379,71.840833,34.828056
"178","santarosadelima",26.5280499669106,1,-74.39,9.8,"nuevagranada",1246,-74.4591572,9.5701817
"192","sori",26.7293996032514,1,67.1,36.7,"mazaresarif",809,67.1713889,36.4661111
"144","pantukan",27.0078744322231,1,126.272683,7.040502,"limot",593,126.1562026,7.2552217
"62","elguabo",27.0306329316132,1,-84.99,12.05,"villasandino",971,-84.8163822,12.2247088
"135","necoast",27.9358451877929,1,79.89,8.97,"mannarama",1082,79.9621519,8.7278255
"14","ashaka",27.9502675138668,1,11.34,11.07,"nafada",717,11.5148604,10.8856182
"172","sankhuwasabha",28.1277631634284,1,87.22,27.37,"khandbari",1436,87.1422895,27.6141916
"95","jere",28.2076482824709,1,8.89,9.93,"jos",1472,8.9010809,10.1847867
"56","dokan",29.260230546781,1,45.12,36.18,"qalatdizah",1371,44.9621033,35.9495589
"136","nedunkerni",29.9069048757524,1,80.8166667,9.2666667,"mullaitivu",1660,80.6493396,9.053435
"50","chokpot",31.4790405232357,1,90.22,25.52,"tura",1332,90.4408037,25.3186615
"134","nawagai",31.5780277185751,1,72.47,34.13,"swabi",378,72.558932,34.404932
"173","sanmarcos",34.5909454443244,1,-78.04,-7.62,"cajabamba",1561,-78.169722,-7.335278
"11","aouf",34.774453849227,1,0.14,34.84,"saidah",1176,0.3571841,35.0974693
"187","sholgara",35.8494989193883,1,66.87,36.33,"sulgara",506,67.237117,36.2035342
"15","asmara",36.613591391304,1,41.44,11.56,"asayita",427,41.5438889,11.2452778
"99","kallar",37.1578410809619,1,81.22,8.58,"trincomalee",1075,81.2833333,8.25
"152","pottuvil",37.481916084153,1,81.5,6.8,"wattegama",391,81.8306334,6.8752706
"147","pichanaki",37.8290110722774,1,-75.22,-10.97,"perene",1032,-74.8770282,-10.9242648
"54","deniyaya",37.8556575526769,1,80.71,6.65,"balangoda",606,80.5596582,6.3424847
"9","andamarca",39.2670362765216,1,-74.13,-14.7,"puquio",733,-73.9624327,-14.3848678
"159","razmak",40.6063856011099,1,70.06,33,"miramshah",466,69.829959,32.6895877
"204","tminou",41.4951417184688,1,93.983333,24.483333,"kakching",1355,94.2676545,24.2140807
"155","rabiaa",42.0012114092196,1,42.15,37.18,"almalikiyah",695,42.088889,36.804722
"106","kwazulu",42.2377470547912,1,28.1,-32.33,"butterworth",1629,28.1780919,-31.9549395
"108","ladakh",42.6690325634487,1,77.583333,34.166667,"leh",1342,78,34
"188","shoqra",42.7386235572319,1,45.38073,13.12871,"zinjibar",1744,45.699722,13.355833
"115","leego",43.2590846593119,1,44.89,2.62,"wanlaweyn",1054,44.5136111,2.7188889
"210","vakarai",43.8634577310583,1,81.6038,7.7782,"eravurtown",1677,81.434079,8.1369099
"59","easterntransvaal",46.6565379979274,1,30.98,-25.47,"nelspruit",1060,30.5279096,-25.565336
"156","rashad",47.260850909246,1,44.41,35.47,"kirkuk",449,44.0877118,35.1358494
"163","sabayoi",47.9861758658694,1,100.43,6.63,"sadao",1696,100.8451467,6.5038266
"149","pilpichaca",53.1577330348839,1,-74.72,-12.93,"lircay",1033,-74.9975,-13.3261109
"160","rosario",54.3142632270576,1,-69.05,-16.57,"desaguadero",1034,-69.35,-16.966667
"214","zehri",60.4323773675337,1,66.58,29.03,"kalat",1522,66.9034936,28.5651239
"92","hualla",60.5635677821446,1,-73.43,-13.65,"talavera",1537,-73.9521468,-13.84783
"205","tocota",63.7387835599618,1,-74.63,-15.43,"acari",1567,-74.0784785,-15.6442505
"153","putaccasa",76.9333327703871,1,-74.13,-14.7,"puquio",1557,-74.3833329,-14.05
"164","sacsamarca",85.817614639011,1,-74.13,-14.7,"puquio",1035,-74.3121886,-13.944985
"140","oroya",93.222685437911,1,-70.44,-14.07,"macusani",1028,-70.7,-13.266667
"24","banibangou",101.848800437417,1,3.33,14.35,"filingue",1468,2.705,15.0408
"18","awaran",109.690420263565,1,66.3,26.23,"bela",573,65.2307964,26.4583879
"1","abyei",122.579639815084,1,28.10037,8.53324,"gogrial",771,28.4367551,9.5898957
"43","caqueta",123.656161770199,1,-74.85,1.34,"cartagenadelchaira",855,-73.8419063,0.869892
"66","elwak",153.510210982172,1,40.05,1.75,"wajir",944,40.933333,2.816667
