"","merge","lng","lat","population"
"56","Bara Banda, pakistan","72.36306","34.40222","0"
"57","Bara district, nepal","84.98333","27.16667","0"
"58","Barakin Ladi, nigeria","8.89258","9.53729","0"
"59","Barawal, pakistan","71.76357","35.09054","0"
"60","Bardibas, nepal","85.89363","26.9833","0"
"61","Bare Tai, thailand","101.65","6.61667","0"
"62","Barikot, pakistan","72.22355","34.67766","0"
"63","Barra de Rio Grande, nicaragua","-83.52451","12.90702","0"
"64","Barwaaqo, somalia","42.18681","3.48318","0"
"65","Barwal, pakistan","73.93879","32.76551","0"
"66","Bataan, philippines","120.46416","14.87314","66670"
"67","Batman Province, turkey","41.13221","37.88738","381990"
"68","Batwar, pakistan","71.51414","34.92564","0"
"69","Bayelsa, nigeria","6.26417","4.92472","24335"
"70","Bayona, spain","-8.81667","42.1","0"
"71","Bayrampasa, turkey","39.82221","40.17294","0"
"72","Behovia, spain","-1.76199","43.3428","0"
"73","Bekar, pakistan","72.29619","34.34521","0"
"74","Belauri, nepal","86.25356","27.42625","0"
"75","Beliatta, srilanka","80.73252","6.0496","0"
"76","Bellpat, pakistan","68.01154","28.99039","0"
"77","Benguet Province, philippines","120.5875","16.455","41258"
"78","Benicasim, spain","0.06667","40.05","18098"
"79","Beytussebab, turkey","43.16583","37.56318","8161"
"80","Bhairawa, nepal","83.45","27.5","63367"
"81","Bhandara, nepal","84.64802","27.6027","0"
"82","Bhorletar, nepal","84.24159","28.15501","0"
"83","Bibi Nani, pakistan","67.40683","29.70976","0"
"84","Bilampi, nicaragua","-85.03333","12.93333","0"
"85","Bilin, myanmar","96.12766","21.67163","0"
"86","Boca de Cupe, panama","-77.58333","8.05","0"
"87","Bocekli, turkey","36.33528","37.27542","0"
"88","Boqueron, peru","-71.84157","-17.14197","0"
"89","Bo Thong, thailand","99.48281","17.33519","0"
"90","Boya, pakistan","69.92243","32.95754","0"
"91","Brahmapuri, nepal","84.32633","27.44336","0"
"92","Bugarama, rwanda","29.0115","-2.6438","0"
"93","Bukardi, turkey","40.1725","38.46806","0"
"94","Bukit, thailand","101.06667","5.81667","0"
"95","Buldibuyo, peru","-77.39524","-8.12705","0"
"96","Buleda, pakistan","63.15936","26.30971","0"
"97","Buttala, srilanka","81.2488","6.7608","0"
"98","Bwera, uganda","30.45","-0.15","0"
"99","Cadiz City, philippines","123.3126","10.9564","0"
"100","Cagayan Province, philippines","121.72694","17.61306","115105"
"101","Caglayan, turkey","42.93333","40.55","0"
"102","Cajamarquilla, peru","-76.11667","-10.5","0"
"103","Cali, peru","-74.18833","-15.86473","0"
"104","Campoy, peru","-76.9613","-12.0142","0"
"105","Carhua Pampa, peru","-74.63797","-12.92055","0"
"106","Castrovirreyna, peru","-75.31667","-13.26667","0"
"107","Catak, turkey","42.67528","40.40154","0"
"108","Cayirli, turkey","40.41251","38.20591","0"
"109","Ceel Cadde, somalia","43.77526","2.46113","0"
"110","Celtikli, turkey","40.88","37.85722","0"
"111","Cemisgezek, turkey","38.91111","39.06167","0"
"112","Central, philippines","125.61278","7.07306","1212504"
"113","Central Province, srilanka","80.6356","7.2955","111701"
"114","Cestona, spain","-2.2579","43.23973","0"
"115","Chaca, peru","-70.28333","-15.95","0"
"116","Chacarilla, peru","-77.1","-12.03333","0"
"117","Chamarkand, pakistan","71.22153","34.68997","0"
"118","Chang Phuak, thailand","98.98333","18.8","0"
"119","Chapri, pakistan","71.39111","32.97944","0"
"120","Chattar, pakistan","67.2946","28.4655","0"
"121","Chavalakadai, srilanka","81.78333","7.41667","0"
"122","Chiara, peru","-71.37917","-14.085","0"
"123","Chihua, peru","-73.9939","-15.25021","0"
"124","chontacancha, peru","-74.71578","-12.90408","0"
"125","Chorrera, nicaragua","-87.28562","12.74625","0"
"126","Chuap, thailand","101.83333","6.26667","0"
"127","Chumbes, peru","-73.90598","-13.41894","0"
"128","Chupan, peru","-76.64889","-9.74694","0"
"129","Chuschi, peru","-74.35056","-13.58556","0"
"130","Cizurquil, spain","-2.0742","43.19917","0"
"131","Colcabamba, peru","-74.16429","-13.20677","0"
"132","Colombo District, srilanka","79.87116","6.84019","0"
"133","Comas, peru","-77.06667","-11.95","0"
"134","Corpanqui, peru","-77.18389","-10.29568","0"
"135","Currimao, philippines","120.4876","18.0182","0"
"136","Daglica, turkey","42.91794","39.51019","0"
"137","Dallo Khel, pakistan","70.86006","32.60259","0"
"138","Damadola, pakistan","71.46783","34.80508","0"
"139","Dang, nepal","82.3","28.11667","0"
"140","Dang (District), nepal","82.54739","28.00526","0"
"141","Dapitan City, philippines","123.4227","8.6561","50514"
"142","Darfur, sudan","25.34936","13.62793","252609"
"143","Dargai, pakistan","71.88722","34.18083","0"
"144","Daryeabad, tajikistan","68.82948","38.51105","0"
"145","Davao Oriental Province, philippines","126.21655","6.95508","105908"
"146","Davao Del Norte Province, philippines","125.80778","7.44778","233254"
"147","Dehgan, pakistan","69.67224","32.89186","0"
"148","Dereler, turkey","36.29809","41.24068","0"
"149","Deusto, spain","-2.94854","43.27152","0"
"150","Dhand, pakistan","72.6493","35.08377","0"
"151","Dhobley, somalia","42.3071","2.4906","0"
"152","Dikbiyik, turkey","36.615","41.22078","0"
"153","Dinas, philippines","123.33833","7.61472","0"
"154","Din Daeng, thailand","98.23589","8.51033","0"
"155","Divulapitiya, srilanka","80.0094","7.224","0"
"156","Dobrosin, serbia","21.63568","42.44956","0"
"157","Domail, pakistan","70.75796","33.02304","0"
"158","Ducuali, nicaragua","-86.39749","13.41646","0"
"159","Dukki, pakistan","70.21516","28.46242","0"
"160","Eastern Province, zambia","28.28713","-15.40669","1267440"
"161","Eastern Province, srilanka","81.2335","8.5711","108420"
"162","Eastern Sri Lanka, srilanka","81.2335","8.5711","108420"
"163","El Adde, somalia","43.77526","2.46113","0"
"164","El Algodon, nicaragua","-86.79583","12.83708","0"
"165","El Aparejo, nicaragua","-85.15","13","0"
"166","El Bosque, nicaragua","-84.67788","13.97601","0"
"167","El Cacao, nicaragua","-86.01682","12.78086","0"
"168","El Cardon, nicaragua","-86.48548","12.40439","0"
"169","El Corozo, nicaragua","-84.89335","12.09292","0"
"170","El Coyolito, nicaragua","-86.71667","12.8","0"
"171","El delirio, nicaragua","-86.46667","12.1","0"
"172","El Mojon, nicaragua","-86.04916","13.21548","0"
"173","El Ocote, nicaragua","-85.9377","12.85494","0"
"174","Elpitiya, srilanka","80.5954","7.1864","0"
"175","El Portillo, nicaragua","-86.14012","12.08835","0"
"176","El Romeral, spain","-3.88762","38.03519","0"
"177","El Salto, nicaragua","-86.413","11.87401","0"
"178","El Salvador, peru","-71.26501","-17.61902","0"
"179","El Silencio, nicaragua","-86.01878","13.8761","0"
"180","El Tambo, peru","-75.20486","-12.06513","376657"
"181","Erapata, peru","-71.52506","-14.69603","0"
"182","Esquipulas, nicaragua","-85.78734","12.66446","0"
"183","Faqirabad, pakistan","62.98333","26.03333","0"
"184","Fatima, philippines","124.48333","10.05067","0"
"185","Fatima, nicaragua","-87.23333","12.56667","0"
"186","Feroz Khel, pakistan","70.14263","33.83331","0"
"187","Galgala, somalia","49.05684","10.99013","0"
"188","Gama, nepal","82.57522","28.24973","0"
"189","Garki, nigeria","8.7995","12.83756","0"
"190","Gecitalan, turkey","43.28457","39.66327","0"
"191","Ghaljo, pakistan","71.27673","34.68649","0"
"192","Gharm, tajikistan","70.37446","39.02871","10771"
"193","Ghoriwala, pakistan","70.72802","32.90491","0"
"194","Giciye, rwanda","29.561","-1.7","0"
"195","Gomal, pakistan","70.15806","32.11583","0"
"196","Goof Guduud, somalia","43.46964","3.3158","0"
"197","Gorentepe, turkey","40.9495","38.22899","0"
"198","guetaria, spain","-2.20444","43.30326","2530"
"199","Guinobatan, philippines","123.5987","13.1913","0"
"200","Gulburnu, turkey","42.09249","37.64804","0"
"201","Gumbat, pakistan","72.41195","34.25935","0"
"202","Guneycam, turkey","42.46165","37.6438","0"
"203","Gwange, nigeria","12.17201","10.01952","0"
"204","Haft Wali, pakistan","67.44412","28.97853","0"
"205","Hanwella, srilanka","80.0796","6.9086","0"
"206","Huacaybamba, peru","-76.95293","-9.03819","0"
"207","Huachipa, peru","-76.93068","-11.99881","0"
"208","Huachocolpa, peru","-74.98207","-13.03939","0"
"209","Huahuapuquio, peru","-74.16667","-13.6","0"
"210","Hualla, peru","-75.77385","-13.67344","0"
"211","Huallaga, peru","-76.77158","-6.93395","14894"
"212","Huamanguilla, peru","-75.69057","-14.07291","0"
"213","Huamanquiquia, peru","-74.27278","-13.73","0"
"214","Huambalpa, peru","-73.80387","-13.78156","0"
"215","Huancaruma, peru","-72.31743","-15.21961","0"
"216","Huari Pampa, peru","-76.79128","-9.20566","0"
"217","Huasta, peru","-77.00367","-10.1214","0"
"218","Huaylas, peru","-77.80901","-9.04692","10926"
"219","Huaytuna, peru","-76.70959","-9.83839","0"
"220","Hungama, srilanka","80.9309","6.1087","0"
"221","Hungduan, philippines","121.00524","16.83566","0"
"222","Idak, pakistan","70.56935","33.00651","0"
"223","Ifugao, philippines","121.02464","16.93046","0"
"224","Igdir Province, turkey","44.045","39.92371","75721"
"225","Igorre, spain","-2.76667","43.16667","0"
"226","Ikot Abasi, nigeria","8.003","5.0021","0"
"227","Ikoyi, nigeria","3.44222","6.45606","0"
"228","Ilocos Norte, philippines","120.5957","18.1978","102105"
"229","Inarwa, nepal","86.83333","26.5","0"
"230","Inayat Qala, pakistan","71.457","34.75409","0"
"231","Indanan, philippines","120.98472","5.97722","0"
"232","Ingiriya, srilanka","80.176","6.7438","0"
"233","Iruna de la Oca, spain","-2.80949","42.81844","0"
"234","Islamgarh, pakistan","72.57222","33.81443","0"
"235","Ispaster, spain","-2.53333","43.36667","616"
"236","Istinye, turkey","29.05094","41.11008","0"
"237","Iyakachchi, srilanka","80.4","9.56667","0"
"238","Jaji, nigeria","7.56889","10.8237","0"
"239","Jalabela, pakistan","71.69278","34.10444","0"
"240","Jaleshwor, nepal","85.79794","26.65178","0"
"241","Jamaare, nigeria","9.93139","11.66667","0"
"242","Jarapa, peru","-74.62155","-12.96167","0"
"243","Jehangira, pakistan","72.22473","33.96381","0"
"244","Jere, nigeria","7.43333","9.56667","0"
"245","Jesus, peru","-76.63052","-10.07865","0"
"246","Jicaro, nicaragua","-86.13852","13.7229","0"
"247","Jinnah, pakistan","73.0202","33.5626","0"
"248","Jorpati, nepal","87.88714","27.19768","0"
"249","Kabang, thailand","100.17472","16.14561","0"
"250","Kaddi, pakistan","68.13606","24.97198","0"
"251","Kaduwela, srilanka","80.83333","7.5","0"
"252","Kafountine, senegal","-16.73889","12.92528","0"
"253","Kaga, nigeria","7.26667","13.08333","0"
"254","Kaga, pakistan","71.85445","34.95133","0"
"255","Kahan, pakistan","67.73292","24.61707","0"
"256","Kala Khel, pakistan","70.63609","32.95937","0"
"257","Kalam, pakistan","73.24235","33.78921","0"
"258","Kalinga, philippines","121.46799","17.47378","27048"
"259","Kalkudah, srilanka","81.5874","7.7191","0"
"260","Kalpitiya, srilanka","79.7628","8.2372","0"
"261","Kaluwanchikudi, srilanka","81.78333","7.51667","0"
"262","Kampong Buke, thailand","101.36667","6.58333","0"
"263","Kanak, pakistan","66.59802","27.79918","0"
"264","Kanchanpur, nepal","82.17083","28.20878","0"
"265","Kankesanthurai, srilanka","80.04295","9.80955","0"
"266","Kankesanturai, srilanka","80.04295","9.80955","0"
"267","Kantale, srilanka","81.0003","8.35","0"
"268","Kanzenze, rwanda","29.37571","-1.63191","0"
"269","Kapalong, philippines","125.55861","7.77056","0"
"270","Kapilvastu, nepal","83.05356","27.5445","0"
"271","Karabayir, turkey","37.62355","40.48497","0"
"272","Karamar, pakistan","71.95704","34.85289","0"
"273","Karapola, srilanka","81.13333","7.91667","0"
"274","Karativu, srilanka","81.83333","7.38333","0"
"275","Karuma, uganda","32.23386","2.23377","0"
"276","Kasibu, philippines","121.2965","16.3167","0"
"277","Kataragama, srilanka","81.3346","6.4134","0"
"278","Kathan, pakistan","66.62221","27.81041","0"
"279","Kavango, namibia","19.76667","-17.93333","58172"
"280","Kayaga, philippines","124.80583","7.11333","0"
"281","Khadizai, pakistan","71.29111","33.61694","0"
"282","Khao Tum, thailand","101.30536","6.61608","0"
"283","Khayest, pakistan","70.80318","33.88699","0"
"284","Khazana, pakistan","71.86669","34.96608","0"
"285","Khirgi, pakistan","70.20667","32.30667","0"
"286","Khok Khian, thailand","101.78445","6.46544","0"
"287","Khozai, pakistan","69.7825","31.15556","0"
"288","Khyber, pakistan","71.57849","34.008","1218773"
"289","Kiawas, nicaragua","-84.13333","13.16667","0"
"290","Kibleg, philippines","124.16417","7.055","0"
"291","Kilambe, nicaragua","-85.78333","13.55","0"
"292","Kinniya, srilanka","81.18333","8.48333","0"
"293","Kirikkale Province, turkey","33.50639","39.84528","211138"
"294","Kirkbulak, turkey","40.23924","38.80257","0"
"295","Kitgum (District), uganda","32.88667","3.27833","56891"
"296","Kodagoda, srilanka","80.3953","6.0216","0"
"297","Kofarnikhon, tajikistan","69.01354","38.55632","45693"
"298","Kokkilai, srilanka","80.95","9","0"
"299","Kok Pho, thailand","101.31095","17.28864","0"
"300","Kollupitiya, srilanka","79.85333","6.90056","0"
"301","Komari, srilanka","81.8621","6.9897","0"
"302","Kotki, pakistan","71.01632","33.48055","0"
"303","Kotwali, pakistan","72.00121","30.54674","0"
"304","Kuchchaveli, srilanka","81.099","8.8146","0"
"305","Kumbotso, nigeria","8.50217","11.888","0"
"306","Kundasale, srilanka","80.7001","7.2737","0"
"307","Kyondo, uganda","29.9","-0.93333","0"
"308","Kyondo, myanmar","98.04309","16.59559","0"
"309","Laag, somalia","49.1823","11.0435","0"
"310","La Arboleda, spain","-3.05497","43.28464","0"
"311","Labason, philippines","122.52167","8.06917","0"
"312","Labu-Labu, philippines","125.04528","7.11417","3267"
"313","La Campana, nicaragua","-85.74395","11.24146","0"
"314","La Compania, peru","-71.27236","-17.62201","0"
"315","Laguna, philippines","121.4161","14.2814","108145"
"316","Lahan, thailand","101.29901","12.85173","0"
"317","Lala, nigeria","12.06667","8.73333","0"
"318","La Leona, nicaragua","-85.76667","11.15","0"
"319","Lamjung, nepal","84.3638","28.20992","0"
"320","La Mora, nicaragua","-87.08333","12.63333","0"
"321","La Morada, peru","-77.51861","-6.95361","0"
"322","Lamot, philippines","121.3281","14.1564","0"
"323","Lamphu, thailand","102.44068","17.20406","34401"
"324","Lanao Del Sur Province, philippines","124.28395","8.0034","143627"
"325","La Perla, peru","-76.79833","-11.37278","0"
"326","La Pinuela, nicaragua","-86.21147","11.60489","0"
"327","La Providencia, nicaragua","-86.3369","11.97847","0"
"328","La Rica, nicaragua","-86.05","13.41667","0"
"329","Las Brisas, nicaragua","-85.74395","11.24146","0"
"330","Las Crucitas, nicaragua","-86.11343","11.85821","0"
"331","Las Lomas, nicaragua","-86.32814","11.67391","0"
"332","Las Manos, nicaragua","-86.57117","13.79465","0"
"333","Las Minas, nicaragua","-86.00833","12.80111","0"
"334","Las Palomas, nicaragua","-85.23333","12.86667","0"
"335","Las Pavas, nicaragua","-85.47858","12.72963","0"
"336","Las Penitas, nicaragua","-85.9203","12.37701","0"
"337","La Tronquera, nicaragua","-84.10914","14.56106","0"
"338","La Union, nicaragua","-86.15","11.78333","0"
"339","La Vainilla, nicaragua","-85.24166","12.0129","0"
"340","La Vigia, nicaragua","-85.91291","13.4747","0"
"341","Lawaan, philippines","123.42982","9.96855","0"
"342","La Zopilota, nicaragua","-86.56483","12.30929","0"
"343","Lecumberri, spain","-1.89257","43.0005","0"
"344","Lehri, pakistan","73.55","33.53333","0"
"345","Leiza, spain","-1.91667","43.08333","0"
"346","livingstone, zambia","25.85425","-17.84194","109203"
"347","Llusita, peru","-74.11667","-13.7","0"
"348","Loiola, spain","-1.96466","43.30547","0"
"349","Los Angeles, peru","-76.74743","-7.0119","0"
"350","Los Cerritos, nicaragua","-84.95042","11.68723","0"
"351","Los Laureles, nicaragua","-86.00638","12.26929","0"
"352","Los Robles, nicaragua","-85.95189","13.17107","0"
"353","Lumba Bayabao, philippines","124.38333","7.88333","0"
"354","Luna Norte, philippines","126.15889","9.78417","0"
"355","Lund Khwar, pakistan","71.98139","34.39028","0"
"356","Macachacra, peru","-74.2","-12.98333","0"
"357","Machente, peru","-73.87261","-12.68309","0"
"358","Machh, pakistan","67.32979","29.86371","16930"
"359","Madalla, nigeria","7.21333","9.10444","11771"
"360","Madalum, philippines","123.1488","7.6585","0"
"361","Madama, niger","13.6473","21.94573","0"
"362","Madre Mia, peru","-76.21275","-8.73911","0"
"363","Madyan, pakistan","72.53798","35.14102","0"
"364","Mae Lan, thailand","101.23958","6.66114","0"
"365","Mafa, nigeria","13.60103","11.92425","0"
"366","Magara, turkey","39.91894","38.78582","0"
"367","Maguindanao Province, philippines","124.43972","7.20417","1273715"
"368","Mahayahay, philippines","123.7551","11.9251","0"
"369","Mai Kaen, thailand","100.79919","6.82033","0"
"370","Mainok, nigeria","12.63067","11.83022","0"
"371","Makin, pakistan","68.38333","27.1","0"
"372","Malabe, srilanka","80.511","7.4726","0"
"373","Malakand, pakistan","71.78778","34.86537","0"
"374","Malasiqui, philippines","120.414","15.9201","0"
"375","Malatya Province, turkey","38.31667","38.35018","441805"
"376","Mamozai, pakistan","71.11095","34.49637","0"
"377","Mamuzai, pakistan","70.15509","33.85384","0"
"378","Manampitiya, srilanka","81.11667","7.9","0"
"379","Mancotal, nicaragua","-85.96667","13.24569","0"
"380","Mandeo, pakistan","70.55876","32.91997","0"
"381","Mandur, srilanka","81.75","7.48333","0"
"382","Maneri, pakistan","72.39952","34.15976","0"
"383","Mangaize, niger","2.01518","14.81034","0"
"384","Mangalsen, nepal","81.25908","29.14256","0"
"385","Mangoli, pakistan","68.28253","28.4675","0"
"386","Manipay, srilanka","79.9899","9.7261","0"
"387","Manzai, pakistan","68.86375","30.11314","0"
"388","Marawila, srilanka","79.828","7.4106","0"
"389","Maraycancha, peru","-73.76098","-12.83079","0"
"390","Marcos, philippines","124.66667","6.73333","0"
"391","Markina, spain","-2.5","43.26667","0"
"392","Masiu, philippines","124.3175","7.81167","0"
"393","Matabeleland, zimbabwe","29","-20.93333","14450"
"394","Mattakkuliya, srilanka","79.8738","6.9747","0"
"395","Matuga, uganda","32.52139","0.46917","0"
"396","Matugama, srilanka","80.1128","6.5204","0"
"397","Matuguinao, philippines","124.8856","12.1446","0"
"398","Mayoc, peru","-75.74218","-11.38247","0"
"399","Medawachchiya, srilanka","80.4923","8.5345","0"
"400","Medio Mundo, nicaragua","-86.01667","11.88333","0"
"401","Meesalai, srilanka","80.1867","9.665","0"
"402","Meetiyagoda, srilanka","80.0895","6.1915","0"
"403","Mindanao, philippines","124.43972","7.20417","1273715"
"404","Mir Hassan, pakistan","68.67033","28.5311","0"
"405","Miryan, pakistan","70.91583","32.98087","0"
"406","Mohmand, pakistan","72.075","34.09","0"
"407","Mohnyin, myanmar","96.36863","24.77822","0"
"408","Mollepata, peru","-72.52222","-13.51194","0"
"409","Molo, philippines","122.54583","10.695","0"
"410","Monkey Point, nicaragua","-83.65853","11.59452","0"
"411","Monterrico, peru","-76.95962","-12.06597","0"
"412","Monzon, peru","-76.39404","-9.28073","0"
"413","Moraketiya, srilanka","80.86667","6.33333","0"
"414","Morrillo, nicaragua","-84.79098","11.24243","0"
"415","moya, peru","-76.98065","-9.91542","0"
"416","Mueang district, thailand","105.27624","15.49315","0"
"417","Mugu, nepal","82.51536","29.73015","0"
"418","Muhajiriyah, sudan","25.63333","12","0"
"419","Mullazai, pakistan","70.46528","32.41194","0"
"420","Mungo, suriname","-54.4","5.61667","0"
"421","Muntinlupa, philippines","121.0475","14.39028","0"
"422","Muradabad, pakistan","71.27753","30.17693","0"
"423","Nag, pakistan","65.25424","28.81181","0"
"424","Nagar, pakistan","72.97696","30.26796","0"
"425","Namhkan, myanmar","98.25084","22.03876","0"
"426","Nangere, nigeria","11.07052","11.86444","0"
"427","Naranjal, peru","-77.06529","-11.97201","0"
"428","Narli, turkey","43.59341","37.26661","0"
"429","Nasir Bagh, pakistan","71.43256","34.04064","0"
"430","Nazimabad, pakistan","67.0308","24.91521","0"
"431","Nedunkerni, srilanka","80.6582","9.0597","0"
"432","New Bataan, philippines","126.1298","7.604","3299"
"433","Nilaveli, srilanka","81.2009","8.6728","0"
"434","Ningolai, pakistan","72.41661","34.84506","0"
"435","Nittambuwa, srilanka","80.0938","7.1426","0"
"436","North Burma, myanmar","97.49825","24.46123","0"
"437","Northern Sri Lanka, srilanka","80.00742","9.66845","169102"
"438","Northern Uganda, uganda","32.29899","2.77457","146858"
"439","Nueva Ecija, philippines","120.96648","15.48586","220250"
"440","Nueva Esperanza, peru","-76.3278","-6.56509","0"
"441","Nunavil, srilanka","80.1317","9.6735","0"
"442","Nurar, pakistan","70.53417","32.90417","0"
"443","Nuwakot, nepal","83.89292","28.13112","0"
"444","Oddusudan, srilanka","80.6526","9.1513","0"
"445","Oghi, pakistan","73.00773","34.49823","0"
"446","Oriental Mindoro, philippines","121.48842","13.0357","43521"
"447","Oronjoy, peru","-73.43528","-13.38028","0"
"448","Orurillo, peru","-70.51306","-14.73","0"
"449","Otoca, peru","-74.63236","-14.48012","0"
"450","Ovecek, turkey","42.88434","37.90403","654"
"451","Owambo, namibia","16.65858","-18.24571","50"
"452","Paccha, peru","-75.49743","-11.85432","0"
"453","Pachacamac, peru","-76.85755","-12.22559","0"
"454","Pader (District), uganda","33.135","2.80056","11152"
"455","Padi, thailand","101.87172","6.07239","14274"
"456","Pado, thailand","101.33014","6.69461","0"
"457","Paidu Pulangi, philippines","124.565","7.01889","0"
"458","Paiwas, nicaragua","-85.12269","12.78571","7872"
"459","Paiwitas, nicaragua","-85.31667","12.88333","0"
"460","Palca, peru","-74.22133","-15.21804","0"
"461","Pallanchacra, peru","-76.20791","-10.39042","0"
"462","Pallca, peru","-76.96231","-10.19143","0"
"463","Palmayoc, peru","-75.32497","-12.30219","0"
"464","Palpa, nepal","83.4643","27.88924","0"
"465","Pancasan, nicaragua","-85.56241","12.92719","0"
"466","Pandarikulam, srilanka","80.48","8.7494","0"
"467","Pangasinan, philippines","120.4025","16.07","88818"
"468","Pangutaran, philippines","120.5836","6.3032","4712"
"469","Pankulam, srilanka","81.0317","8.6333","0"
"470","Pannala, srilanka","80.8633","7.1508","0"
"471","Pantar, philippines","124.25833","8.06611","0"
"472","Paraiso, peru","-77.63167","-11.21583","0"
"473","Paranaque, philippines","121.01749","14.48156","0"
"474","Paranthan, srilanka","80.4002","9.4413","0"
"475","Parasi, nepal","83.68063","27.5225","0"
"476","Parco, peru","-72.2","-13.95583","0"
"477","Pariacoto, peru","-76.88038","-9.86832","0"
"478","Parwanipur, nepal","85.72284","27.08245","0"
"479","Pasajes de San Pedro, spain","-1.93016","43.32442","0"
"480","Pasay, philippines","121","14.5333","0"
"481","Pashat, pakistan","71.52664","34.86545","0"
"482","Pashupatinagar, nepal","84.87718","27.19198","0"
"483","Patag, philippines","122.30647","14.07648","0"
"484","Pataz, peru","-77.59348","-7.78583","0"
"485","Periyakulam, srilanka","81.6968","7.6887","0"
"486","Phool Nagar, pakistan","73.95","31.2","86900"
"487","Pichari, peru","-73.81667","-12.5","0"
"488","Piliyandala, srilanka","79.9249","6.7999","0"
"489","Pintatagan, philippines","125.9508","7.0796","0"
"490","Pinukpuk, philippines","121.4","17.61667","0"
"491","Pir Baba, pakistan","74.08758","32.23955","0"
"492","Pitigala, srilanka","80.2162","6.3517","0"
"493","Pitumudi, thailand","101.28794","6.75808","0"
"494","Pola, philippines","121.44152","13.14379","0"
"495","Portonovo, spain","-8.82563","42.39424","0"
"496","Progreso, peru","-80.49472","-4.938","0"
"497","Pucayacu, peru","-76.39917","-9.19639","0"
"498","Pueblo Libre, peru","-77.07054","-12.07027","0"
"499","Puerto Sandino, nicaragua","-86.7622","12.19896","0"
"500","Puerto Viejo, nicaragua","-85.24557","13.51457","0"
"501","Puran, pakistan","73.1349","31.42275","0"
"502","Pushtakhara, pakistan","71.50922","33.96339","0"
"503","Putaccasa, peru","-74.37436","-14.09448","0"
"504","Pyuthan, nepal","82.88427","28.08867","0"
"505","Qardho, somalia","49.08494","9.50506","0"
"506","Quaidabad, pakistan","71.88036","32.34029","0"
"507","Quebrada Honda, peru","-71.14608","-16.64008","0"
"508","Quebrada Honda, nicaragua","-86.02737","12.91536","0"
"509","Quinches, peru","-75.59171","-11.80188","0"
"510","Quito, peru","-75.32749","-13.52917","0"
"511","Rahimabad, pakistan","71.70535","34.9545","0"
"512","Ramain, philippines","124.34528","7.97083","0"
"513","Rampur Malhaniya, nepal","86.54241","26.62449","0"
"514","Rangaban, philippines","124.52472","7.13306","0"
"515","Rashakai, pakistan","71.41072","34.70682","0"
