"","merge","lng","lat","population"
"82","Cedeno, colombia","-75.2432","8.84676","0"
"83","Cendajuru, burundi","30.5869","-3.3135","0"
"84","Cerro Burgos, colombia","-73.90042","7.97649","0"
"85","Cerro navia, chile","-70.72038","-33.41455","0"
"86","Cesar, colombia","-73.25322","10.46314","308237"
"87","Chandina, bangladesh","89.31786","25.01408","0"
"88","Chandra, bangladesh","90.57649","22.61547","0"
"89","Chapai Nawabganj, bangladesh","88.28339","24.59895","0"
"90","Chaquira, colombia","-75.48899","6.75548","0"
"91","Chenxi, china","119.158","33.9144","0"
"92","Chillurco, colombia","-76.14556","1.89166","0"
"93","Chiriri, colombia","-75.80128","2.47725","0"
"94","Choam Boeng, cambodia","105.15923","12.86935","0"
"95","Choco, colombia","-76.66111","5.69472","75104"
"96","Choshuenco, chile","-72.06667","-39.83333","0"
"97","Cibitoke Province, burundi","29.1248","-2.8869","14220"
"98","Cimabare, burundi","29.5477","-3.9826","0"
"99","Cintura, colombia","-75.26446","8.43509","0"
"100","Cocorote, colombia","-75.01016","9.21731","0"
"101","Colpani, bolivia","-67.6","-16.91667","0"
"102","Coltauco, chile","-71.08145","-34.29195","0"
"103","Conchali, chile","-71.14635","-32.79828","0"
"104","Concon, chile","-71.51619","-32.92203","0"
"105","Copiapo & Coquimbo Port, chile","-70.3314","-27.36679","129280"
"106","Cordoba Corregimiento, colombia","-75.78969","9.03886","4880"
"107","Corozo, colombia","-75.43185","8.8226","0"
"108","Covenas, colombia","-75.69628","9.40412","0"
"109","Cruz Verde, colombia","-72.16773","5.80096","0"
"110","Cugaro, burundi","30.0384","-3.1189","0"
"111","Cumbre, colombia","-76.56984","3.64999","0"
"112","Cundinamarca, colombia","-74.21682","4.57937","313945"
"113","Cusco, colombia","-75.78417","2.25222","0"
"114","Dabanga, cameroon","14.64306","11.91793","0"
"115","Demmitt, canada","-119.90281","55.44991","0"
"116","Dewanpara, bangladesh","90.93722","24.63154","0"
"117","Dhanmondi, bangladesh","90.385","23.74","0"
"118","Dinamarca, colombia","-76.16094","2.99366","0"
"119","Djoum, cameroon","12.66667","2.66667","0"
"120","Dolac, croatia","16.17611","43.63083","0"
"121","Donghuang, china","106.21557","28.33297","0"
"122","Dorada, colombia","-74.66311","5.44783","81950"
"123","Dvor na Uni, croatia","16.37083","45.07306","1319"
"124","Eastern Colombia, colombia","122.96667","-0.66667","0"
"125","Ecuador, colombia","-74.35276","9.58087","0"
"126","El Canelo, chile","-70.4507","-33.57594","0"
"127","El Charco district, colombia","-74.16687","4.68451","0"
"128","El Choco, colombia","-76.73139","5.33889","3271"
"129","El Crucero, colombia","-75.39665","8.62849","0"
"130","El Desastre, colombia","-75.24485","9.31977","0"
"131","El Diviso, colombia","-78.23259","1.39724","0"
"132","El Doce, colombia","-75.30981","7.44882","0"
"133","El Filo, colombia","-75.605","6.645","0"
"134","El Guaimaro, colombia","-75.47988","8.83838","0"
"135","El Guaviare, colombia","-72.62765","2.33022","3362"
"136","El LLanito, colombia","-73.84729","7.16693","0"
"137","El Mordisco, colombia","-71.68611","6.67583","0"
"138","El Morro, colombia","-76.92344","1.85239","0"
"139","El Pailon, colombia","-77.02083","1.55389","0"
"140","El Palmichal, colombia","-72.75926","4.94103","0"
"141","El Palo, colombia","-75.55","5.36667","0"
"142","El Pance, colombia","-76.63542","3.32943","0"
"143","El Pantano, colombia","-73.3","10.68333","0"
"144","El Pato, colombia","-74.8","2.83333","0"
"145","El Pepino, colombia","-76.62808","1.08467","0"
"146","El Placer, colombia","-74.66667","10.63333","0"
"147","El Tigre, colombia","-73.75381","8.79518","0"
"148","El Tomate, colombia","-76.16","8.72194","0"
"149","El Topacio, colombia","-74.23489","9.93215","0"
"150","El Tope, colombia","-72.91441","6.97143","0"
"151","El Totumo, colombia","-75.21328","10.73478","0"
"152","El Troncal, colombia","-71.38426","7.02148","0"
"153","El Vergel, colombia","-75.08963","3.03822","0"
"154","Encarnacion, colombia","-76.20603","6.44071","0"
"155","Engativa, colombia","-74.09785","4.68774","0"
"156","Ercan, cyprus","33.4986","35.16034","0"
"157","Esmeralda, colombia","-77.36477","1.86898","0"
"158","Estacion Central, chile","-69.958","-18.36027","0"
"159","Fifth Region, chile","-4.86716","14.44575","0"
"160","Florencia Caqueta, colombia","-75.60623","1.61438","130337"
"161","Fotokol, cameroon","14.22774","12.37308","0"
"162","Foz do Iguazu, brazil","-54.58806","-25.54778","293523"
"163","Gahombo, burundi","29.7659","-3.021","0"
"164","Gahongore, burundi","29.3819","-3.0955","0"
"165","Ganzi, china","99.99413","31.62744","0"
"166","Gazipur district, bangladesh","88.08822","22.38918","0"
"167","Ghent, belgium","3.71667","51.05","231493"
"168","Ghulja, china","81.51804","43.97799","0"
"169","Gihiza, burundi","29.8804","-3.4862","0"
"170","Gihosha, burundi","30.1432","-2.6048","0"
"171","Gihungwe, burundi","29.25","-3.15","0"
"172","Gisagara, burundi","30.7954","-3.193","0"
"173","Gitaza, burundi","29.358","-3.6165","0"
"174","Gloria, colombia","-74.30977","9.3492","0"
"175","Gorgona, colombia","-76.38685","3.39572","0"
"176","Gornji Karin, croatia","15.63423","44.13598","0"
"177","Gornji Vidusevac, croatia","16.05278","45.355","0"
"178","Graneda, colombia","-73.70687","3.54625","32365"
"179","Groot-Bijgaarden, belgium","4.24973","50.87174","0"
"180","Guachene, colombia","-76.3927","3.13333","0"
"181","Guachicono, colombia","-76.66667","2.1","0"
"182","Guachiman, colombia","-72.75328","8.5609","0"
"183","Guadalito, colombia","-73.97583","5.90528","0"
"184","Guajira, colombia","-72.90722","11.54444","92431"
"185","Guanabo, cuba","-82.13211","23.16921","0"
"186","Guereda, chad","22.08333","14.51667","0"
"187","Hasimpur, bangladesh","89.26832","23.82803","0"
"188","Hato Viejo, colombia","-75.0382","10.30419","0"
"189","Hermosas, colombia","-75.54861","1.73047","0"
"190","Heverlee, belgium","4.66421","50.83522","10533"
"191","Hile - Alifa Region, cameroon","14.31536","12.69427","0"
"192","Hrastovica, croatia","16.28722","45.40111","0"
"193","Huechuraba, chile","-70.66125","-33.37164","0"
"194","Ibirico, colombia","-73.33405","9.56228","18555"
"195","Isale, burundi","29.4839","-3.3489","0"
"196","Itahue, chile","-71.36038","-35.14612","0"
"197","Jiading, china","114.92804","25.4295","0"
"198","Juntas de Uramita, colombia","-76.03083","6.92389","0"
"199","Kafrul, bangladesh","90.37359","23.78822","0"
"200","Kakma, croatia","15.49278","43.99444","0"
"201","Kalidaspur, bangladesh","88.9348","23.93963","0"
"202","Kampot Province, cambodia","104.18145","10.61041","22691"
"203","Kargilik, china","77.41306","37.885","0"
"204","Karindo, burundi","30.0064","-3.9164","0"
"205","Kayogoro, burundi","29.7662","-4.2298","0"
"206","Kbal Damrei, cambodia","105.92952","11.73788","0"
"207","Kbal Krapeu, cambodia","104.18192","12.48483","0"
"208","Kendua, bangladesh","90.84303","24.66209","0"
"209","Khtuoy, cambodia","105.53554","12.39938","0"
"210","Kiganda, burundi","29.6921","-3.348","0"
"211","Kijevo, croatia","16.35806","44.00889","0"
"212","Kirundo Province, burundi","30.0959","-2.5845","6083"
"213","Kivoga, burundi","30.2647","-3.3685","0"
"214","Kompong Chan, cambodia","105.4635","11.99339","61750"
"215","Kompong Tham Province, cambodia","105.4","12.46667","0"
"216","Kompong Thom, cambodia","104.88873","12.71112","19951"
"217","Kompong Tom Province, cambodia","104.42821","12.39085","0"
"218","Koralia, bangladesh","90.42211","22.02428","0"
"219","Koukou, chad","21.68333","12.01667","0"
"220","Krajina, croatia","17.8","45.56667","0"
"221","Kratie Province, cambodia","106.01879","12.48811","19975"
"222","Kraya, cambodia","104.76542","13.12113","0"
"223","Kuala Belait, brunei","114.2312","4.58361","31178"
"224","Kulen, cambodia","104.69809","13.81958","0"
"225","Kuqa, china","82.93639","41.72778","68105"
"226","La Blanquita, colombia","-76.3","6.75","0"
"227","La Cadena, colombia","-74.48111","9.33694","0"
"228","La Carolina, colombia","-73.76667","8.5","0"
"229","La Carpa, colombia","-72.96254","2.45708","0"
"230","La Chorrea, colombia","-75.90556","4.05306","0"
"231","La Cooperativa, colombia","-73.60281","3.38744","0"
"232","La Cuchilla, colombia","-77.45666","1.59977","0"
"233","La Despensa, colombia","-73.2","10.76667","0"
"234","La Feria, colombia","-74.41667","7.66667","0"
"235","La Fortuna, colombia","-74.51667","10.16667","0"
"236","La Gomez, colombia","-73.5522","7.39159","0"
"237","La Guajira, colombia","-72.90722","11.54444","92431"
"238","La Guaria, colombia","-76.41057","4.05044","0"
"239","La Horqueta, colombia","-72.52354","11.1645","0"
"240","La Jagua, colombia","-73.33405","9.56228","18555"
"241","La Joya, colombia","-73.65","6.08333","0"
"242","La Junta, colombia","-74.48041","9.45961","0"
"243","Laksam, bangladesh","91.12143","23.24018","82290"
"244","Lalbagh, bangladesh","88.32484","24.47477","0"
"245","La Libertad, colombia","-75.66318","0.83595","0"
"246","La Linea, colombia","-75.75361","2.365","0"
"247","La Margarita, colombia","-76.00768","5.95859","0"
"248","La Mira, colombia","-74.27041","9.89958","0"
"249","La Nevadita, colombia","-73.49804","10.77244","0"
"250","La Pacha, colombia","-74.25918","9.25735","0"
"251","La Pedregosa, colombia","-74.23364","9.20544","0"
"252","La Pesquera, colombia","-71.21667","6.94333","0"
"253","La Putana, colombia","-73.55","7.16667","0"
"254","La Quiebra, colombia","-75.61404","6.26832","0"
"255","La Reina de Santiago, chile","-70.54417","-33.44156","0"
"256","La Reserva, colombia","-74.43609","10.25552","0"
"257","La Rochela, colombia","-75.52933","6.17366","0"
"258","La Solana, colombia","-73.63958","8.1039","0"
"259","Las Penas, colombia","-75.27363","9.22605","0"
"260","Las Trochas, colombia","-73.05776","5.27455","0"
"261","La Tigra, colombia","-73.38333","7.51667","0"
"262","La Tulia, colombia","-74.19836","10.72269","0"
"263","La Voragine, colombia","-72.38333","4.11667","0"
"264","La Ye, colombia","-75.50143","8.82627","0"
"265","Lejania, colombia","-74.22725","9.51341","0"
"266","Limon, colombia","-75.05","10.41667","0"
"267","Llorente, colombia","-78.5695","1.40255","0"
"268","Loma Amarilla, colombia","-76.43996","2.69989","0"
"269","Loma de Gonzalez, colombia","-75.57122","6.19889","0"
"270","Loma de Sabaneta, colombia","-74.5694","5.08001","0"
"271","Lomas Aisladas, colombia","-76.96028","7.65333","0"
"272","Los Alpes, colombia","-73.65","10.11667","0"
"273","Los Pinos, colombia","-75.69256","2.01041","0"
"274","Los Remedios, colombia","-73.26251","11.29281","0"
"275","Los Rulos, chile","-73.10002","-41.68996","0"
"276","Louvain, belgium","4.70093","50.87959","92892"
"277","Luxembourg, belgium","5.81667","49.68333","26179"
"278","Luxmichari, bangladesh","91.96972","22.85889","0"
"279","Mabayi, burundi","29.24198","-2.70879","0"
"280","Machado, colombia","-74.9668","10.24021","0"
"281","Madhyapara, bangladesh","89.06561","25.55009","0"
"282","Maghbazar, bangladesh","90.58333","23.65","0"
"283","Maipo, chile","-70.6996","-33.59217","249858"
"284","Malabar, colombia","-74.64415","4.3071","0"
"285","Manabi Bahia de Caraquez, ecuador","-80.42367","-0.59792","37056"
"286","Manague, colombia","-74.75467","9.24202","100313"
"287","Maramvya, burundi","30.29646","-3.13146","0"
"288","Marangara, burundi","29.9947","-2.7428","0"
"289","Medari, croatia","17.29","45.26722","0"
"290","Medellin del Ariari, colombia","-73.80405","3.62858","0"
"291","Mesa de Fernandez, colombia","-74.02986","3.45715","0"
"292","Miljevac, croatia","15.63833","45.12861","0"
"293","Minago, burundi","29.34868","-3.80589","0"
"294","Minshan, china","106.39411","29.75246","0"
"295","Misiguay, colombia","-75.95559","8.62486","0"
"296","Mitakataka, burundi","29.36528","-3.13611","0"
"297","Morcote, colombia","-72.3","5.61667","0"
"298","Morichal Viejo, colombia","-70.03333","2.21667","0"
"299","Morphou, cyprus","32.99338","35.19869","14833"
"300","Morritos, colombia","-74.47258","10.58664","0"
"301","Morro, colombia","-76.92344","1.85239","0"
"302","Mpanda, burundi","29.4026","-3.1703","0"
"303","Mubimbi, burundi","29.495","-3.2835","0"
"304","Mugara, burundi","29.5251","-4.0472","0"
"305","Mugaruro, burundi","29.4839","-3.3489","0"
"306","Mugina, burundi","30.1338","-3.0386","0"
"307","Mugutu, burundi","29.9546","-3.3918","0"
"308","Muhweza, burundi","30.1429","-3.1423","0"
"309","Mulatos, colombia","-76.72042","8.63396","0"
"310","Munyegeri, burundi","29.6788","-3.9123","0"
"311","Murara, burundi","29.8553","-3.8072","0"
"312","Murore, burundi","30.6631","-3.1871","0"
"313","Muruta, burundi","29.5974","-2.9677","0"
"314","Mutakura, burundi","29.3649","-3.3405","0"
"315","Mutara, burundi","30.1827","-3.2025","0"
"316","Muyange, burundi","29.3407","-3.13","0"
"317","Muzinda, burundi","29.4206","-3.2617","0"
"318","Nanegalito, ecuador","-78.68011","0.06573","0"
"319","Naogaon, bangladesh","88.94875","24.80418","192464"
"320","N. Colombia, colombia","-122.91092","49.20678","58549"
"321","Ngacheve, cameroon","13.94151","10.99841","0"
"322","Ngagara, burundi","29.3704","-3.3529","0"
"323","Ngara, burundi","30.32525","-3.12374","0"
"324","Nicosea, cyprus","33.36667","35.16667","200452"
"325","Ninhue, chile","-72.3987","-36.39418","0"
"326","Nkondo, burundi","29.6524","-3.3281","0"
"327","Norosi, colombia","-74.03736","8.52692","0"
"328","North Cypress, cyprus","-118.03729","33.81696","47802"
"329","Northeast Colombia, colombia","-76.94136","38.89595","0"
"330","Northern Cameroon, cameroon","-97.49748","25.90175","175023"
"331","Northern Columbia, colombia","-123.11934","49.24966","1837969"
"332","Ntega, burundi","29.9945","-2.6085","0"
"333","Nueva Venecia, colombia","-74.68333","10.46667","0"
"334","Nuevo Mundo, colombia","-73.49015","6.88293","0"
"335","Nutrias, colombia","-75.15019","6.46804","0"
"336","NW Province, cameroon","10.14597","5.9597","393835"
"337","Obourg, belgium","4.00881","50.47384","0"
"338","Oostende, belgium","2.927","51.21551","69011"
"339","Otu, colombia","-74.71815","7.0134","0"
"340","Ounianga, chad","20.48887","19.05263","0"
"341","Ourilandia do Norte, brazil","-51.08389","-6.75472","0"
"342","Pahartali, bangladesh","91.79635","22.52069","0"
"343","Paipote, chile","-70.26309","-27.42068","0"
"344","Paletara, colombia","-76.49639","2.20417","0"
"345","Palmarito, colombia","-75.1","9.5","0"
"346","Panduro, bolivia","-67.44373","-17.48849","0"
"347","Papudo, chile","-71.44362","-32.50799","0"
"348","Paramillo, colombia","-74.61713","5.068","0"
"349","Patnitala, bangladesh","88.75154","25.0462","0"
"350","Pensylvania, colombia","-76.23327","41.05453","10477"
"351","Phnom, cambodia","104.91601","11.56245","1573544"
"352","Phnom Pen, cambodia","104.91601","11.56245","1573544"
"353","Pica Pica, colombia","-75.68068","8.03017","0"
"354","Pijiguay, colombia","-75.2471","9.60922","0"
"355","Playa Rica, colombia","-75.82925","7.9177","0"
"356","Podsused, croatia","15.83333","45.8","0"
"357","Portugal, colombia","-74.45569","10.40611","0"
"358","Pouce Coupe, canada","-120.13615","55.7166","0"
"359","Prasat, cambodia","104.78498","10.99081","843931"
"360","Preah Vihear, cambodia","104.98046","13.80731","24380"
"361","Prek Kbal, cambodia","103.90209","10.69289","0"
"362","Prey Chhor, cambodia","105.46577","11.2796","0"
"363","Prey Rumdeng, cambodia","104.7596","10.65685","0"
"364","Prey Veng Province, cambodia","105.32533","11.48682","33079"
"365","Puente Sogamoso, colombia","-73.78465","7.24597","0"
"366","Puerto Acosta, bolivia","-69.25","-15.53333","0"
"367","Puerto Alto, chile","-71.61396","-33.08826","0"
"368","Puerto Alvira, colombia","-71.7186","2.90402","0"
"369","Puerto Belgica, colombia","-75.2839","7.66947","0"
"370","Puerto Elvira, colombia","-72.85258","-2.43979","0"
"371","Puerto Espejo, colombia","-75.70611","4.51722","0"
"372","Puerto Frazadas, colombia","-76","4.08333","0"
"373","Puerto Nidia, colombia","-71.58094","6.65609","0"
"374","Puerto Romero, colombia","-74.34083","5.8375","0"
"375","Punom Penh, cambodia","104.91601","11.56245","1573544"
"376","Pursat Province, cambodia","103.9192","12.53878","52476"
"377","Rampal, bangladesh","91.11667","23.48333","0"
"378","Randa, djibouti","42.66056","11.84694","0"
"379","Reinera, colombia","-71.18812","6.95089","0"
"380","Remedia, colombia","-75.69763","8.80464","0"
"381","Remolinos, colombia","-74.84444","6.35528","0"
"382","Renaca, chile","-71.54374","-32.98298","0"
"383","Ricuarte, colombia","-71.76641","1.21467","0"
"384","Rincon Hondo, colombia","-73.48722","9.39722","0"
"385","Rio Claro, colombia","-75.86722","5.59","0"
"386","Rio Maria, brazil","-53.80694","-29.68417","249219"
"387","Rizaralda, colombia","-75.76595","5.16647","5421"
"388","Robledo, colombia","-75.69611","4.81333","440118"
"389","Rudehe, burundi","29.5834","-3.1245","0"
"390","Rugari, burundi","30.2803","-3.3858","0"
"391","Rugembe, burundi","29.3867","-3.501","0"
"392","Ruhororo, burundi","29.8868","-3.0517","0"
"393","Ruranga, burundi","30.1269","-3.8636","0"
"394","Rushubi, burundi","29.4945","-3.3493","0"
"395","Rutegama, burundi","29.7616","-3.3138","0"
"396","Ruziba, burundi","29.3642","-3.4576","0"
"397","Sadar, bangladesh","90.37013","22.70497","202242"
"398","Saint Joseph, barbados","-59.52521","13.21434","1765"
"399","Saint-Lambert, canada","-71.20892","46.58624","6177"
"400","Salao, colombia","-72.26667","11.41667","0"
"401","Samlot, cambodia","102.7428","12.67725","0"
"402","Samrong, cambodia","103.51761","14.18175","18694"
"403","Samurindo, colombia","-76.65137","5.58649","0"
"404","San Adolfo, colombia","-75.98861","1.63068","0"
"405","San Alfonso, colombia","-75.11183","3.37146","0"
"406","San Antonio de Aguilera, colombia","-74.24239","5.34517","0"
"407","San Antonio de Chami, colombia","-75.90175","5.4177","0"
"408","San Antonio del Chami, colombia","-75.90175","5.4177","0"
"409","San Antonio del Prado, colombia","-75.65669","6.18458","0"
"410","San Antonio de Prado, colombia","-75.65669","6.18458","0"
"411","San Cesar, colombia","-73.3922","7.76107","10627"
"412","San Clemente, colombia","-73.2","6.38333","0"
"413","Sandovalina, brazil","-51.76306","-22.45611","0"
"414","San Jose de Las Hermosas, colombia","-75.64889","3.93028","0"
"415","San Jose de Suaita, colombia","-73.44758","6.159","0"
"416","San Juan Bosco, colombia","-73.62338","6.52422","0"
"417","San Juan de Pasto, colombia","-77.28111","1.21361","382236"
"418","San Luis Corregimiento, colombia","-74.84265","9.83196","0"
"419","San Miguel- Santiago, chile","-70.65709","-33.49168","0"
"420","San Pedro de la Sierra, colombia","-74.04022","10.89976","0"
"421","San Sebastian de Buenavista, colombia","-74.58705","8.99429","0"
"422","Santa Fe de Antioquia, colombia","-75.82806","6.55687","11829"
"423","Santai, china","106.30407","36.43879","0"
"424","Santa Rosa de Simiti, colombia","-74.05845","7.96238","0"
"425","Sao Paula, brazil","-52.3425","-31.77194","320674"
"426","Sao Paulo State, brazil","-42.25972","-22.72444","0"
"427","Sapmara, bangladesh","90.94236","24.0133","0"
"428","Sapzurro, colombia","-77.36507","8.66372","0"
"429","Sarare, colombia","-70.61056","6.97229","0"
"430","Savar, bangladesh","90.25002","23.84858","0"
"431","Shailkupa, bangladesh","89.2422","23.68395","0"
"432","Shyamnagar, bangladesh","88.36667","22.83333","441956"
"433","Siddhirganj, bangladesh","90.5149","23.69127","0"
"434","Sierra Nevada, colombia","-72.86667","11.55","0"
"435","Silva, colombia","-123.70211","49.1499","0"
"436","Solita, colombia","-75.61879","0.87397","0"
"437","Sonapur, bangladesh","90.44755","22.88163","0"
"438","Southwest, colombia","-77.01637","38.88122","0"
"439","Sre Ambel, cambodia","103.74756","11.12526","0"
"440","Sre Noy, cambodia","104.02083","13.80334","0"
"441","Sre Veal, cambodia","104.77828","10.98081","44270"
"442","Stanke Dimitrov, bulgaria","23.11667","42.26667","34764"
"443","Sulla, bangladesh","91.26513","24.5872","0"
"444","Svay Leu, cambodia","105.88069","11.22639","0"
"445","Tejgaon, bangladesh","90.38971","23.76296","0"
"446","Tetetes, ecuador","-76.54996","0.25584","0"
"447","Tetuan, colombia","-75.53333","3.86667","0"
"448","Tibesti, chad","17.00121","21.35494","0"
"449","Tigrera, colombia","-74.14542","11.17235","0"
"450","Timba, colombia","-76.62621","3.11415","0"
"451","Tita Chuto, bolivia","-67.89088","-18.80224","0"
"452","Titova Korenica, croatia","15.70972","44.74389","0"
"453","Totora, colombia","-76.40444","2.51592","1888"
"454","Trapeang Chhuk, cambodia","104.73704","11.74658","0"
"455","Trapeang Chrey, cambodia","104.82435","11.55181","0"
"456","Trapiche, chile","-72.05792","-35.29379","0"
"457","Treng, cambodia","105.9683","13.52586","25000"
"458","Tres Esquinas, colombia","-75.23166","0.75001","0"
"459","Union, colombia","-75.28056","8.86056","4427"
"460","Uttara, bangladesh","88.12449","25.61281","170252"
"461","Vasconia, colombia","-75.69361","4.20111","0"
"462","Vasquez, colombia","-74.75784","10.32754","0"
"463","Vat Kaoh, cambodia","105.81676","11.0544","0"
"464","Vega, colombia","-74.33979","4.99779","5706"
"465","Vergel, colombia","-73.8","8.83333","0"
"466","Viajano, colombia","-75.48288","8.63539","0"
"467","Vijagual, colombia","-74.36996","9.87668","0"
"468","Villa Carmelo, colombia","-76.61633","3.37837","0"
"469","Villa Colombia, colombia","-75.69611","4.81333","440118"
"470","Villa Imperial, bolivia","-65.15164","-17.43364","0"
"471","Villa Thaumaturgo, brazil","-72.79167","-8.94111","1808"
"472","Vina de Mar, chile","-71.55183","-33.02457","294551"
"473","Virginia, colombia","-75.8825","4.89972","33835"
"474","Vitsyebsk, belarus","30.2049","55.1904","342700"
"475","western Colombia, colombia","-93.34184","33.04652","0"
"476","Wortegem, belgium","3.51","50.85357","0"
"477","Wushan, china","122.4357","39.56483","0"
"478","Xiashen, china","121.65386","29.47717","0"
"479","Yarima, colombia","-73.71477","6.83373","0"
"480","Yarkand, china","77.24056","38.41667","82509"
"481","Yun-lin, china","103.33237","24.81878","55000"
"482","Zouar, chad","16.52778","20.45833","0"
