"","lon","lat"
"422",-81.655651,30.3321838
"423",22.448833,-5.897
"424",44.009167,36.191111
"425",61.4368431,55.1644419
"426",108.5506562,-6.7372457
"427",116.999933,32.625478
"428",104.0304535,1.0456264
"429",138.5999594,-34.9286212
"430",75.8647527,25.2138156
"431",-100.9855409,22.1564699
"432",-67.596111,10.246944
"433",120.655148,27.778657
"434",119.221611,34.596653
"435",44.783333,41.716667
"436",76.7794179,30.7333148
"437",30.059444,-1.943889
"438",-87.2167,14.0833
"439",116.798265,33.955845
"440",39.6682065,-4.0434771
"441",112.6213938,-7.9839081
"442",-89.5925857,20.9673702
"443",13.1048449,32.8133112
"444",-5.9844589,37.3890924
"445",-90.0489801,35.1495343
"446",117.164388,35.084021
"447",50.8759419,34.6399443
"448",-89.2181911,13.6929403
"449",101.4474036,0.5335047
"450",-10.801389,6.313333
"451",6.783333,6.166667
"452",66.998734,30.1829713
"453",79.4304381,28.3670355
"454",34.989571,32.7940463
"455",2.105278,13.521389
"456",39.7,47.233333
"457",130.318879,46.799778
"458",-78.6381787,35.7795897
"459",-111.8910474,40.7607793
"460",-86.7816016,36.1626638
"461",76.6393805,12.2958104
"462",113.926975,35.302928
"463",30.70563,36.88414
"464",-35.200916,-5.7792569
"465",-34.8450118,-7.1194958
"466",119.296494,26.074508
"467",116.166004,23.297642
"468",110.359377,21.270708
"469",119.600493,39.935385
"470",119.410103,35.995654
"471",-113.4909267,53.544389
"472",111.286471,30.691967
"473",91.7362365,26.1445169
"474",96.1,19.75
"475",-73.120468,7.11331
"476",7.7,11.066667
"477",-85.7584557,38.2526647
"478",55.9720554,54.7387621
"479",120.086823,30.894348
"480",78.08,27.9
"481",-102.2915677,21.8852562
"482",7.433333,10.516667
"483",49.9777136,26.3926665
"484",3.057256,50.62925
"485",-115.4522623,32.6245389
"486",-77.4360481,37.5407246
"487",30.7233095,46.482526
"488",4.4024643,51.2194475
"489",112.944049,27.829738
"490",113.134003,27.82755
"491",127.6791568,26.2123124
"492",78.7782764,28.8315925
"493",89.55,22.816667
"494",25.2,0.516667
"495",47.816667,30.5
"496",45.433333,35.55
"497",-13.234444,8.484444
